Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
музей,960,museum,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,музей,Nom.Sing,Музей Москвы был открыт в конце девятнадцатого века.,The Moscow Museum was opened at the end of the nineteenth century.,_,свободное время
богатый,961,rich,A,A1,"LM, МН",1,богатый,Nom.Masc.Sing,"Саша – богатый человек, но скромный.",Sasha is a rich man but a modest one.,_,"люди, мера"
богатый,962,rich,A,A1,"LM, МН",2,богатых,Gen.Plur,Жизнь в центре города – удовольствие только для богатых людей.,Living in the city centre is a pleasure for rich people only.,_,"люди, мера"
богатый,963,rich,A,A1,"LM, МН",3,богатым,Ins.Masc.Sing,Я совсем не хочу быть богатым.,I don't want to be rich at all.,_,"люди, мера"
экзамен,964,exam,N.Masc.Inan,A1,"LM, МН",1,экзамен,Acc.Sing,Эта группа не сдаст экзамен по химии.,This group won't pass the chemistry exam.,_,учеба/работа
экзамен,965,exam,N.Masc.Inan,A1,"LM, МН",2,экзамены,Acc.Plur,Летом мы сдаём экзамены по всем предметам.,In summer we have exams in all subjects. ,_,учеба/работа
экзамен,966,exam,N.Masc.Inan,A1,"LM, МН",3,экзаменов,Gen.Plur,После экзаменов я собираюсь спать три дня.,After the exams I am going to sleep for three days.,_,учеба/работа
масло,967,"butter, oil",N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,маслом,Ins.Sing,Он всегда ест хлеб с маслом на завтрак.,He always has bread and butter for breakfast.,_,еда
масло,968,"butter, oil",N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,масла,Gen.Sing,Нужно добавить в салат больше оливкового масла.,You need to add more olive oil to the salad.,_,еда
масло,969,"butter, oil",N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,масло,Nom.Sing,"Для теста вам потребуются сливочное масло, стакан муки и стакан сахара."," For the dough you'll need butter, a cup of flour and a cup of sugar.",_,еда
немец,970,German,N.Masc.Anim,A1,"LM, МН, Кс",1,немцы,Nom.Plur,"Считается, что немцы любят пиво.",It's thought that Gemans like beer.,_,"люди, политика"
немец,971,German,N.Masc.Anim,A1,"LM, МН, Кс",2,немцев,Gen.Plur,В моей учебной группе есть несколько немцев.,There are several Germans in my study group.,_,"люди, политика"
немец,972,German,N.Masc.Anim,A1,"LM, МН, Кс",3,немец,Nom.Sing,"В его анекдотах всегда есть русский, француз и немец.","His jokes are always about a Russian, a Frenchman and a German.",_,"люди, политика"
ложка,973,spoon,N.Fem.Inan,A1,МН,1,ложку,Acc.Sing,Я кладу в чай одну ложку сахара.,I put a spoonful of sugar in my tea.,_,"еда, жилье"
ложка,974,spoon,N.Fem.Inan,A1,МН,2,ложкой,Ins.Sing,Маленький мальчик ест суп большой ложкой.,The little boy eats soup with a big spoon.,_,"еда, жилье"
ложка,975,spoon,N.Fem.Inan,A1,МН,3,ложки,Gen.Sing,Здесь нет ложки.,There is no spoon.,The Matrix (1999),"еда, жилье"
левый,976,"left, leftist",A,A1,"MiP, МН",1,левую,Acc.Fem.Sing,Он положил левую руку мне на плечо.,He put his left hand on my shoulder.,_,"люди, описание"
левый,977,"left, leftist",N.Masc.Anim,A1,"MiP, МН",2,левые,Nom.Plur,Левые не получают поддержки от правительства Российской Федерации.,Leftists don't get support from the government of the Russian Federation.,_,"люди, описание"
левый,978,"left, leftist",A,A1,"MiP, МН",3,левой,Gen.Fem.Sing,Маша взяла меня за левую руку.,Masha took my left hand.,_,"люди, описание"
комедия,979,comedy,N.Fem.Inan,A1,"MiP, LM, МН",1,комедия,Nom.Sing,"Это комедия, так что здесь никто не умирает.","This is a comedy, so nobody dies.",_,свободное время
комедия,980,comedy,N.Fem.Inan,A1,"MiP, LM, МН",2,комедии,Gen.Sing,В новой комедии Питера Сигала главную роль играет Джек Николсон.,Jack Nicholson plays the lead role in Peter Segal's new comedy.,_,свободное время
комедия,981,comedy,N.Fem.Inan,A1,"MiP, LM, МН",3,комедию,Acc.Sing,В такую погоду я лучше останусь дома и посмотрю хорошую комедию.,In this weather I'd rather stay at home and watch a good comedy.,_,свободное время
понравиться,982,please,V,A1,"LM, МН",1,понравилось,Neut.Sing.Past,Мне понравилось это вино.,I really like this wine.,_,внутренний мир
понравиться,983,please,V,A1,"LM, МН",2,понравился,Masc.Sing.Past,Моему брату не понравился мой новый друг.,My brother didn't like my new friend.,_,внутренний мир
понравиться,984,please,V,A1,"LM, МН",3,понравилась,Fem.Sing.Past,София сразу мне понравилась.,I liked Sophia at once.,_,внутренний мир
футбол,985,"football, soccer",N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,футбол,Acc.Sing,На перемене мы обычно играем в футбол или пинг-понг.,During the break we always play football or ping-pong.,_,свободное время
футбол,986,"football, soccer",N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,футбола,Gen.Sing,Никакого футбола в моём дворе!,No football in my yard!,_,свободное время
футбол,987,"football, soccer",N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,футболу,Dat.Sing,В 2018 чемпионат мира по футболу прошёл в России.,In 2018 the World Soccer Cup was held in Russia.,_,свободное время
пообедать,988,eat lunch,V,A1,"Golosa, MiP, LM, МН",1,пообедали,Plur.Past,Мы пообедали в придорожном кафе.,We ate lunch in a roadside cafe.,_,еда
пообедать,989,eat lunch,V,A1,"Golosa, MiP, LM, МН",2,пообедать,Inf,После работы мы решили вместе пообедать.,After work we decided to eat lunch together.,_,еда
пообедать,990,eat lunch,V,A1,"Golosa, MiP, LM, МН",3,пообедаем,Plur.1.Pres/Fut,"Мы с Марией пообедаем вместе, а потом пойдём в кино.",Maria and I are going to eat lunch and then go to the movie theater.,_,еда
салат,991,"salad, lettuce",N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,салата,Gen.Sing,"Например, ты можешь положить в сэндвич лист салата.","For example, you can put a lettuce leaf in the sandwich.",_,еда
салат,992,"salad, lettuce",N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,салат,Acc.Sing,Папа сегодня готовит свой любимый салат.,Today Dad is making his favorite salad.,_,еда
салат,993,"salad, lettuce",N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,салатов,Gen.Plur,На Новый Год люди обычно готовят пять или шесть разных салатов.,For the New Year celebration people usually prepare five or six different salads. ,_,еда
стадион,994,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,стадиона,Gen.Sing,Друзья будут ждать меня у стадиона.,My friends will wait for me next to the stadium.,_,свободное время
стадион,995,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,стадионе,Loc.Sing,"На стадионе ""Лужники"" пройдёт следующий матч чемпионата мира.",Next play of the World Cup will be held in the Luzhniki stadium.,_,свободное время
стадион,996,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,стадион,Nom.Sing,Стадион был построен в 2014 году.,The stadium was built in 2014.,_,свободное время
ключ,997,key,N.Masc.Inan,A1,"MiP, LM, МН",1,ключ,Acc.Sing,Я ушла и заперла дверь на ключ.,I left and locked the door on key.,_,жилье 
ключ,998,key,N.Masc.Inan,A1,"MiP, LM, МН",2,ключи,Acc.Plur,"Кажется, я забыл ключи.",Seems like I've forgot the keys.,_,жилье 
ключ,999,key,N.Masc.Inan,A1,"MiP, LM, МН",3,ключом,Ins.Sing,Мама откроет дверь своим ключом.,Mum will open the door with her own key.,_,жилье 
яйцо,1000,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",1,яиц,Gen.Plur,"Для пирога нужны десяток яиц, мука и сахар.","For the pie we need ten eggs, sugar and flour.",_,еда
яйцо,1001,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",2,яйца,Acc.Plur,Папа достал из холодильника яйца и помидоры.,Dad took eggs and tomatoes from the frige.,_,еда
яйцо,1002,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",3,яйцо,Acc.Sing,На завтрак я съел яйцо.,For breakfast I want to have an egg.,_,еда
марка,1003,"brand, stamp",N.Fem.Inan,A1,"LM, МН",1,марки,Gen.Sing,Я не покупаю одежду этой марки.,I don't by clothes of this brand.,_,_
марка,1004,"brand, stamp",N.Fem.Inan,A1,"LM, МН",2,марок,Gen.Plur,Я храню свою коллекцию марок в этом альбоме.,I keep my collection of postmarks in this album.,_,_
марка,1005,"brand, stamp",N.Fem.Inan,A1,"LM, МН",3,марку,Acc.Sing,Моя сестра предпочитает другую марку пива.,My sister prefers the other mark of beer.,_,_
попросить,1006,ask for,V,A1,"LM, МН",1,попросил,Masc.Sing.Past,Брат попросил у меня отвёртку.,My brother asked me for a screwdriver.,_,"люди, общение"
попросить,1007,ask for,V,A1,"LM, МН",2,попросить,Inf,Могу ли я попросить тебя об одолжении?,May I ask you for a favour?,_,"люди, общение"
попросить,1008,ask for,V,A1,"LM, МН",3,попросила,Fem.Sing.Past,"Саша, мама попросила тебя помыть посуду.","Sasha, Mum asked you to wash the dishes!",_,"люди, общение"
цирк,1009,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,цирка,Gen.Sing,Я хочу взять интервью у артиста цирка.,I want to interview a circus artist.,_,развлечения
цирк,1010,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,цирке,Loc.Sing,"Работа в цирке тяжёлая, но интересная.",Working in the circus is hard but interesting,_,развлечения
цирк,1011,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,цирк,Nom.Sing,Этот цирк великолепен!,This circus is incredible!,_,развлечения
обед,1012,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,обеда,Gen.Sing,После обеда я всегда хочу спать.,After lunch I always want to sleep.,_,еда
обед,1013,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,обед,Nom.Sing,Обед начинается в два часа.,Lunch starts at two o'clock.,_,еда
обед,1014,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,обеду,Dat.Sing,"Думаю, мы вернёмся к обеду.","I think, we're going to come back by dinner.",_,еда
грамм,1015,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",1,г,Gen.Plur,Вам понадобится 200 г сахара.,You will need 200 g of sugar.,_,мера
грамм,1016,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",2,граммов,Gen.Plur,Каждый из нас выпил сто пятьдесят граммов водки.,Each of us has drunk 150 grams of vodka.,_,мера
грамм,1017,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",3,грамм,Gen.Sing,,,_,мера
гостиница,1018,hotel,N.Fem.Inan,A1,"MiP, LM, МН",1,гостинице,Loc.Sing,Мы остановимся в гостинице на площади Восстания.,We're going to stay in the hotel on the Vosstaniya Square.,_,"путешествие, жильё"
гостиница,1019,hotel,N.Fem.Inan,A1,"MiP, LM, МН",2,гостиница,Nom.Sing,Наша гостиница была ужасна.,Our hostel was terrible.,_,"путешествие, жильё"
гостиница,1020,hotel,N.Fem.Inan,A1,"MiP, LM, МН",3,гостиницы,Gen.Sing,Мы выезжаем из гостиницы в восемь утра.,We're leacing our hostel at 8 in the morning.,_,"путешествие, жильё"
нож,1021,knife,N.Masc.Inan,A1,МН,1,ножом,Ins.Sing,Он был вооружён ножом и топором.,He was armed with a knife and an axe.,_,жильё
нож,1022,knife,N.Masc.Inan,A1,МН,2,нож,Acc.Sing,Я не могу найти нож.,I can't find a knife.,_,жильё
нож,1023,knife,N.Masc.Inan,A1,МН,3,ножи,Acc.Plur,"Мама, папа попросил тебя наточить ножи и заказать новый холодильник.","Mum, Dad asked you to sharpen the knives and order a new fridge.",_,жильё
спорт,1024,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",1,спорта,Gen.Sing,Мой старший брат -- мастер спорта по боксу.,My elder brother is a master of sports in box.,_,спорт
спорт,1025,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",2,спортом,Ins.Sing,Заниматься спортом полезно для здоровья.,Doing sports is good for health.,_,спорт
спорт,1026,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",3,спорте,Loc.Sing,Я не понимаю ничего в спорте.,I don't understand anything about sports.,_,спорт
рубашка,1027,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",1,рубашка,Nom.Sing,На Саше была надета новая белая рубашка с чёрными пуговицами.,Sasha was wearing the new white shirt with black buttons.,_,одежда
рубашка,1028,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",2,рубашку,Acc.Sing,"Было жарко, и я снял рубашку.","It was hot, so I took off my shirt.",_,одежда
рубашка,1029,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",3,рубашки,Gen.Sing,Машенька положила конфету в карман рубашки.,Mashenka put a candy in her shirt pocket.,_,одежда
,1030,,,,,,,,,,,
,1031,,,,,,,,,,,
,1032,,,,,,,,,,,
,1033,,,,,,,,,,,
,1034,,,,,,,,,,,
,1035,,,,,,,,,,,
,1036,,,,,,,,,,,
,1037,,,,,,,,,,,
,1038,,,,,,,,,,,
,1039,,,,,,,,,,,
,1040,,,,,,,,,,,
,1041,,,,,,,,,,,
,1042,,,,,,,,,,,
,1043,,,,,,,,,,,
,1044,,,,,,,,,,,
,1045,,,,,,,,,,,
,1046,,,,,,,,,,,
,1047,,,,,,,,,,,
,1048,,,,,,,,,,,
,1049,,,,,,,,,,,
,1050,,,,,,,,,,,
,1051,,,,,,,,,,,
,1052,,,,,,,,,,,
,1053,,,,,,,,,,,
,1054,,,,,,,,,,,
,1055,,,,,,,,,,,
,1056,,,,,,,,,,,
,1057,,,,,,,,,,,
,1058,,,,,,,,,,,
,1059,,,,,,,,,,,
,1060,,,,,,,,,,,
,1061,,,,,,,,,,,
,1062,,,,,,,,,,,
,1063,,,,,,,,,,,
,1064,,,,,,,,,,,
,1065,,,,,,,,,,,
,1066,,,,,,,,,,,
,1067,,,,,,,,,,,
,1068,,,,,,,,,,,
,1069,,,,,,,,,,,
,1070,,,,,,,,,,,
,1071,,,,,,,,,,,
,1072,,,,,,,,,,,
,1073,,,,,,,,,,,
,1074,,,,,,,,,,,
,1075,,,,,,,,,,,
,1076,,,,,,,,,,,
,1077,,,,,,,,,,,
,1078,,,,,,,,,,,
,1079,,,,,,,,,,,
,1080,,,,,,,,,,,
,1081,,,,,,,,,,,
,1082,,,,,,,,,,,
,1083,,,,,,,,,,,
,1084,,,,,,,,,,,
,1085,,,,,,,,,,,
,1086,,,,,,,,,,,
,1087,,,,,,,,,,,
,1088,,,,,,,,,,,
,1089,,,,,,,,,,,
,1090,,,,,,,,,,,
,1091,,,,,,,,,,,
,1092,,,,,,,,,,,
,1093,,,,,,,,,,,
,1094,,,,,,,,,,,
,1095,,,,,,,,,,,
,1096,,,,,,,,,,,
,1097,,,,,,,,,,,
,1098,,,,,,,,,,,
,1099,,,,,,,,,,,
,1100,,,,,,,,,,,
,1101,,,,,,,,,,,
,1102,,,,,,,,,,,
,1103,,,,,,,,,,,
,1104,,,,,,,,,,,
,1105,,,,,,,,,,,
,1106,,,,,,,,,,,
,1107,,,,,,,,,,,
,1108,,,,,,,,,,,
,1109,,,,,,,,,,,
,1110,,,,,,,,,,,
,1111,,,,,,,,,,,
,1112,,,,,,,,,,,
,1113,,,,,,,,,,,
,1114,,,,,,,,,,,
,1115,,,,,,,,,,,
,1116,,,,,,,,,,,
,1117,,,,,,,,,,,
,1118,,,,,,,,,,,
,1119,,,,,,,,,,,
,1120,,,,,,,,,,,
,1121,,,,,,,,,,,
,1122,,,,,,,,,,,
,1123,,,,,,,,,,,
,1124,,,,,,,,,,,
,1125,,,,,,,,,,,
,1126,,,,,,,,,,,
,1127,,,,,,,,,,,
,1128,,,,,,,,,,,
,1129,,,,,,,,,,,
,1130,,,,,,,,,,,
,1131,,,,,,,,,,,
,1132,,,,,,,,,,,
,1133,,,,,,,,,,,
,1134,,,,,,,,,,,
,1135,,,,,,,,,,,
,1136,,,,,,,,,,,
,1137,,,,,,,,,,,
,1138,,,,,,,,,,,
,1139,,,,,,,,,,,
,1140,,,,,,,,,,,
,1141,,,,,,,,,,,
,1142,,,,,,,,,,,
,1143,,,,,,,,,,,
,1144,,,,,,,,,,,
,1145,,,,,,,,,,,
,1146,,,,,,,,,,,
,1147,,,,,,,,,,,
,1148,,,,,,,,,,,
,1149,,,,,,,,,,,
,1150,,,,,,,,,,,
,1151,,,,,,,,,,,
,1152,,,,,,,,,,,
,1153,,,,,,,,,,,
,1154,,,,,,,,,,,
,1155,,,,,,,,,,,
,1156,,,,,,,,,,,
,1157,,,,,,,,,,,
,1158,,,,,,,,,,,
,1159,,,,,,,,,,,
,1160,,,,,,,,,,,
,1161,,,,,,,,,,,
,1162,,,,,,,,,,,
,1163,,,,,,,,,,,
,1164,,,,,,,,,,,
,1165,,,,,,,,,,,
,1166,,,,,,,,,,,
,1167,,,,,,,,,,,
,1168,,,,,,,,,,,
,1169,,,,,,,,,,,
,1170,,,,,,,,,,,
,1171,,,,,,,,,,,
,1172,,,,,,,,,,,
,1173,,,,,,,,,,,
,1174,,,,,,,,,,,
,1175,,,,,,,,,,,
,1176,,,,,,,,,,,
,1177,,,,,,,,,,,
,1178,,,,,,,,,,,
,1179,,,,,,,,,,,
,1180,,,,,,,,,,,
,1181,,,,,,,,,,,
,1182,,,,,,,,,,,
,1183,,,,,,,,,,,
,1184,,,,,,,,,,,
,1185,,,,,,,,,,,
,1186,,,,,,,,,,,
,1187,,,,,,,,,,,
,1188,,,,,,,,,,,
,1189,,,,,,,,,,,
,1190,,,,,,,,,,,
,1191,,,,,,,,,,,
,1192,,,,,,,,,,,
,1193,,,,,,,,,,,
,1194,,,,,,,,,,,
,1195,,,,,,,,,,,
,1196,,,,,,,,,,,
,1197,,,,,,,,,,,
,1198,,,,,,,,,,,
,1199,,,,,,,,,,,
,1200,,,,,,,,,,,
,1201,,,,,,,,,,,
,1202,,,,,,,,,,,
,1203,,,,,,,,,,,
,1204,,,,,,,,,,,
,1205,,,,,,,,,,,
,1206,,,,,,,,,,,
,1207,,,,,,,,,,,
,1208,,,,,,,,,,,
,1209,,,,,,,,,,,
,1210,,,,,,,,,,,
,1211,,,,,,,,,,,
,1212,,,,,,,,,,,
,1213,,,,,,,,,,,
,1214,,,,,,,,,,,
,1215,,,,,,,,,,,
,1216,,,,,,,,,,,
,1217,,,,,,,,,,,
,1218,,,,,,,,,,,
,1219,,,,,,,,,,,
,1220,,,,,,,,,,,
,1221,,,,,,,,,,,
,1222,,,,,,,,,,,
,1223,,,,,,,,,,,
,1224,,,,,,,,,,,
,1225,,,,,,,,,,,
,1226,,,,,,,,,,,
,1227,,,,,,,,,,,
,1228,,,,,,,,,,,
,1229,,,,,,,,,,,
,1230,,,,,,,,,,,
,1231,,,,,,,,,,,
,1232,,,,,,,,,,,
,1233,,,,,,,,,,,
,1234,,,,,,,,,,,
,1235,,,,,,,,,,,
,1236,,,,,,,,,,,
,1237,,,,,,,,,,,
,1238,,,,,,,,,,,
,1239,,,,,,,,,,,
,1240,,,,,,,,,,,
,1241,,,,,,,,,,,
,1242,,,,,,,,,,,
,1243,,,,,,,,,,,
,1244,,,,,,,,,,,
,1245,,,,,,,,,,,
,1246,,,,,,,,,,,
,1247,,,,,,,,,,,
,1248,,,,,,,,,,,
,1249,,,,,,,,,,,
,1250,,,,,,,,,,,
,1251,,,,,,,,,,,
,1252,,,,,,,,,,,
,1253,,,,,,,,,,,
,1254,,,,,,,,,,,
,1255,,,,,,,,,,,
,1256,,,,,,,,,,,
,1257,,,,,,,,,,,
,1258,,,,,,,,,,,
,1259,,,,,,,,,,,
,1260,,,,,,,,,,,
,1261,,,,,,,,,,,
,1262,,,,,,,,,,,
,1263,,,,,,,,,,,
,1264,,,,,,,,,,,
,1265,,,,,,,,,,,
,1266,,,,,,,,,,,
,1267,,,,,,,,,,,
,1268,,,,,,,,,,,
,1269,,,,,,,,,,,
,1270,,,,,,,,,,,
,1271,,,,,,,,,,,
,1272,,,,,,,,,,,
,1273,,,,,,,,,,,
,1274,,,,,,,,,,,
,1275,,,,,,,,,,,
,1276,,,,,,,,,,,
,1277,,,,,,,,,,,
,1278,,,,,,,,,,,
,1279,,,,,,,,,,,
,1280,,,,,,,,,,,
,1281,,,,,,,,,,,
,1282,,,,,,,,,,,
,1283,,,,,,,,,,,
,1284,,,,,,,,,,,
,1285,,,,,,,,,,,
,1286,,,,,,,,,,,
,1287,,,,,,,,,,,
,1288,,,,,,,,,,,
,1289,,,,,,,,,,,
,1290,,,,,,,,,,,
,1291,,,,,,,,,,,
,1292,,,,,,,,,,,
,1293,,,,,,,,,,,
,1294,,,,,,,,,,,
,1295,,,,,,,,,,,
,1296,,,,,,,,,,,
,1297,,,,,,,,,,,
,1298,,,,,,,,,,,
,1299,,,,,,,,,,,
,1300,,,,,,,,,,,
,1301,,,,,,,,,,,
,1302,,,,,,,,,,,
,1303,,,,,,,,,,,
,1304,,,,,,,,,,,
,1305,,,,,,,,,,,
,1306,,,,,,,,,,,
,1307,,,,,,,,,,,
,1308,,,,,,,,,,,
,1309,,,,,,,,,,,
,1310,,,,,,,,,,,
,1311,,,,,,,,,,,
,1312,,,,,,,,,,,
,1313,,,,,,,,,,,
,1314,,,,,,,,,,,
,1315,,,,,,,,,,,
,1316,,,,,,,,,,,
,1317,,,,,,,,,,,
,1318,,,,,,,,,,,
,1319,,,,,,,,,,,
,1320,,,,,,,,,,,
,1321,,,,,,,,,,,
,1322,,,,,,,,,,,
,1323,,,,,,,,,,,
,1324,,,,,,,,,,,
,1325,,,,,,,,,,,
,1326,,,,,,,,,,,
,1327,,,,,,,,,,,
,1328,,,,,,,,,,,
,1329,,,,,,,,,,,
,1330,,,,,,,,,,,
,1331,,,,,,,,,,,
,1332,,,,,,,,,,,
,1333,,,,,,,,,,,
,1334,,,,,,,,,,,
,1335,,,,,,,,,,,
,1336,,,,,,,,,,,
,1337,,,,,,,,,,,
,1338,,,,,,,,,,,
,1339,,,,,,,,,,,
,1340,,,,,,,,,,,
,1341,,,,,,,,,,,
,1342,,,,,,,,,,,
,1343,,,,,,,,,,,
,1344,,,,,,,,,,,
,1345,,,,,,,,,,,
,1346,,,,,,,,,,,
,1347,,,,,,,,,,,
,1348,,,,,,,,,,,
,1349,,,,,,,,,,,
,1350,,,,,,,,,,,
,1351,,,,,,,,,,,
,1352,,,,,,,,,,,
,1353,,,,,,,,,,,
,1354,,,,,,,,,,,
,1355,,,,,,,,,,,
,1356,,,,,,,,,,,
,1357,,,,,,,,,,,
,1358,,,,,,,,,,,
,1359,,,,,,,,,,,
,1360,,,,,,,,,,,
,1361,,,,,,,,,,,
,1362,,,,,,,,,,,
,1363,,,,,,,,,,,
,1364,,,,,,,,,,,
,1365,,,,,,,,,,,
,1366,,,,,,,,,,,
,1367,,,,,,,,,,,
,1368,,,,,,,,,,,
,1369,,,,,,,,,,,
,1370,,,,,,,,,,,
,1371,,,,,,,,,,,
,1372,,,,,,,,,,,
,1373,,,,,,,,,,,
,1374,,,,,,,,,,,
,1375,,,,,,,,,,,
,1376,,,,,,,,,,,
,1377,,,,,,,,,,,
,1378,,,,,,,,,,,
,1379,,,,,,,,,,,
,1380,,,,,,,,,,,
,1381,,,,,,,,,,,
,1382,,,,,,,,,,,
,1383,,,,,,,,,,,
,1384,,,,,,,,,,,
,1385,,,,,,,,,,,
,1386,,,,,,,,,,,
,1387,,,,,,,,,,,
,1388,,,,,,,,,,,
,1389,,,,,,,,,,,
,1390,,,,,,,,,,,
,1391,,,,,,,,,,,
,1392,,,,,,,,,,,
,1393,,,,,,,,,,,
,1394,,,,,,,,,,,
,1395,,,,,,,,,,,
,1396,,,,,,,,,,,
,1397,,,,,,,,,,,
,1398,,,,,,,,,,,
,1399,,,,,,,,,,,
,1400,,,,,,,,,,,
,1401,,,,,,,,,,,
,1402,,,,,,,,,,,
,1403,,,,,,,,,,,
,1404,,,,,,,,,,,
,1405,,,,,,,,,,,
,1406,,,,,,,,,,,
,1407,,,,,,,,,,,
,1408,,,,,,,,,,,
,1409,,,,,,,,,,,
,1410,,,,,,,,,,,
,1411,,,,,,,,,,,
,1412,,,,,,,,,,,
чувствовать,1413,,,,,,,,,,,
чувствовать,1414,,,,,,,,,,,
чувствовать,1415,,,,,,,,,,,
