Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
причина,2388,cause,N.Fem.Inan,A2,"Golosa, LM",1,причин,Gen.Plur,"Полиция сообщила, что нет причин для беспокойства.",The police said there was no reason for worrying.,_,внутренний мир
причина,2389,cause,N.Fem.Inan,A2,"Golosa, LM",2,причинам,Dat.Plur,По неизвестным причинам никто не хотел мне помочь.,"For unknown reasons, no one wanted to help me.",_,внутренний мир
причина,2390,cause,N.Fem.Inan,A2,"Golosa, LM",3,причине,Dat.Sing,Концерта сегодня не будет по причине болезни артиста.,Due to the illness of the singer the concert is canceled tonight.,_,внутренний мир
приятный,2391,pleasant,A,A2,"MiP, LM",1,приятно,Neut.Sing,"Мне будет приятно, если вы придёте на мой концерт.",I will be pleased if you come to my concert.,_,"описание, внутренний мир"
приятный,2392,pleasant,A,A2,"MiP, LM",2,приятное,Inan.Acc.Neut.Sing,"Весной от солнца уже идёт приятное тепло, зимой — только свет.","In spring the sun already spreads pleasant warmth, while in winter — only the light.",_,"описание, внутренний мир"
приятный,2393,pleasant,A,A2,"MiP, LM",3,приятная,Nom.Fem.Sing,В их доме всегда звучала приятная музыка.,There was always nice music in their house.,_,"описание, внутренний мир"
продавать,2394,sell,V,A2,"Golosa, MiP, LM",1,продавать,Inf,Я не хочу продавать свою машину.,I don’t want to sell my car.,_,магазин
продавать,2395,sell,V,A2,"Golosa, MiP, LM",2,продают,Plur.3.Pres/Fut,Наши друзья продают квартиру.,Our friends are selling their apartment.,_,магазин
продавать,2396,sell,V,A2,"Golosa, MiP, LM",3,продавали,Plur.Past,Раньше в этом магазине продавали вкусный хлеб.,They used to sell very tasty bread in this store.,_,магазин
продавец,2397,seller,N.Masc.Anim,A2,"MiP, LM",1,продавец,Nom.Sing,Наш сосед — продавец на рынке.,Our neighbor is a seller at the market.,_,"люди, магазин"
продавец,2398,seller,N.Masc.Anim,A2,"MiP, LM",2,продавцы,Nom.Plur,Продавцы начали украшать витрины к Новому году.,Sellers started to decorate the shops’ windows for the New Year.,_,"люди, магазин"
продавец,2399,seller,N.Masc.Anim,A2,"MiP, LM",3,продавца,Acc.Sing,"Спроси, пожалуйста, продавца, сколько стоит тот телевизор.","Please, ask the seller how much does that TV cost?",_,"люди, магазин"
продать,2400,sell,V,A2,MiP,1,продать,Inf,Петя решил продать свой дом.,Petya decided to sell his house.,_,магазин
продать,2401,sell,V,A2,MiP,2,продали,Plur.Past,За сколько вы продали свою машину?,For how much you sold your car?,_,магазин
продать,2402,sell,V,A2,MiP,3,продал,Masc.Sing.Past,Он продал мне некачественный товар.,He sold me a defective product.,_,магазин
продолжаться,2403,continue,V,A2,LM,1,продолжаться,Inf,"Если ничего не делать, такая ситуация будет продолжаться.","If nothing is done, situation like this will remain.",_,свободное время
продолжаться,2404,continue,V,A2,LM,2,продолжается,Sing.3.Pres/Fut,Матч продолжается со счётом три-ноль.,The match continues with the score 3-0.,_,свободное время
продолжаться,2405,continue,V,A2,LM,3,продолжаются,Plur.3.Pres/Fut,На границе всю ночь продолжаются взрывы.,Explosions continue all night at the border.,_,свободное время
простой,2406,simple,A,A2,"Golosa, LM",1,просто,Neut.Sing,Стать счастливым — просто! Нужно только этого захотеть.,It’s easy to become a happy person! You just need to wish it.,_,"описание, учёба/работа"
простой,2407,simple,A,A2,"Golosa, LM",2,проще,Neut.Sing,Эта задача проще остальных.,This task is easier than the others.,_,"описание, учёба/работа"
простой,2408,simple,A,A2,"Golosa, LM",3,простых,Gen.Plur,Вы не знаете простых способов выздороветь?,Do you know any simple ways to get better?,_,"описание, учёба/работа"
просьба,2409,ask,N.Fem.Inan,A2,LM,1,просьбой,Ins.Sing,Ко мне подошёл маленький мальчик с просьбой помочь: он не мог найти своих родителей.,A little boy came to me asking for help: he couldn’t find his parents.,_,"люди, общение"
просьба,2410,ask,N.Fem.Inan,A2,LM,2,просьба,Nom.Sing,"Уважаемые зрители, просьба выключить мобильные телефоны на время спектакля!","Dear audience, please turn off your mobile phones during the show!",_,"люди, общение"
просьба,2411,ask,N.Fem.Inan,A2,LM,3,просьбе,Dat.Sing,Я пришла сюда по просьбе директора компании.,I came here because of the request of the director of the company.,_,"люди, общение"
2412-2414 deleted,,,,,,,,,,,,
профессор,2415,professor,N.Masc.Anim,A2,LM,1,профессор,Nom.Sing,К нам приехал профессор из Оксфорда.,A Professor from Oxford came to us.,_,"люди, учёба/работа"
профессор,2416,professor,N.Masc.Anim,A2,LM,2,профессором,Ins.Sing,В детстве он даже не мечтал стать профессором!,He did not even dream of becoming a Professor in the childhood!,_,"люди, учёба/работа"
профессор,2417,professor,N.Masc.Anim,A2,LM,3,профессора,Gen.Sing,Мы пришли на лекцию профессора из Германии.,We came to the lecture of a Professor from Germany.,_,"люди, учёба/работа"
проходить,2418,pass,V,A2,"Golosa, MiP, LM",1,проходит,Sing.3.Pres/Fut,В музее сейчас проходит интересная выставка.,There is an interesting exhibition in the museum now.,_,"учёба/работа, время"
проходить,2419,pass,V,A2,"Golosa, MiP, LM",2,проходят,Plur.3.Pres/Fut,Дни в отпуске проходят слишком быстро.,Days in vacation pass too fast.,_,"учёба/работа, время"
проходить,2420,pass,V,A2,"Golosa, MiP, LM",3,проходили,Plur.Past,"Мы проходили мимо нового кафе, когда возвращались домой.",We passed by the new cafe on our way back home.,_,"учёба/работа, время"
процент,2421,percent,N.Masc.Inan,A2,LM,1,процентов,Gen.Plur,В магазине сейчас скидки — пятьдесят процентов!,There are sales in the shop now — 50% discount!,_,"мера, магазин"
процент,2422,percent,N.Masc.Inan,A2,LM,2,процента,Gen.Sing,Транспортный налог увеличится на четыре процента со следующего года.,The transportation tax will increase by 4% from next year.,_,"мера, магазин"
процент,2423,percent,N.Masc.Inan,A2,LM,3,процент,Nom.Sing,На выборах важен каждый процент голосов!,Every percentage of votes is important in elections!,_,"мера, магазин"
прошлый,2424,last,A,A2,LM,1,прошлом,Loc.Masc.Sing,В прошлом году мы летали в Австралию.,Last year we flew to Australia.,_,время
прошлый,2425,last,A,A2,LM,2,прошлого,Gen.Masc.Sing,Я работаю в этой школе с прошлого года.,I work in this school from last year.,_,время
прошлый,2426,last,A,A2,LM,3,прошлой,Loc.Fem.Sing,На прошлой неделе мы ходили в театр.,We went to the theater last week.,_,время
прощать,2427,forgive,V,A2,LM,1,прощать,Inf,Нужно учиться прощать своих врагов.,One needs to learn how to forgive their enemies.,_,"люди, общение"
прощать,2428,forgive,V,A2,LM,2,прощай,Imper.Sing.2,Я ухожу навсегда! Прощай!,I go away forever! Goodbye!,_,"люди, общение"
прощать,2429,forgive,V,A2,LM,3,прощаю,Sing.1.Pres/Fut,"На этот раз я тебя прощаю, но больше так не делай!","This time I forgive you, but never do that again!",_,"люди, общение"
психолог,2430,psychologist,N.Masc.Anim,A2,LM,1,психологов,Gen.Plur,Пострадавшим в аварии потребовалась помощь психологов.,The victims of the accident needed the help of psychologists.,_,"люди, общение, учёба/работа"
психолог,2431,psychologist,N.Masc.Anim,A2,LM,2,психологи,Nom.Plur,В российских школах теперь есть психологи.,There are now psychologists in Russian schools.,_,"люди, общение, учёба/работа"
психолог,2432,psychologist,N.Masc.Anim,A2,LM,3,психолога,Gen.Sing,Мой следующий приём у психолога в эту пятницу.,My next psychologist appointment is this Friday.,_,"люди, общение, учёба/работа"
птица,2433,bird,N.Fem.Anim,A2,"Golosa, LM, Поехали",1,птицы,Nom.Plur,Как называются эти птицы?,How are these birds called?,_,животные/растения
птица,2434,bird,N.Fem.Anim,A2,"Golosa, LM, Поехали",2,птица,Nom.Sing,Какая красивая птица! Это ты нарисовал?,What a beautiful bird! Was it you who drew it?,_,животные/растения
птица,2435,bird,N.Fem.Anim,A2,"Golosa, LM, Поехали",3,птиц,Gen.Plur,Я увидела стаю птиц в небе.,I saw a flock of birds in the sky.,_,животные/растения
путешествовать,2436,travel,V,A2,LM,1,путешествовать,Inf,Кто не любит путешествовать?,Who doesn’t like to travel?,_,"путешествие, свободное время"
путешествовать,2437,travel,V,A2,LM,2,путешествовал,Masc.Sing.Past,Я никогда ещё не путешествовал так далеко один.,I’ve never traveled alone for such a long distance before.,_,"путешествие, свободное время"
путешествовать,2438,travel,V,A2,LM,3,путешествовали,Plur.Past,"До рождения детей мы много путешествовали, а сейчас сидим дома.","We used to travel a lot before we got children, and now we are sitting at home.",_,"путешествие, свободное время"
рабочий,2439,work,A,A2,LM,1,рабочей,Gen.Fem.Sing,Во время рабочей недели я очень занят и очень устаю.,During week days I’m very busy and I get very tired.,_,"описание, учёба/работа"
рабочий,2440,work,N.Masc.Anim,A2,LM,2,рабочих,Gen.Plur,Срок изготовления новой карты — десять рабочих дней.,New card issue time is 10 working days.,_,"описание, учёба/работа"
рабочий,2441,work,A,A2,LM,3,рабочий,Nom.Masc.Sing,Вот мой рабочий номер. Звоните!,Here’s my working number. Call me!,_,"описание, учёба/работа"
радость,2442,joy,N.Fem.Inan,A2,"Golosa, LM",1,радость,Nom.Sing,Мои дети — моя радость.,My children are my happiness.,_,внутренний мир
радость,2443,joy,N.Fem.Inan,A2,"Golosa, LM",2,радости,Gen.Sing,"Когда в жизни мало радости, я еду путешествовать.","When I have little joy in my life, I go traveling.",_,внутренний мир
радость,2444,joy,N.Fem.Inan,A2,"Golosa, LM",3,радостью,Ins.Sing,Я с радостью приду на твой день рождения! Спасибо за приглашение!,I’ll willingly come to your birthday party! Thank you for the invitation!,_,внутренний мир
разговор,2445,talk,N.Masc.Inan,A2,"Golosa, LM",1,разговор,Nom.Sing,Вчера у меня был неприятный разговор с начальником.,I had unpleasant talk with my boss yesterday.,_,"люди, общение"
разговор,2446,talk,N.Masc.Inan,A2,"Golosa, LM",2,разговора,Gen.Sing,Из разговора с Андреем я узнал много интересного.,I learned a lot of interesting things from our talk with Andrey.,_,"люди, общение"
разговор,2447,talk,N.Masc.Inan,A2,"Golosa, LM",3,разговоров,Gen.Plur,Мы знали о ней только из разговоров.,We knew about her only from talks.,_,"люди, общение"
рассказать,2448,tell,V,A2,MiP,1,рассказал,Masc.Sing.Past,Что рассказал тебе Паша?,What did Pasha tell you?,_,"люди, общение"
рассказать,2449,tell,V,A2,MiP,2,рассказать,Inf,"Рассказать тебе, как я съездил в Сингапур?",Do you want me to tell you how I went to Singapore?,_,"люди, общение"
рассказать,2450,tell,V,A2,MiP,3,расскажу,Sing.1.Pres/Fut,"Пойдём, я расскажу тебе сказку.","Let’s go, I’ll tell you a fairy-tale.",_,"люди, общение"
рассказывать,2451,tell,V,A2,"Golosa, MiP, LM",1,рассказывает,Sing.3.Pres/Fut,Мой папа всегда рассказывает интересные истории.,My father always tells interesting stories.,_,"люди, общение"
рассказывать,2452,tell,V,A2,"Golosa, MiP, LM",2,рассказывать,Inf,Я не умею рассказывать анекдоты.,I don't know how to tell anecdotes.,_,"люди, общение"
рассказывать,2453,tell,V,A2,"Golosa, MiP, LM",3,рассказывал,Masc.Sing.Past,Он никогда не рассказывал о своём прошлом.,He never told about his past.,_,"люди, общение"
расти,2454,grow,V,A2,LM,1,растёт,Sing.3.Pres/Fut,У нас в саду растёт настоящая сакура.,The real sakura grows in our garden.,_,люди
расти,2455,grow,V,A2,LM,2,растут,Plur.3.Pres/Fut,Как быстро растут дети!,How fast the kids grow!,_,люди
расти,2456,grow,V,A2,LM,3,расти,Inf,Население Москвы в ближайшие годы будет только расти.,The population of Moscow will only grow the upcoming years.,_,люди
ребята,2457,guys,N.Inan,A2,"Golosa, LM",1,ребята,Nom.Plur,"Ребята, пойдём в кино?","Guys, let’s go to the cinema?",_,люди
ребята,2458,guys,N.Inan,A2,"Golosa, LM",2,ребят,Gen.Plur,Около ста ребят сдали экзамен на «отлично».,Around a hundred of guys passed the exam with an A+.,_,люди
ребята,2459,guys,N.Inan,A2,"Golosa, LM",3,ребятами,Ins.Plur,Мы с ребятами пойдём играть в футбол. Вернусь поздно!,We’ll go play football with the guys. I’ll be back late!,_,люди
режиссер,2460,director,N.Masc.Anim,A2,LM,1,режиссёр,Nom.Sing,Кто режиссёр этого фильма?,Who is the director of this movie?,_,"люди, учёба/работа"
режиссер,2461,director,N.Masc.Anim,A2,LM,2,режиссёра,Gen.Sing,Вы знаете режиссёра этого фильма?,Do you know the director of this movie?,_,"люди, учёба/работа"
2462 deleted,,,,,,,,,,,,
результат,2463,result,N.Masc.Inan,A2,LM,1,результате,Loc.Sing,В результате взрыва погибли двадцать человек.,As a result of explosion 20 people died.,_,учёба/работа
результат,2464,result,N.Masc.Inan,A2,LM,2,результаты,Nom.Plur,Результаты выборов будут известны утром.,The results of elections will be known in the morning.,_,учёба/работа
результат,2465,result,N.Masc.Inan,A2,LM,3,результат,Nom.Sing,Результат исследования ещё не готов.,The result of the study is not ready yet.,_,учёба/работа
республика,2466,republic,N.Fem.Inan,A2,LM,1,республики,Gen.Sing,Четырнадцатое июля — главный праздник для Французской республики.,The fourteenth of July is the main holiday for the French Republic.,_,политика
республика,2467,republic,N.Fem.Inan,A2,LM,2,республике,Loc.Sing,В Доминиканской республике сейчас сезон дождей.,It's the season of rains in the Dominican Republic now.,_,политика
республика,2468,republic,N.Fem.Inan,A2,LM,3,республика,Nom.Sing,Эта страна — республика или монархия?,Is this country a republic or a monarchy?,_,политика
решать,2469,solve,V,A2,"Golosa, MiP, LM",1,решать,Inf,Я не умею решать такие задания.,I don’t know how to solve that kind of tasks.,_,"люди, учёба/работа"
решать,2470,solve,V,A2,"Golosa, MiP, LM",2,решает,Sing.3.Pres/Fut,Он уже два часа решает одно задание.,He’s been solving one task for 2 hours already.,_,"люди, учёба/работа"
решать,2471,solve,V,A2,"Golosa, MiP, LM",3,решают,Plur.3.Pres/Fut,"Они решают, где праздновать свадьбу.",They are deciding where to have the wedding.,_,"люди, учёба/работа"
решить,2472,solve,V,A2,MiP,1,решил,Masc.Sing.Past,"Он ещё не решил, куда ехать в отпуск.",He hasn’t decided yet where to go for vacation.,_,"люди, учёба/работа"
решить,2473,solve,V,A2,MiP,2,решили,Plur.Past,Мы решили переехать в Москву.,They decided to move to Moscow.,_,"люди, учёба/работа"
решить,2474,solve,V,A2,MiP,3,решила,Fem.Sing.Past,Что ты решила насчёт новой работы?,What have you decided about the new job?,_,"люди, учёба/работа"
рисовать,2475,draw,V,A2,LM,1,рисует,Sing.3.Pres/Fut,Мальчик рисует кошку.,The boy is drawing a cat.,_,"люди, свободное время"
рисовать,2476,draw,V,A2,LM,2,рисовал,Masc.Sing.Past,В детстве я много рисовал.,I used to draw a lot in the childhood.,_,"люди, свободное время"
рисовать,2477,draw,V,A2,LM,3,рисовать,Inf,Я не умею рисовать людей.,I don't know how to draw people.,_,"люди, свободное время"
родина,2478,motherland,N.Fem.Inan,A2,"Golosa, LM",1,родину,Acc.Sing,"Он жил за границей двадцать лет, а потом вернулся на родину.","He lived abroad for twenty years, and then returned home.",_,политика
родина,2479,motherland,N.Fem.Inan,A2,"Golosa, LM",2,родины,Gen.Sing,Я никогда не выезжал за пределы родины.,I've never been out of the country.,_,политика
родина,2480,motherland,N.Fem.Inan,A2,"Golosa, LM",3,родина,Nom.Sing,Моя родина — Россия.,Russia is my motherland.,_,политика
родитель,2481,parent,N.Masc.Anim,A2,LM,1,родители,Nom.Plur,Кем работают твои родители?,Who do your people work as?,_,"люди, общение"
родитель,2482,parent,N.Masc.Anim,A2,LM,2,родителей,Gen.Plur,Родителей не выбирают.,Parents are not to be chosen.,_,"люди, общение"
родитель,2483,parent,N.Masc.Anim,A2,LM,3,родителями,Ins.Plur,"Когда я был маленьким, мы с родителями каждый год ездили на море.","When I was little, my parents and I used to go to the sea every year.",_,"люди, общение"
родиться,2484,be born,V,A2,"Golosa, LM",1,родился,Masc.Sing.Past,Я родился в 1996 году.,I was born in 1996.,_,люди
родиться,2485,be born,V,A2,"Golosa, LM",2,родилась,Fem.Sing.Past,В прошлом году у меня родилась дочка.,I’ve got a daughter last year.,_,люди
родиться,2486,be born,V,A2,"Golosa, LM",3,родились,Plur.Past,Мы с мужем родились в один день.,I was born on the same day as my husband.,_,люди
роль,2487,role,N.Fem.Inan,A2,LM,1,роль,Acc.Sing,Он мечтал сыграть роль Гамлета.,He was dreaming about playing the role of Hamlet.,_,"люди, учёба/работа"
роль,2488,role,N.Fem.Inan,A2,LM,2,роли,Loc.Sing,В фильме снялся Леонардо ди Каприо в роли Джека.,Leonardo di Caprio starred as Jack in this movie.,_,"люди, учёба/работа"
роль,2489,role,N.Fem.Inan,A2,LM,3,ролей,Gen.Plur,Какая из ролей вам больше всего понравилась?,Which of the roles you liked the most?,_,"люди, учёба/работа"
рынок,2490,market,N.Masc.Inan,A2,"Golosa, MiP, LM",1,рынке,Loc.Sing,Овощи и фрукты я покупаю на рынке.,I buy fruits and vegetables at the market.,_,магазин
рынок,2491,market,N.Masc.Inan,A2,"Golosa, MiP, LM",2,рынка,Gen.Sing,Мама только что вернулась с рынка.,Mom has just returned from the market.,_,магазин
рынок,2492,market,N.Masc.Inan,A2,"Golosa, MiP, LM",3,рынок,Nom.Sing,В этом городе есть хороший рынок?,Is there a good market in the town?,_,магазин
ряд,2493,row,N.Masc.Inan,A2,"Golosa, MiP, LM",1,ряд,Acc.Sing,Садитесь на седьмой ряд — там есть два свободных места.,Sit on the seventh row — there are two empty seats.,_,магазин
ряд,2494,row,N.Masc.Inan,A2,"Golosa, MiP, LM",2,ряда,Gen.Sing,У мужчины из второго ряда зазвонил телефон.,The man from the second row had his phone ringing.,_,магазин
ряд,2495,row,N.Masc.Inan,A2,"Golosa, MiP, LM",3,ряде,Loc.Sing,В ряде городов в этом году пройдут выборы мэров.,A number of cities will hold mayoral elections this year.,_,магазин
садиться,2496,sit down,V,A2,"Golosa, MiP, LM",1,садится,Sing.3.Pres/Fut,Он никогда не садится за руль чужой машины.,He never drives someone else’s car.,_,люди
садиться,2497,sit down,V,A2,"Golosa, MiP, LM",2,садиться,Inf,Мне больно садиться — у меня болит спина.,It hurts me to sit down — my back hurts.,_,люди
садиться,2498,sit down,V,A2,"Golosa, MiP, LM",3,садился,Masc.Sing.Past,Андрей не садился ужинать без семьи.,Andrey doesn’t start the dinner without his family.,_,люди
2499 deleted,,,,,,,,,,,,
сантиметр,2500,santimeter,N.Masc.Inan,A2,LM,2,сантиметров,Gen.Plur,Моя новая причёска на десять сантиметров короче.,My new haircut is 10 centimeters shorter.,_,мера
сантиметр,2501,santimeter,N.Masc.Inan,A2,LM,3,сантиметра,Gen.Sing,Мой рост — сто семьдесят два сантиметра.,My height is 172 centimeters.,_,мера
сапог,2502,high boot,N.Masc.Inan,A2,LM,1,сапоги,Acc.Plur,Я купила новые осенние сапоги.,I bought new high boots for autumn.,_,"одежда, магазин"
сапог,2503,high boot,N.Masc.Inan,A2,LM,2,сапогах,Loc.Plur,Мне жарко в этих сапогах сегодня.,It's too hot in these boots today.,_,"одежда, магазин"
сапог,2504,high boot,N.Masc.Inan,A2,LM,3,сапогам,Dat.Plur,Эта сумка подходит к моим сапогам.,This bag suits my high boots.,_,"одежда, магазин"
светлый,2505,light,A,A2,LM,1,светлых,Gen.Plur,У вас есть шампунь для светлых волос?,Do you have shampoo for the light hair?,_,описание
светлый,2506,light,A,A2,LM,2,светлые,Nom.Plur,У неё были красивые светлые волосы и голубые глаза.,She had light hair and blue eyes.,_,описание
светлый,2507,light,A,A2,LM,3,светлую,Acc.Fem.Sing,Он надел светлую рубашку и синие брюки.,He took on the light-colored shirt and blue pants.,_,описание
сдавать,2508,rent,V,A2,LM,1,сдавать,Inf,"Мы решили сдавать нашу старую квартиру, а не продавать её.","We decided to rent our old apartment, not to sell it.",_,жильё
сдавать,2509,rent,V,A2,LM,2,сдавали,Plur.Past,Мы раньше не сдавали эту квартиру.,We have never rented this apartment before.,_,жильё
сдавать,2510,rent,V,A2,LM,3,сдавал,Masc.Sing.Past,Как долго он сдавал свой дом?,For how long he was renting his house?,_,жильё
север,2511,North,N.Masc.Inan,A2,"Golosa, MiP, LM",1,севере,Loc.Sing,Я никогда не была на севере России.,I've never been to the North of Russia.,_,"путешествие, транспорт, погода"
север,2512,North,N.Masc.Inan,A2,"Golosa, MiP, LM",2,север,Acc.Sing,Куда дальше: на север или на юг?,Where next: to the North or to the South?,_,"путешествие, транспорт, погода"
север,2513,North,N.Masc.Inan,A2,"Golosa, MiP, LM",3,северу,Dat.Sing,Мы едем к северу острова.,We are going to the northern part of the island.,_,"путешествие, транспорт, погода"
секретарь,2514,secretary,N.Masc.Anim,A2,"Golosa, MiP, LM",1,секретарь,Nom.Sing,Секретарь сегодняшней комиссии — Иванов Иван.,Ivanov Ivan is the secretary of today’s commission.,_,"люди, учёба/работа"
секретарь,2515,secretary,N.Masc.Anim,A2,"Golosa, MiP, LM",2,секретаря,Gen.Sing,Вы уже нашли кого-то на должность секретаря?,Have you already found someone for the position of secretary?,_,"люди, учёба/работа"
секретарь,2516,secretary,N.Masc.Anim,A2,"Golosa, MiP, LM",3,секретарём,Ins.Sing,Моя сестра начинала работать секретарём.,My sister started working as a secretary.,_,"люди, учёба/работа"
сердце,2517,heart,N.Neut.Inan,A2,"Golosa, LM",1,сердце,Acc.Sing,Позовите врача! У неё болит сердце!,Call a doctor! She’s having a heartache!,_,здоровье
сердце,2518,heart,N.Neut.Inan,A2,"Golosa, LM",2,сердца,Gen.Sing,Он говорит от сердца. Он всегда говорит искренне.,He is talking from the heart. He always talks sincerely.,_,здоровье
сердце,2519,heart,N.Neut.Inan,A2,"Golosa, LM",3,сердцем,Ins.Sing,"Свою жену я выбирал сердцем, а не головой.","I was choosing my wife with my heart, not with my head.",_,здоровье
сесть,2520,sit down,V,A2,MiP,1,сел,Masc.Sing.Past,Он сел за стол и начал есть.,He sat at the table and began to eat.,_,люди
сесть,2521,sit down,V,A2,MiP,2,села,Fem.Sing.Past,В ресторане я села за столик рядом с окном.,I sat at the table by the window in the restaurant.,_,люди
сесть,2522,sit down,V,A2,MiP,3,сесть,Inf,"В библиотеке негде было сесть, поэтому я пошла работать в кафе.","There was no place to sit in the library, so went working to the cafe.",_,люди
сигарета,2523,cigarette,N.Fem.Inan,A2,LM,1,сигарету,Acc.Sing,Не одолжите сигарету?,Won’t you give me a cigarette?,_,"магазин, здоровье"
сигарета,2524,cigarette,N.Fem.Inan,A2,LM,2,сигареты,Acc.Plur,Из поездок он привозит алкоголь и сигареты.,He brings alcohol and cigarettes from trips.,_,"магазин, здоровье"
сигарета,2525,cigarette,N.Fem.Inan,A2,LM,3,сигарет,Gen.Plur,Я не люблю запах сигарет.,I don't like the smell of cigarettes.,_,"магазин, здоровье"
симпатичный,2526,pretty,A,A2,"Golosa, MiP, LM",1,симпатичный,Nom.Masc.Sing,Напротив меня сидел симпатичный парень.,A nice guy was sitting in front of me.,_,описание
симпатичный,2527,pretty,A,A2,"Golosa, MiP, LM",2,симпатичен,Masc.Sing,"Андрей мне симпатичен, но я люблю Антона.",Andrey is nice but I love Anton.,_,описание
симпатичный,2528,pretty,A,A2,"Golosa, MiP, LM",3,симпатичная,Nom.Fem.Sing,В жизни Аня симпатичная и общительная девушка.,"In life, Anya is a pretty and sociable girl.",_,описание
система,2529,system,N.Fem.Inan,A2,"Golosa, LM",1,системы,Gen.Sing,В компьютере произошёл сбой системы.,The computer system has failed.,_,учёба/работа
