Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
немец,973,German,N.Masc.Anim,A1,"LM, МН, Кс",1,немцы,Nom.Plur,Немцы любят пиво.,Gemans like beer.,_,"люди, политика"
немец,974,German,N.Masc.Anim,A1,"LM, МН, Кс",2,немцев,Gen.Plur,В моём университете много немцев.,There are many Germans at my university.,_,"люди, политика"
немец,975,German,N.Masc.Anim,A1,"LM, МН, Кс",3,немец,Nom.Sing,"В его анекдотах всегда есть русский, француз и немец.","His jokes are always about a Russian, a Frenchman and a German.",_,"люди, политика"
ложка,976,spoon,N.Fem.Inan,A1,МН,1,ложку,Acc.Sing,Я кладу в чай одну ложку сахара.,I put a spoonful of sugar in my tea.,_,"еда, жильё"
ложка,977,spoon,N.Fem.Inan,A1,МН,2,ложкой,Ins.Sing,Маленький мальчик ест суп большой ложкой.,The little boy eats soup with a big spoon.,_,"еда, жильё"
ложка,978,spoon,N.Fem.Inan,A1,МН,3,ложки,Gen.Sing,Здесь нет ложки.,There is no spoon.,The Matrix (1999),"еда, жильё"
левый,979,left,A,A1,"MiP, МН",1,левую,Acc.Fem.Sing,Он положил левую руку мне на плечо.,He put his left hand on my shoulder.,_,"люди, описание"
левый,980,left,N.Masc.Anim,A1,"MiP, МН",2,левые,Nom.Plur,Левые не получают поддержки от правительства Российской Федерации.,Leftists don't get support from the government of the Russian Federation.,_,политика
левый,981,left,A,A1,"MiP, МН",3,левой,Gen.Fem.Sing,Маша пишет левой рукой.,Masha writes with her left hand.,_,"люди, описание"
левый,982,,,,,,,,,,,
левый,983,,,,,,,,,,,
левый,984,,,,,,,,,,,
комедия,985,comedy,N.Fem.Inan,A1,"MiP, LM, МН",1,комедия,Nom.Sing,"Это комедия, в ней никто не умирает.","This is a comedy, so nobody dies.",_,свободное время
комедия,986,comedy,N.Fem.Inan,A1,"MiP, LM, МН",2,комедии,Gen.Sing,Я читал это в комедии Шекспира.,I read it in a comedy by Shakespeare.,_,свободное время
комедия,987,comedy,N.Fem.Inan,A1,"MiP, LM, МН",3,комедию,Acc.Sing,Я останусь дома и посмотрю хорошую комедию.,I’ll stay at home and watch a good comedy.,_,свободное время
понравиться,988,please,V,A1,"LM, МН",1,понравилось,Neut.Sing.Past,Мне понравилось это вино.,I really like this wine.,_,внутренний мир
понравиться,989,please,V,A1,"LM, МН",2,понравился,Masc.Sing.Past,Моему брату не понравился мой новый друг.,My brother didn't like my new friend.,_,внутренний мир
понравиться,990,please,V,A1,"LM, МН",3,понравилась,Fem.Sing.Past,София сразу мне понравилась.,I liked Sophia at once.,_,внутренний мир
футбол,991,soccer,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,футбол,Acc.Sing,На перемене мы обычно играем в футбол или пинг-понг.,During the break we always play soccer or ping-pong.,_,свободное время
футбол,992,soccer,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,футбола,Gen.Sing,Никакого футбола в моём дворе!,No soccer in my yard!,_,свободное время
футбол,993,soccer,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,футболу,Dat.Sing,В 2018 чемпионат мира по футболу прошёл в России.,In 2018 the World Soccer Cup was held in Russia.,_,свободное время
пообедать,988,eat lunch,V,A1,"Golosa, MiP, LM, МН",1,пообедали,Plur.Past,Мы пообедали в новом кафе.,We ate lunch in the new cafe.,_,еда
пообедать,989,eat lunch,V,A1,"Golosa, MiP, LM, МН",2,пообедать,Inf,После работы мы решили вместе пообедать.,After work we decided to eat lunch together.,_,еда
пообедать,990,eat lunch,V,A1,"Golosa, MiP, LM, МН",3,пообедаем,Plur.1.Pres/Fut,"Мы с Марией пообедаем вместе, а потом пойдём в кино.",Maria and I are going to eat lunch and then go to the movie theater.,_,еда
салат,991,lettuce,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,салата,Gen.Sing,"Например, ты можешь положить в сэндвич лист салата.","For example, you can put a lettuce leaf in the sandwich.",_,еда
салат,992,salad,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,салат,Acc.Sing,Папа сегодня готовит свой любимый салат.,Today Dad is making his favorite salad.,_,еда
салат,993,salad,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,салатов,Gen.Plur,На Новый Год люди обычно готовят пять или шесть разных салатов.,For the New Year celebration people usually prepare five or six different salads. ,_,еда
салат,994,,,,,,,,,,,
салат,995,,,,,,,,,,,
салат,996,,,,,,,,,,,
стадион,997,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,стадиона,Gen.Sing,Друзья будут ждать меня у стадиона.,My friends will wait for me outside the stadium.,_,свободное время
стадион,998,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,стадионе,Loc.Sing,"На стадионе ""Лужники"" пройдёт следующий матч чемпионата мира.",The next World Cup will be held in the Luzhniki stadium.,_,свободное время
стадион,999,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,стадион,Nom.Sing,Стадион был построен в 2014 году.,The stadium was built in 2014.,_,свободное время
ключ,1000,key,N.Masc.Inan,A1,"MiP, LM, МН",1,ключ,Acc.Sing,Я ушла и заперла дверь на ключ.,I left and locked the door with the key.,_,жильё 
ключ,1001,key,N.Masc.Inan,A1,"MiP, LM, МН",2,ключи,Acc.Plur,"Кажется, я забыл ключи.",It seems I forgot the keys.,_,жильё 
ключ,1002,key,N.Masc.Inan,A1,"MiP, LM, МН",3,ключом,Ins.Sing,Мама откроет дверь своим ключом.,Mom will open the door with her key.,_,жильё 
яйцо,1003,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",1,яиц,Gen.Plur,Я купила десяток яиц.,I bought ten eggs.,_,еда
яйцо,1004,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",2,яйца,Acc.Plur,Папа достал из холодильника яйца и помидоры.,Dad took eggs and tomatoes out of the refrigerator.,_,еда
яйцо,1005,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",3,яйцо,Acc.Sing,На завтрак я съел яйцо.,For breakfast I ate an egg.,_,еда
марка,1003,brand,N.Fem.Inan,A1,"LM, МН",1,марки,Gen.Sing,Я не покупаю одежду этой марки.,I don't buy this brand of clothes.,_,_
марка,1004,stamp,N.Fem.Inan,A1,"LM, МН",2,марок,Gen.Plur,У меня большая коллекция марок.,I have a big stamp collection.,_,общение
марка,1005,brand,N.Fem.Inan,A1,"LM, МН",3,марку,Acc.Sing,Моя сестра предпочитает другую марку пива.,My sister prefers another brand of beer.,_,_
марка,1006,,,,,,,,,,,
марка,1007,,,,,,,,,,,
марка,1008,,,,,,,,,,,
попросить,1009,ask for,V,A1,"LM, МН",1,попросил,Masc.Sing.Past,Брат попросил у меня деньги на обед.,My brother asked me for money to buy lunch.,_,"люди, общение"
попросить,1010,ask for,V,A1,"LM, МН",2,попросить,Inf,Я хотела попросить у него денег.,I wanted to ask him for money.,_,"люди, общение"
попросить,1011,ask for,V,A1,"LM, МН",3,попросила,Fem.Sing.Past,"Саша, мама попросила тебя помыть посуду.","Sasha, Mom asked you to wash the dishes.",_,"люди, общение"
цирк,1012,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,цирка,Gen.Sing,Я хочу взять интервью у артиста цирка.,I want to interview a circus performer.,_,свободное время
цирк,1013,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,цирке,Loc.Sing,"Работа в цирке тяжёлая, но интересная.",Working in the circus is hard but interesting,_,свободное время
цирк,1014,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,цирк,Nom.Sing,Этот цирк великолепен!,This circus is incredible!,_,свободное время
обед,1015,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,обеда,Gen.Sing,После обеда я всегда хочу спать.,After lunch I always want to sleep.,_,еда
обед,1016,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,обед,Nom.Sing,Обед начинается в два часа.,Lunch starts at two o'clock.,_,еда
обед,1017,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,обеду,Dat.Sing,"Думаю, мы вернёмся к обеду.",I think we're going to come back before lunch.,_,еда
грамм,1018,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",1,грамм,Gen.Plur,Я положила в торт двести грамм сахара.,I put 200 g of sugar in the cake.,_,мера
грамм,1019,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",2,граммов,Gen.Plur,Каждый из нас выпил сто граммов водки.,Each of us drank 100 grams of vodka.,_,мера
грамм,1020,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",3,грамма,Gen.Sing,,,_,мера
гостиница,1021,hotel,N.Fem.Inan,A1,"MiP, LM, МН",1,гостинице,Loc.Sing,Мы остановимся в гостинице на площади Восстания.,We are staying in the hotel on Vosstaniya Square.,_,"путешествие, жильё"
гостиница,1022,hotel,N.Fem.Inan,A1,"MiP, LM, МН",2,гостиница,Nom.Sing,Наша гостиница была ужасна.,Our hotel was terrible.,_,"путешествие, жильё"
гостиница,1023,hotel,N.Fem.Inan,A1,"MiP, LM, МН",3,гостиницы,Gen.Sing,Мы выезжаем из гостиницы в восемь утра.,We're leaving the hotel at 8 in the morning.,_,"путешествие, жильё"
нож,1024,knife,N.Masc.Inan,A1,МН,1,ножом,Ins.Sing,Он всегда ходит с ножом.,He always carries a knife.,_,жильё
нож,1025,knife,N.Masc.Inan,A1,МН,2,нож,Acc.Sing,Я не могу найти нож.,I can't find a knife.,_,жильё
нож,1026,knife,N.Masc.Inan,A1,МН,3,ножи,Acc.Plur,Мы купили новые ножи на кухню.,We bought new kitchen knives.,_,жильё
спорт,1027,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",1,спорта,Gen.Sing,Мой старший брат – мастер спорта по боксу.,My big brother is a master of sports in boxing.,_,свободное время
спорт,1028,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",2,спортом,Ins.Sing,Заниматься спортом полезно для здоровья.,Playing sports is good for one's health.,_,свободное время
спорт,1029,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",3,спорте,Loc.Sing,Я ничего не понимаю в спорте.,I don't understand anything about sports.,_,свободное время
рубашка,1027,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",1,рубашка,Nom.Sing,Какая у тебя красивая рубашка!,What a lovely shirt you have!,_,люди
рубашка,1028,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",2,рубашку,Acc.Sing,"Было жарко, и я снял рубашку.","It was hot, so I took off my shirt.",_,люди
рубашка,1029,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",3,рубашки,Gen.Sing,Машенька положила конфету в карман рубашки.,Mashenka put a candy in her shirt pocket.,_,люди
медицина,1030,medicine,N.Fem.Inan,A1,"Golosa, MiP, МН",1,медицине,Loc.Sing,Это вещество используют в медицине.,_,_,здоровье
медицина,1031,medicine,N.Fem.Inan,A1,"Golosa, MiP, МН",2,медицина,Nom.Sing,Медицина в России — бесплатная.,_,_,здоровье
медицина,1032,medicine,N.Fem.Inan,A1,"Golosa, MiP, МН",3,медицины,Gen.Sing,Развитие медицины — важная задача.,_,_,здоровье
остановка,1033,stop,N.Fem.Inan,A1,"MiP, LM, МН",1,остановка,Nom.Sing,Следующая остановка — «площадь Восстания».,_,_,"транспорт, путешествие"
остановка,1034,stop,N.Fem.Inan,A1,"MiP, LM, МН",2,остановке,Loc.Sing,Приходи! Я жду тебя на остановке.,_,_,"транспорт, путешествие"
остановка,1035,stop,N.Fem.Inan,A1,"MiP, LM, МН",3,остановок,Gen.Plur,Через пять остановок я вышел из автобуса.,_,_,"транспорт, путешествие"
немецкий,1036,German,A,A1,"Golosa, MiP, LM, МН",1,немецких,Gen.Plur,В Москве много немецких туристов.,_,_,"политика, описание"
немецкий,1037,German,A,A1,"Golosa, MiP, LM, МН",2,немецкого,Gen.Masc.Sing,Маша — преподаватель немецкого языка.,_,_,"политика, описание"
немецкий,1038,German,A,A1,"Golosa, MiP, LM, МН",3,немецкий,Inan.Acc.Masc.Sing,"Я учил немецкий в школе, но уже ничего не помню.",_,_,"политика, описание"
зеленый,1039,green,A,A1,"LM, МН",1,зелёный,Nom.Masc.Sing,Мне нравится зелёный чай с мятой.,_,_,"описание, животные/растения"
зеленый,1040,green,A,A1,"LM, МН",2,зелёные,Nom.Plur,У Оли зелёные глаза и черные волосы.,_,_,"описание, животные/растения"
зеленый,1041,green,A,A1,"LM, МН",3,зелёной,Gen.Fem.Sing,Купи зелёной краски! Мы красим стены в доме.,_,_,"описание, животные/растения"
учительница,1042,teacher,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,учительницы,Gen.Sing,День рождения нашей учительницы — в апреле.,_,_,"учеба/работа, люди"
учительница,1043,teacher,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,учительница,Nom.Sing,"Наша учительница строгая, но справедливая.",_,_,"учеба/работа, люди"
учительница,1044,teacher,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,учительнице,Dat.Sing,"Вчера я позвонил учительнице, потому что не пришёл на урок.",_,_,"учеба/работа, люди"
родной,1045,native,A,A1,"LM, МН",1,родной,Nom.Masc.Sing,Какой у вас родной язык?,_,_,"люди, политика"
родной,1046,native,A,A1,"LM, МН",2,родном,Loc.Masc.Sing,Мне всегда уютно в моём родном городе.,_,_,"люди, политика"
родной,1047,native,A,A1,"LM, МН",3,родным,Ins.Masc.Sing,Ты как с родным отцом разговариваешь?,_,_,"люди, политика"
транспорт,1048,transport,N.Masc.Inan,A1,МН,1,транспорта,Gen.Sing,Каким видом транспорта вы пользуетесь?,_,_,"транспорт, путешествие"
транспорт,1049,transport,N.Masc.Inan,A1,МН,2,транспортом,Ins.Sing,Я не пользуюсь общественным транспортом — у меня своя машина.,_,_,"транспорт, путешествие"
транспорт,1050,transport,N.Masc.Inan,A1,МН,3,транспорт,Acc.Sing,Важно развивать общественный транспорт.,_,_,"транспорт, путешествие"
посмотреть,1051,watch,V,A1,"Golosa, MiP, LM, МН",1,посмотреть,Inf,Какой красивый браслет! Можно посмотреть?,_,_,"свободное время, общение"
посмотреть,1052,watch,V,A1,"Golosa, MiP, LM, МН",2,посмотрел,Masc.Sing.Past,"Ты посмотрел, как пройти в центр города?",_,_,"свободное время, общение"
посмотреть,1053,watch,V,A1,"Golosa, MiP, LM, МН",3,посмотрела,Fem.Sing.Past,Она странно посмотрела на меня.,_,_,"свободное время, общение"
вход,1054,entrance,N.Masc.Inan,A1,"MiP, LM, МН",1,входа,Gen.Sing,Жди меня у входа в магазин!,_,_,жильё
вход,1055,entrance,N.Masc.Inan,A1,"MiP, LM, МН",2,входе,Loc.Sing,На входе в аэропорт теперь стоит охрана.,_,_,жильё
вход,1056,entrance,N.Masc.Inan,A1,"MiP, LM, МН",3,вход,Acc.Sing,Я не вижу вход в этот магазин.,_,_,жильё
французский,1057,French,A,A1,"Golosa, MiP, МН",1,французский,Nom.Masc.Sing,Французский президент вчера прибыл в Москву.,_,_,"политика, описание"
французский,1058,French,A,A1,"Golosa, MiP, МН",2,французской,Gen.Fem.Sing,Вчера закончился фестиваль французской культуры.,_,_,"политика, описание"
французский,1059,French,A,A1,"Golosa, MiP, МН",3,французском,Loc.Masc.Sing,Во французском языке есть артикли.,_,_,"политика, описание"
автобус,1060,bus,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",1,автобусе,Loc.Sing,Мы поедем в центр на автобусе. Трамваи туда не ходят.,_,_,"транспорт, путешествие"
автобус,1061,bus,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",2,автобуса,Gen.Sing,Я знаю маршрут этого автобуса.,_,_,"транспорт, путешествие"
автобус,1062,bus,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",3,автобусах,Loc.Plur,В московских автобусах есть бесплатный интернет.,_,_,"транспорт, путешествие"
учебник,1063,student book,N.Masc.Inan,A1,"Golosa, MiP, МН",1,учебниках,Loc.Plur,Почему об этом не пишут в учебниках по истории?,_,_,учёба/работа
учебник,1064,student book,N.Masc.Inan,A1,"Golosa, MiP, МН",2,учебники,Nom.Plur,Наши учебники по математике очень сложные.,_,_,учёба/работа
учебник,1065,student book,N.Masc.Inan,A1,"Golosa, MiP, МН",3,учебник,Nom.Sing,Мне нужен этот учебник.,_,_,учёба/работа
иностранный,1066,foreign,A,A1,"Golosa, MiP, МН",1,иностранных,Gen.Plur,Сколько иностранных языков вы знаете?,_,_,"политика, описание"
иностранный,1067,foreign,A,A1,"Golosa, MiP, МН",2,иностранной,Gen.Fem.Sing,Он пошёл в библиотеку иностранной литературы.,_,_,"политика, описание"
иностранный,1068,foreign,A,A1,"Golosa, MiP, МН",3,иностранным,Dat.Plur,Иностранным гражданам в этом музее скидка.,_,_,"политика, описание"
здоровый,1069,healthy,A,A1,"Golosa, MiP, МН",1,здорово,Neut.Sing,"Как здорово, что ты приехал!",_,_,"здоровье, описание"
здоровый,1070,healthy,A,A1,"Golosa, MiP, МН",2,здоровый,Nom.Masc.Sing,Ты очень устал. Тебе нужен здоровый сон.,_,_,"здоровье, описание"
здоровый,1071,healthy,A,A1,"Golosa, MiP, МН",3,здоров,Masc.Sing,"Петя болел на прошлой неделе, но сейчас абсолютно здоров.",_,_,"здоровье, описание"
счастливый,1072,happy,A,A1,"LM, МН",1,счастливым,Ins.Masc.Sing,Любовь делает меня счастливым.,_,_,"описание, внутренний мир"
счастливый,1073,happy,A,A1,"LM, МН",2,счастливый,Nom.Masc.Sing,Меня взяли на работу! Какой счастливый день сегодня!,_,_,"описание, внутренний мир"
счастливый,1074,happy,A,A1,"LM, МН",3,счастлив,Masc.Sing,Ты счастлив с ней?,_,_,"описание, внутренний мир"
инженер,1075,engineer,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,инженер,Nom.Sing,Мой папа — инженер.,_,_,"учёба/работа, люди"
инженер,1076,engineer,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,инженера,Gen.Sing,На нашем заводе свободна должность главного инженера.,_,_,"учёба/работа, люди"
инженер,1077,engineer,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,инженеры,Nom.Plur,В нашу компанию нужны инженеры.,_,_,"учёба/работа, люди"
мужской,1078,man,A,A1,"Golosa, MiP, МН",1,мужской,Nom.Masc.Sing,Мужской туалет находится справа от кассы.,_,_,"люди, описание"
мужской,1079,man,A,A1,"Golosa, MiP, МН",2,мужского,Gen.Masc.Sing,По-русски «дом» — существительное мужского рода.,_,_,"люди, описание"
мужской,1080,man,A,A1,"Golosa, MiP, МН",3,мужских,Gen.Plur,"Я часто хожу в мужских очках, они мне нравятся.",_,_,"люди, описание"
очки,1081,glasses,N.Inan,A1,"Golosa, MiP, МН",1,очки,Acc.Plur,Я не могу найти свои очки.,_,_,"магазин, здоровье"
очки,1082,glasses,N.Inan,A1,"Golosa, MiP, МН",2,очках,Loc.Plur,Я всегда смотрю телевизор в очках.,_,_,"магазин, здоровье"
очки,1083,glasses,N.Inan,A1,"Golosa, MiP, МН",3,очков,Gen.Plur,Я не могу читать без очков.,_,_,"магазин, здоровье"
приложение,1084,attachment,N.Neut.Inan,A1,"Golosa, MiP, МН",1,приложение,Nom.Sing,Как называется приложение с картой метро?,_,_,учёба/работа
приложение,1085,attachment,N.Neut.Inan,A1,"Golosa, MiP, МН",2,приложения,Gen.Sing,Он узнал об этом из приложения к журналу.,_,_,учёба/работа
приложение,1086,attachment,N.Neut.Inan,A1,"Golosa, MiP, МН",3,приложении,Loc.Sing,Результаты анализов смотрите в приложении.,_,_,учёба/работа
северный,1087,Northern,A,A1,МН,1,северной,Gen.Fem.Sing,Привет из северной столицы России — Санкт-Петербурга!,_,_,"описание, путешествие"
северный,1088,Northern,A,A1,МН,2,северных,Gen.Plur,Жители северных стран пьют много кофе.,_,_,"описание, путешествие"
северный,1089,Northern,A,A1,МН,3,северная,Nom.Fem.Sing,Северная Корея — очень закрытая страна.,_,_,"описание, путешествие"
веселый,1090,fun,A,A1,"LM, МН",1,весёлый,Nom.Masc.Sing,Ты сегодня такой весёлый. У тебя какой-то праздник?,_,_,"описание, внутренний мир"
веселый,1091,fun,A,A1,"LM, МН",2,весело,Neut.Sing,Мне здесь совсем не весело. Пойдём домой!,_,_,"описание, внутренний мир"
веселый,1092,fun,A,A1,"LM, МН",3,весёлая,Nom.Fem.Sing,Моя собака всегда весёлая и энергичная.,_,_,"описание, внутренний мир"
желтый,1093,yellow,A,A1,МН,1,жёлтые,Nom.Plur,Жёлтые листья падают с деревьев.,_,_,описание
желтый,1094,yellow,A,A1,МН,2,жёлтый,Nom.Masc.Sing,Мне нравится твой жёлтый свитер.,_,_,описание
желтый,1095,yellow,A,A1,МН,3,жёлтыми,Ins.Plur,Я ищу юбку с жёлтыми полосками.,_,_,описание
сумка,1096,bag,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,сумку,Acc.Sing,Не забудь сумку! Там наши паспорта.,_,_,магазин
сумка,1097,bag,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,сумки,Gen.Sing,Я не выхожу из дома без сумки.,_,_,магазин
сумка,1098,bag,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,сумке,Loc.Sing,Я не могу найти ключи в сумке.,_,_,магазин
соль,1099,salt,N.Fem.Inan,A1,"Golosa, MiP, МН",1,соли,Gen.Sing,"В этом салате мало соли, нужно добавить.",_,_,"еда, магазин"
соль,1100,salt,N.Fem.Inan,A1,"Golosa, MiP, МН",2,соль,Acc.Sing,"Передай мне, пожалуйста, соль.",_,_,"еда, магазин"
соль,1101,salt,N.Fem.Inan,A1,"Golosa, MiP, МН",3,солей,Gen.Plur,В этой воде много солей магния.,_,_,"еда, магазин"
вокзал,1102,train station,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",1,вокзала,Gen.Sing,С какого вокзала ты уезжаешь?,_,_,"транспорт, путешествие"
вокзал,1103,train station,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",2,вокзале,Loc.Sing,Я провёл ночь на вокзале — ждал поезд в Мурманск.,_,_,"транспорт, путешествие"
вокзал,1104,train station,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",3,вокзал,Acc.Sing,Вася поехал на вокзал встречать своих друзей.,_,_,"транспорт, путешествие"
бедный,1105,poor,A,A1,МН,1,бедный,Nom.Masc.Sing,Откуда у Пети деньги? Он же бедный студент.,_,_,"люди, описание"
бедный,1106,poor,A,A1,МН,2,бедная,Nom.Fem.Sing,Бедная девочка! Выздоравливай скорее!,_,_,"люди, описание"
бедный,1107,poor,N.Masc.Anim,A1,МН,3,бедных,Gen.Plur,Дети из бедных семей получат бесплатные обеды в школе.,_,_,"люди, описание"
