Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
лететь,1925,fly,V,A2,"Golosa, LM",3,летели,Imperf.Plur.Past,Мы летели в Амстердам с пересадками.,We flew to Amsterdam with a connection.,_,путешествие
летний,1926,summer,A,A2,"MiP, LM",1,летний,Nom.Masc.Sing,Этот летний лагерь организуют мои знакомые.,This summer camp is organized by my friends.,_,"время, описание"
летний,1927,summer,A,A2,"MiP, LM",2,летние,Nom.Plur,"Ура, скоро летние каникулы!","Hooray, summer vacation is coming!",_,"время, описание"
летний,1928,summer,A,A2,"MiP, LM",3,летним,Ins.Masc.Sing,Люблю гулять летним вечером.,I love to walk on a summer evening.,_,"время, описание"
лить,1929,pour,V,A2,LM,1,льют,Imperf.Plur.3,Студенты льют слёзы из-за сложного экзамена.,The students are pouring out tears because of a difficult exam.,_,"погода, жильё"
лить,1930,pour,V,A2,LM,2,льёт,Imperf.Sing.3,На улице льёт дождь.,It's pouring rain outside.,_,"погода, жильё"
лить,1931,pour,A,A2,LM,3,лито,Neut.Sing,_,_,_,"погода, жильё"
лифт,1932,elevator,N.Masc.Inan,A2,"Golosa, MiP, LM",1,лифте,Loc.Sing,Я поеду на лифте.,I'll take the elevator.,_,жильё
лифт,1933,elevator,N.Masc.Inan,A2,"Golosa, MiP, LM",2,лифта,Gen.Sing,В моём доме нет лифта.,There is no elevator in my building.,_,жильё
лифт,1934,elevator,N.Masc.Inan,A2,"Golosa, MiP, LM",3,лифтом,Ins.Sing,Я живу на втором этаже и не пользуюсь лифтом.,I live on the second floor and don't use the elevator.,_,жильё
лоб,1935,forehead,N.Masc.Inan,A2,"LM, Кс",1,лоб,Acc.Sing,Иван рассердился и наморщил лоб.,Ivan was angry and furrowed his brow.,_,"люди, здоровье"
лоб,1936,forehead,N.Masc.Inan,A2,"LM, Кс",2,лбу,Dat.Sing,Саша ударил Петю по лбу.,Sasha hit Petya over the forehead.,_,"люди, здоровье"
лоб,1937,forehead,N.Masc.Inan,A2,"LM, Кс",3,лба,Gen.Sing,Антон вытер пот со лба.,Anton wiped the sweat from his forehead.,_,"люди, здоровье"
луна,1938,moon,N.Fem.Inan,A2,LM,1,луна,Nom.Sing,Сегодня на небе полная луна.,There is a full moon in the sky today.,_,погода
луна,1939,moon,N.Fem.Inan,A2,LM,2,луны,Gen.Sing,Расстояние от Земли до Луны около четырёхсот тысяч километров.,It's nearly 400 thousand kilometers from Earth to the Moon.,_,погода
луна,1940,moon,N.Fem.Inan,A2,LM,3,луну,Acc.Sing,Волки воют на луну.,Wolves howl at the moon.,_,погода
лыжа,1941,ski,N.Fem.Inan,A2,LM,1,лыжах,Loc.Plur,Моя мама любит кататься на лыжах.,My mom likes to ski.,_,свободное время
медленный,1942,slow,A,A2,LM,1,медленными,Ins.Plur,Он шёл медленными шагами.,He walked along taking slow steps.,_,описание
медленный,1943,slow,A,A2,LM,2,медленный,Nom.Masc.Sing,Начался медленный танец.,A slow dance started playing.,_,описание
медленный,1944,slow,A,A2,LM,3,медленные,Inan.Acc.Plur,Мне нравятся медленные движения в танцах.,I like slow movements in dances.,_,описание
медсестра,1945,nurse,N.Fem.Anim,A2,"Golosa, LM",1,медсестра,Nom.Sing,Медсестра перевязала мне рану.,The nurse bandaged my wound.,_,"люди, учёба/работа"
медсестра,1946,nurse,N.Fem.Anim,A2,"Golosa, LM",2,медсестрой,Ins.Sing,Раньше моя мама работала медсестрой.,My mom used to be a nurse.,_,"люди, учёба/работа"
медсестра,1947,nurse,N.Fem.Anim,A2,"Golosa, LM",3,медсестёр,Gen.Plur,Сейчас мало хороших медсестёр.,There aren’t many good nurses these days.,_,"люди, учёба/работа"
международный,1948,international,A,A2,"Golosa, LM",1,международных,Gen.Plur,Лена учится на факультете международных отношений.,Lena studies at the faculty of international relations.,_,"описание, политика"
международный,1949,international,A,A2,"Golosa, LM",2,международные,Nom.Plur,В Москве прошли международные соревнования по плаванию.,An international swimming competition was held in Moscow.,_,"описание, политика"
международный,1950,international,A,A2,"Golosa, LM",3,международный,Nom.Masc.Sing,Международный фестиваль молодёжи прошёл в 2017 году в Сочи.,The International Youth Festival was held in 2017 in Sochi.,_,"описание, политика"
менять,1951,change,V,A2,LM,1,менять,Imperf.Inf,Хамелеоны могут менять цвет кожи.,Chameleons can change their skin color.,_,описание
менять,1952,change,V,A2,LM,2,меняет,Imperf.Sing.3,Петя часто меняет работу.,Petya changes jobs often.,_,описание
менять,1953,change,V,A2,LM,3,меняют,Imperf.Plur.3,Войска меняют тактику и используют другое оружие.,The troops change their tactics and use other weapons.,_,описание
мертвый,1954,dead,A,A2,LM,1,мертв,Masc.Sing,"Когда врачи приехали, писатель был уже мёртв.","When the doctors come, the writer was already dead.",_,"здоровье, описание"
мертвый,1955,dead,N.Masc.Anim,A2,LM,2,мёртвых,Acc.Plur,Аид – это царство мёртвых в греческих мифах.,Hades is the kingdom of the dead in Greek myths.,_,"здоровье, описание"
мертвый,1956,dead,A,A2,LM,3,мёртвым,Ins.Masc.Sing,Он был найден мёртвым в отеле.,He was found dead in the hotel.,_,"здоровье, описание"
мечта,1957,dream,N.Fem.Inan,A2,"MiP, LM",1,мечты,Gen.Sing,У меня нет мечты.,I don't have a dream.,_,внутренний мир
мечта,1958,dream,N.Fem.Inan,A2,"MiP, LM",2,мечта,Nom.Sing,Моя мечта – научиться танцевать.,My dream is to learn how to dance.,_,внутренний мир
мечта,1959,dream,N.Fem.Inan,A2,"MiP, LM",3,мечту,Acc.Sing,Я осуществил свою давнюю мечту.,I realized my long-held dream.,_,внутренний мир
мешать,1960,disturb,V,A2,LM,1,мешает,Imperf.Sing.3,"Выключи телевизор, он мешает мне работать.","Turn off the TV, it prevents me from working. ",_,"свободное время, учёба/работа"
мешать,1961,disturb,V,A2,LM,2,мешают,Imperf.Plur.3,Соседи шумят и мешают нам спать.,Our neighbours are making noise and preventing us from sleeping.,_,"свободное время, учёба/работа"
мешать,1962,disturb,V,A2,LM,3,мешать,Imperf.Inf,Не буду тебе мешать.,I won't bother you.,_,"свободное время, учёба/работа"
милиционер,1963,policeman,N.Masc.Anim,A2,"Golosa, LM",1,милиционер,Nom.Sing,Милиционер проверил мои водительские права.,The policeman checked my driver's license.,_,"люди, учёба/работа"
милиционер,1964,policeman,N.Masc.Anim,A2,"Golosa, LM",2,милиционера,Gen.Sing,"Преступник попытался убежать от милиционера, но не смог.",The criminal tried to run away from the policeman but didn’t succeed.,_,"люди, учёба/работа"
милиционер,1965,policeman,N.Masc.Anim,A2,"Golosa, LM",3,милиционеров,Gen.Plur,Рядом с клубом стояло несколько милиционеров.,There were several policemen standing outside the club.,_,"люди, учёба/работа"
милый,1966,nice,A,A2,"MiP, LM",1,мила,Fem.Sing,Эта девушка очень мила.,This girl is very nice.,_,описание
милый,1967,nice,A,A2,"MiP, LM",2,милый,Nom.Masc.Sing,Какой милый котёнок!,What a cute kitten!,_,описание
милый,1968,nice,A,A2,"MiP, LM",3,милым,Ins.Masc.Sing,Напротив меня сидела девушка с очень милым лицом.,There was a girl with a very nice face sitting across from me.,_,описание
минус,1969,disadvantage,N.Masc.Inan,A2,"Golosa, LM",1,минус,Nom.Sing,Главный минус фильма – плохая игра актёров.,The main disadvantage of the film is a bad acting.,_,описание
минус,1970,disadvantage,N.Masc.Inan,A2,"Golosa, LM",2,минусы,Nom.Plur,Какие есть плюсы и минусы высшего образования?,What are the pros and cons of higher education?,_,описание
минус,1971,disadvantage,N.Masc.Inan,A2,"Golosa, LM",3,минусов,Gen.Plur,"Мне кажется, у этой профессии нет минусов.",It seems that this profession has no disadvantages.,_,описание
мирный,1972,peaceful,A,A2,LM,1,мирным,Ins.Masc.Sing,Мы решили конфликт мирным путём.,We resolved the conflict peacefully.,_,"описание, политика"
мирный,1973,peaceful,A,A2,LM,2,мирное,Inan.Acc.Neut.Sing,Войска напали на мирное население.,The troops attacked peaceful civilians.,_,"описание, политика"
мирный,1974,peaceful,A,A2,LM,3,мирные,Nom.Plur,Мирные жители пострадали из-за стрельбы.,Peaceful inhabitants suffered due to the shooting.,_,"описание, политика"
модный,1975,fashionable,A,A2,"Golosa, LM",1,модным,Ins.Masc.Sing,На вечеринке я познакомилась с модным дизайнером одежды.,I met a fashion designer at the party.,_,"описание, магазин, одежда"
модный,1976,fashionable,A,A2,"Golosa, LM",2,модные,Inan.Acc.Plur,Эти модные туфли я купила на распродаже.,I bought these fashionable shoes on sale.,_,"описание, магазин, одежда"
модный,1977,fashionable,A,A2,"Golosa, LM",3,модное,Inan.Acc.Neut.Sing,Где ты нашла это модное платье?,Where did you find this fashionable dress?,_,"описание, магазин, одежда"
молодежь,1978,young people,N.Fem.Inan,A2,LM,1,молодёжи,Gen.Sing,Рэп популярен среди молодёжи.,Rap is popular among young people.,_,люди
молодежь,1979,young people,N.Fem.Inan,A2,LM,2,молодёжь,Nom.Sing,Молодёжь заполнила весь клуб.,Young people filled the whole club.,_,люди
молодежь,1980,young people,N.Fem.Inan,A2,LM,3,молодёжью,Ins.Sing,Мэр города устроил встречу с молодёжью.,The mayor of the city arranged a meeting with the young people.,_,люди
молодец,1981,well done,N.Masc.Anim,A2,LM,1,молодец,Nom.Sing,Ты молодец!,Well done!,_,"люди, описание"
молодец,1982,well done,N.Masc.Anim,A2,LM,2,молодцы,Nom.Plur,"Актёры – молодцы, мне очень понравился спектакль!","The actors did a great job, I really liked the show.",_,"люди, описание"
молодец,1983,well done,N.Masc.Anim,A2,LM,3,молодца,Gen.Sing,_,_,_,"люди, описание"
молодость,1984,youth,N.Fem.Inan,A2,LM,1,молодости,Gen.Sing,Во времена моей молодости такого не было.,Things like that didn't happen in the days of my youth.,_,"время, люди"
молодость,1985,youth,N.Fem.Inan,A2,LM,2,молодостью,Ins.Sing,Ещё рано прощаться с молодостью.,It's too early to say goodbye to youth.,_,"время, люди"
молодость,1986,youth,N.Fem.Inan,A2,LM,3,молодость,Nom.Sing,Молодость – это прекрасное время!,Youth is a great time!,_,"время, люди"
молчать,1987,be silent,V,A2,LM,1,молчал,Imperf.Masc.Sing.Past,"Петя молчал и не знал, что сказать.",Petya was silent and didn't know what to say.,_,"люди, общение, описание"
молчать,1988,be silent,V,A2,LM,2,молчит,Imperf.Sing.3,Он смотрит на меня и молчит.,He is looking at me and not talking.,_,"люди, общение, описание"
молчать,1989,be silent,V,A2,LM,3,молчать,Imperf.Inf,Я буду молчать о вашем секрете.,I'll keep your secret.,_,"люди, общение, описание"
момент,1990,moment,N.Masc.Inan,A2,"MiP, LM",1,момент,Acc.Sing,Ты выбрал неподходящий момент для этого разговора.,You choose the wrong time for this conversation.,_,время
момент,1991,moment,N.Masc.Inan,A2,"MiP, LM",2,момента,Gen.Sing,Я хочу дождаться подходящего момента.,I want to wait for the right moment.,_,время
момент,1992,moment,N.Masc.Inan,A2,"MiP, LM",3,моменты,Acc.Plur,"Депутаты обсудили важные моменты, которые касаются нового закона.",The deputies discussed the important points that relate to the new law.,_,время
мыло,1993,soap,N.Neut.Inan,A2,LM,1,мыло,Acc.Sing,Купи мыло по дороге домой.,Buy soap on your way home.,_,"здоровье, жильё"
мыло,1994,soap,N.Neut.Inan,A2,LM,2,мыла,Gen.Sing,У нас дома нет мыла.,We don't have soap at home.,_,"здоровье, жильё"
мыло,1995,soap,N.Neut.Inan,A2,LM,3,мылом,Ins.Sing,Помой руки с мылом перед едой.,Wash your hands with soap and water before eating.,_,"здоровье, жильё"
мыть,1996,wash,V,A2,LM,1,мыть,Imperf.Inf,Сегодня я буду мыть полы.,Today I'll mop the floors.,_,"здоровье, жильё"
мыть,1997,wash,V,A2,LM,2,мыла,Imperf.Fem.Sing.Past,"Я мыла посуду вчера, теперь твоя очередь.","I washed the dishes yesterday, now it's your turn.",_,"здоровье, жильё"
мыть,1998,wash,V,A2,LM,3,моют,Imperf.Plur.3,Весной многие люди моют окна.,Many people wash their windows in the spring.,_,"здоровье, жильё"
мягкий,1999,soft,A,A2,"Golosa, LM",1,мягкое,Inan.Acc.Neut.Sing,Недавно мы купили мягкое и удобное кресло.,We recently bought a soft and comfortable armchair.,_,описание
мягкий,2000,soft,A,A2,"Golosa, LM",2,мягкой,Ins.Fem.Sing,Это двухместный номер с мягкой мебелью и телевизором.,This is a double room with soft furniture and a television.,_,описание
мягкий,2001,soft,A,A2,"Golosa, LM",3,мягким,Ins.Masc.Sing,Италия – это страна с мягким климатом.,Italy is a country with a mild climate.,_,описание
мяч,2002,ball,N.Masc.Inan,A2,LM,1,мяч,Acc.Sing,Кинь мне мяч!,Throw me the ball!,_,свободное время
мяч,2003,ball,N.Masc.Inan,A2,LM,2,мячу,Dat.Sing,Саша ударил по мячу и забил гол.,Sasha hit the ball and scored a goal.,_,свободное время
мяч,2004,ball,N.Masc.Inan,A2,LM,3,мячей,Gen.Plur,"В магазине много разных мячей: футбольных, баскетбольных и волейбольных.","There a lot of different balls in the store: soccer balls, basketballs, and volleyballs.",_,свободное время
надежда,2005,hope,N.Fem.Inan,A2,LM,1,надежда,Nom.Sing,У нас появилась надежда на лучшее.,Now we have hope for the best.,_,внутренний мир
надежда,2006,hope,N.Fem.Inan,A2,LM,2,надежды,Gen.Sing,У меня уже нет никакой надежды.,I have no hope anymore.,_,внутренний мир
надежда,2007,hope,N.Fem.Inan,A2,LM,3,надежду,Acc.Sing,Это вселяет надежду.,It gives us hope.,_,внутренний мир
надеяться,2008,hope,V,A2,"Golosa, MiP, LM",1,надеюсь,Imperf.Sing.1,"Я надеюсь, что ты выступишь хорошо завтра!",I hope you perform well tomorrow!,_,внутренний мир
надеяться,2009,hope,V,A2,"Golosa, MiP, LM",2,надеяться,Imperf.Inf,Нужно всегда надеяться на лучшее.,We must always hope for the best.,_,внутренний мир
надеяться,2010,hope,V,A2,"Golosa, MiP, LM",3,надеются,Imperf.Plur.3,Компания надеется повторить прошлогодний успех.,The company hopes to repeat last year’s success.,_,внутренний мир
нарисовать,2011,draw,V,A2,LM,1,нарисовал,Perf.Masc.Sing.Past,Сальвадор Дали нарисовал свою первую картину ещё в детстве.,Salvador Dali painted his first picture in childhood.,_,свободное время
нарисовать,2012,draw,V,A2,LM,2,нарисовать,Perf.Inf,Я хочу нарисовать твой портрет!,I want to draw your portrait!,_,свободное время
нарисовать,2013,draw,A,A2,LM,3,нарисованы,Perf.PastPassiveParticiple.Plur,На стене нарисованы цветы.,There are flowers painted on the  wall.,_,свободное время
народ,2014,nation,N.Masc.Inan,A2,LM,1,народ,Nom.Sing,В новый год народ вышел на улицу.,People went ouside in the New Year's Day.,_,"люди, политика"
народ,2015,nation,N.Masc.Inan,A2,LM,2,народа,Gen.Sing,У нашего народа богатая культура.,Our nation has a rich culture.,_,"люди, политика"
народ,2016,nation,N.Masc.Inan,A2,LM,3,народов,Gen.Plur,В России живут представители разных народов.,There are various nations living in Russia.,_,"люди, политика"
наука,2017,science,N.Fem.Inan,A2,LM,1,науки,Gen.Sing,Михаил Ломоносов – великий деятель науки.,Mikhail Lomonosov was a great scientist.,_,учёба/работа
наука,2018,science,N.Fem.Inan,A2,LM,2,наук,Gen.Plur,Наталья Ивановна – кандидат наук.,Natalia Ivanovna has a PhD.,_,учёба/работа
наука,2019,science,N.Fem.Inan,A2,LM,3,наука,Nom.Sing,Современная наука развивается очень быстро.,Modern science is developing very quickly.,_,учёба/работа
находить,2020,find,V,A2,"Golosa, MiP, LM",1,находит,Imperf.Sing.3,Эта песня находит отклик в сердцах людей.,This song resonates in people's hearts.,_,внутренний мир
находить,2021,find,V,A2,"Golosa, MiP, LM",2,находят,Imperf.Plur.3,Эмоции находят отражение в искусстве.,Emotions are reflected in art.,_,внутренний мир
находить,2022,find,V,A2,"Golosa, MiP, LM",3,находить,Imperf.Inf,Мне приходится находить выход из этой ситуации.,I have to find a way out of this situation.,_,внутренний мир
начало,2023,beginning,N.Neut.Inan,A2,LM,1,начале,Loc.Sing,В начале лета я устроился на работу.,I found a job in the beginning of summer.,_,"время, мера"
начало,2024,beginning,N.Neut.Inan,A2,LM,2,начала,Gen.Sing,"Я не была дома с начала месяца, всё время путешествую.","I haven't been home since the beginning of the month, I've been travelling the whole time.",_,"время, мера"
начало,2025,beginning,N.Neut.Inan,A2,LM,3,начало,Nom.Sing,"Надо спешить, скоро начало спектакля!","Hurry up, the show is starting soon!",_,"время, мера"
начать,2026,start,V,A2,MiP,1,начал,Perf.Masc.Sing.Past,Я начал писать диплом слишком поздно.,I started writing my thesis too late.,_,"время, мера"
начать,2027,start,V,A2,MiP,2,начали,Perf.Plur.Past,Артисты вышли на сцену и начали петь.,The performers went on stage and started singing.,_,"время, мера"
начать,2028,start,V,A2,MiP,3,начала,Perf.Fem.Sing.Past,Я начала бегать по утрам.,I started to run in the mornings.,_,"время, мера"
начинать,2029,start,V,A2,"MiP, LM",1,начинает,Imperf.Sing.3,В двадцатом веке начинает развиваться фотография.,Photography started to develope in the 20th century. ,_,"время, мера"
начинать,2030,start,V,A2,"MiP, LM",2,начинают,Imperf.Plur.3,Меня начинают раздражать эти громкие звуки.,These loud sounds are starting to annoy me.,_,"время, мера"
начинать,2031,start,V,A2,"MiP, LM",3,начиная,Imperf.Gerund,Я играю в футбол начиная с пятого класса.,I have been playing soccer since 5th grade.,_,"время, мера"
начинаться,2032,start,V,A2,"Golosa, LM",1,начинается,Imperf.Sing.3,Начинается дождь.,It's starting to rain.,_,"время, мера"
начинаться,2033,start,V,A2,"Golosa, LM",2,начиналась,Imperf.Fem.Sing.Past,Моя карьера начиналась с работы в театре.,My career started with a theater job.,_,"время, мера"
начинаться,2034,start,V,A2,"Golosa, LM",3,начинаются,Imperf.Plur.3,Скоро начинаются каникулы.,Vacation is coming soon.,_,"время, мера"
небо,2035,sky,N.Neut.Inan,A2,LM,1,неба,Gen.Sing,Сфотографируй меня на фоне неба.,Take a picture of me against the sky.,_,погода
небо,2036,sky,N.Neut.Inan,A2,LM,2,небе,Loc.Sing,Сегодня на небе очень много звёзд.,Today there are a lot of stars in the sky.,_,погода
небо,2037,sky,N.Neut.Inan,A2,LM,3,небо,Nom.Sing,Небо сегодня мрачное.,The sky is gloomy today.,_,погода
несчастие,2038,misfortune,N.Neut.Inan,A2,LM,1,несчастье,Nom.Sing,У нас случилось несчастье.,Something unfortunate happenned to us.,_,внутренний мир
несчастие,2039,misfortune,N.Neut.Inan,A2,LM,2,несчастий,Gen.Plur,"Не расстраивайся из-за несчастий, всё будет хорошо!","Don't worry about misfortunes, everything will be fine!",_,внутренний мир
несчастный,2040,unfortunate,A,A2,LM,1,несчастная,Nom.Fem.Sing,Писателя погубила несчастная любовь.,An unfortunate love ruined the writer's life.,_,"описание, внутренний мир"
несчастный,2041,unfortunate,A,A2,LM,2,несчастного,Anim.Acc.Masc.Sing,Он стал жертвой несчастного случая.,He was the victim of an accident.,_,"описание, внутренний мир"
несчастный,2042,unfortunate,A,A2,LM,3,несчастных,Gen.Plur,В больнице много несчастных людей.,There are many unhappy people in the hospital.,_,"описание, внутренний мир"
низкий,2043,low,A,A2,"Golosa, LM",1,ниже,Comparative,Температура опустилась ниже нуля.,The temperature dropped below zero.,_,"описание, мера"
низкий,2044,low,A,A2,"Golosa, LM",2,низкий,Nom.Masc.Sing,У Маши дома низкий потолок.,There is a low ceiling in Masha's home.,_,"описание, мера"
низкий,2045,low,A,A2,"Golosa, LM",3,низкая,Nom.Fem.Sing,Низкая самооценка – это серьёзная проблема.,Low self-esteem is a severe problem.,_,"описание, мера"
нос,2046,nose,N.Masc.Inan,A2,"Golosa, LM",1,нос,Acc.Sing,Катя напевала что-то себе под нос.,Katya sang something under her breath.,_,"здоровье, люди"
нос,2047,nose,N.Masc.Inan,A2,"Golosa, LM",2,носом,Ins.Sing,Петя шмыгнул носом.,Petya sniffled.,_,"здоровье, люди"
нос,2048,nose,N.Masc.Inan,A2,"Golosa, LM",3,носа,Gen.Sing,"Я упал, и у меня пошла кровь из носа.",I fell and got a nosebleed.,_,"здоровье, люди"
носок,2049,sock,N.Masc.Inan,A2,LM,1,носки,Acc.Plur,Я не могу найти свои носки.,I can't find my socks.,_,одежда
носок,2050,sock,N.Masc.Inan,A2,LM,2,носках,Loc.Plur,Зимой я сплю в шерстяных носках.,I sleep in wool socks in winter.,_,одежда
носок,2051,sock,N.Masc.Inan,A2,LM,3,носком,Ins.Sing,Я пнул мяч носком ботинка.,I kicked the ball with my toe.,_,одежда
обещать,2052,promise,V,A2,"Golosa, LM",1,обещал,Biasp.Masc.Sing.Past,Петя обещал прийти сегодня.,Petya promised to come today.,_,"внутренний мир, общение"
обещать,2053,promise,V,A2,"Golosa, LM",2,обещает,Biasp.Sing.3,"Наш преподаватель обещает, что экзамен будет несложным.",Our teacher promises that the exam won’t be hard.,_,"внутренний мир, общение"
обещать,2054,promise,V,A2,"Golosa, LM",3,обещают,Biasp.Plur.3,Мои друзья обещают подарить мне велосипед на день рождения.,My friends promise to give me a bike for my birthday.,_,"внутренний мир, общение"
общество,2055,society,N.Neut.Inan,A2,"Golosa, LM",1,общества,Gen.Sing,Человек не может жить без общества.,A person can't live without society.,_,"люди, общение, политика"
общество,2056,society,N.Neut.Inan,A2,"Golosa, LM",2,обществе,Loc.Sing,В современном обществе так не принято.,That's not accepted in modern society.,_,"люди, общение, политика"
общество,2057,society,N.Neut.Inan,A2,"Golosa, LM",3,общество,Nom.Sing,Наше общество не готово к переменам.,Our society is not ready for change.,_,"люди, общение, политика"
объявление,2058,advertisment,N.Neut.Inan,A2,"Golosa, LM",1,объявления,Acc.Plur,Я повесил объявления на улице.,I posted ads on the street.,_,"общение, учёба/работа"
