Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
любой,3684,_,A,B1,"Golosa, LM",3,любого,Gen.Masc.Sing,_,_,_,_
маршрут,3685,_,N.Masc.Inan,B1,LM,1,маршрут,Nom.Sing,_,_,_,_
маршрут,3686,_,N.Masc.Inan,B1,LM,2,маршрута,Gen.Sing,_,_,_,_
маршрут,3687,_,N.Masc.Inan,B1,LM,3,маршруту,Dat.Sing,_,_,_,_
мастер,3688,_,N.Masc.Anim,B1,"Golosa, LM",1,мастер,Nom.Sing,_,_,_,_
мастер,3689,_,N.Masc.Anim,B1,"Golosa, LM",2,мастеров,Gen.Plur,_,_,_,_
мастер,3690,_,N.Masc.Anim,B1,"Golosa, LM",3,мастера,Nom.Plur,_,_,_,_
матч,3691,_,N.Masc.Inan,B1,"Golosa, LM",1,матча,Gen.Sing,_,_,_,_
матч,3692,_,N.Masc.Inan,B1,"Golosa, LM",2,матче,Loc.Sing,_,_,_,_
матч,3693,_,N.Masc.Inan,B1,"Golosa, LM",3,матчи,Acc.Plur,_,_,_,_
медведь,3694,_,N.Masc.Anim,B1,"MiP, LM",1,медведь,Nom.Sing,_,_,_,_
медведь,3695,_,N.Masc.Anim,B1,"MiP, LM",2,медведи,Nom.Plur,_,_,_,_
медведь,3696,_,N.Masc.Anim,B1,"MiP, LM",3,медведям,Dat.Plur,_,_,_,_
повезти,3697,_,V,B1,LM,1,повезло,Neut.Sing.Past,_,_,_,_
повезти,3698,_,V,B1,LM,2,повезёт,Sing.3.Pres/Fut,_,_,_,_
повезти,3699,_,V,B1,LM,3,повезли,Plur.Past,_,_,_,_
мелодия,3700,_,N.Fem.Inan,B1,LM,1,мелодию,Acc.Sing,_,_,_,_
мелодия,3701,_,N.Fem.Inan,B1,LM,2,мелодии,Nom.Plur,_,_,_,_
мелодия,3702,_,N.Fem.Inan,B1,LM,3,мелодия,Nom.Sing,_,_,_,_
меньшинство,3703,_,N.Neut.Inan,B1,LM,1,меньшинств,Gen.Plur,_,_,_,_
меньшинство,3704,_,N.Neut.Inan,B1,LM,2,меньшинство,Nom.Sing,_,_,_,_
меньшинство,3705,_,N.Neut.Inan,B1,LM,3,меньшинствами,Ins.Plur,_,_,_,_
мерить,3706,_,V,B1,"Golosa, LM",1,меряет,Sing.3.Pres/Fut,_,_,_,_
мерить,3707,_,V,B1,"Golosa, LM",2,мерил,Masc.Sing.Past,_,_,_,_
металл,3708,_,N.Masc.Inan,B1,LM,1,металлов,Gen.Plur,_,_,_,_
металл,3709,_,N.Masc.Inan,B1,LM,2,металла,Gen.Sing,_,_,_,_
металл,3710,_,N.Masc.Inan,B1,LM,3,металлы,Nom.Plur,_,_,_,_
министр,3711,_,N.Masc.Anim,B1,LM,1,министр,Nom.Sing,_,_,_,_
министр,3712,_,N.Masc.Anim,B1,LM,2,министра,Gen.Sing,_,_,_,_
министр,3713,_,N.Masc.Anim,B1,LM,3,министров,Gen.Plur,_,_,_,_
мировой,3714,_,A,B1,"Golosa, LM",1,мировой,Gen.Fem.Sing,_,_,_,_
мировой,3715,_,A,B1,"Golosa, LM",2,мирового,Gen.Masc.Sing,_,_,_,_
мировой,3716,_,A,B1,"Golosa, LM",3,мировых,Gen.Plur,_,_,_,_
митинг,3717,_,N.Masc.Inan,B1,LM,1,митинг,Nom.Sing,_,_,_,_
митинг,3718,_,N.Masc.Inan,B1,LM,2,митингов,Gen.Plur,_,_,_,_
митинг,3719,_,N.Masc.Inan,B1,LM,3,митинги,Acc.Plur,_,_,_,_
мнение,3720,_,N.Neut.Inan,B1,"Golosa, LM",1,мнению,Dat.Sing,_,_,_,_
мнение,3721,_,N.Neut.Inan,B1,"Golosa, LM",2,мнение,Nom.Sing,_,_,_,_
мнение,3722,_,N.Neut.Inan,B1,"Golosa, LM",3,мнения,Nom.Plur,_,_,_,_
мобильный,3723,_,A,B1,"Golosa, MiP, LM",1,мобильных,Gen.Plur,_,_,_,_
мобильный,3724,_,A,B1,"Golosa, MiP, LM",2,мобильный,Nom.Masc.Sing,_,_,_,_
мобильный,3725,_,A,B1,"Golosa, MiP, LM",3,мобильной,Gen.Fem.Sing,_,_,_,_
модель,3726,_,N.Fem.Inan,B1,LM,1,модели,Gen.Sing,_,_,_,_
модель,3727,_,N.Fem.Inan,B1,LM,2,модель,Nom.Sing,_,_,_,_
модель,3728,_,N.Fem.Inan,B1,LM,3,моделей,Gen.Plur,_,_,_,_
мокрый,3729,_,A,B1,LM,1,мокрая,Nom.Fem.Sing,_,_,_,_
мокрый,3730,_,A,B1,LM,2,мокрым,Ins.Neut.Sing,_,_,_,_
мокрый,3731,_,A,B1,LM,3,мокрый,Inan.Acc.Masc.Sing,_,_,_,_
монета,3732,_,N.Fem.Inan,B1,LM,1,монета,Nom.Sing,_,_,_,_
монета,3733,_,N.Fem.Inan,B1,LM,2,монеты,Nom.Plur,_,_,_,_
монета,3734,_,N.Fem.Inan,B1,LM,3,монет,Gen.Plur,_,_,_,_
мороз,3735,_,N.Masc.Inan,B1,"Golosa, MiP, LM",1,морозы,Acc.Plur,_,_,_,_
мороз,3736,_,N.Masc.Inan,B1,"Golosa, MiP, LM",2,мороз,Nom.Sing,_,_,_,_
мороз,3737,_,N.Masc.Inan,B1,"Golosa, MiP, LM",3,мороза,Gen.Sing,_,_,_,_
морской,3738,_,A,B1,LM,1,морских,Gen.Plur,_,_,_,_
морской,3739,_,A,B1,LM,2,морские,Nom.Plur,_,_,_,_
морской,3740,_,A,B1,LM,3,морского,Gen.Masc.Sing,_,_,_,_
моряк,3741,_,N.Masc.Anim,B1,LM,1,моряки,Nom.Plur,_,_,_,_
моряк,3742,_,N.Masc.Anim,B1,LM,2,моряком,Ins.Sing,_,_,_,_
моряк,3743,_,N.Masc.Anim,B1,LM,3,моряков,Gen.Plur,_,_,_,_
шоссе,3744,_,N.Neut.Inan,B1,LM,1,шоссе,Dat.Sing,_,_,_,_
мост,3745,_,N.Masc.Inan,B1,LM,1,моста,Gen.Sing,_,_,_,_
мост,3746,_,N.Masc.Inan,B1,LM,2,мосты,Acc.Plur,_,_,_,_
мост,3747,_,N.Masc.Inan,B1,LM,3,мост,Nom.Sing,_,_,_,_
мужественный,3748,_,A,B1,LM,1,мужественные,Nom.Plur,_,_,_,_
мужественный,3749,_,A,B1,LM,2,мужественными,Ins.Plur,_,_,_,_
мужественный,3750,_,A,B1,LM,3,мужественное,Inan.Acc.Neut.Sing,_,_,_,_
мужество,3751,_,N.Neut.Inan,B1,LM,1,мужества,Gen.Sing,_,_,_,_
мужество,3752,_,N.Neut.Inan,B1,LM,2,мужество,Nom.Sing,_,_,_,_
мужество,3753,_,N.Neut.Inan,B1,LM,3,мужеству,Dat.Sing,_,_,_,_
мент,3754,_,N.Masc.Anim,B1,LM,1,менты,Nom.Plur,_,_,_,_
мент,3755,_,N.Masc.Anim,B1,LM,2,ментам,Dat.Plur,_,_,_,_
мент,3756,_,N.Masc.Anim,B1,LM,3,ментами,Ins.Plur,_,_,_,_
мысль,3757,_,N.Fem.Inan,B1,"MiP, LM",1,мысль,Nom.Sing,_,_,_,_
мысль,3758,_,N.Fem.Inan,B1,"MiP, LM",2,мысли,Gen.Sing,_,_,_,_
мысль,3759,_,N.Fem.Inan,B1,"MiP, LM",3,мыслей,Gen.Plur,_,_,_,_
мыться,3760,_,V,B1,LM,1,мыться,Inf,_,_,_,_
мыться,3761,_,V,B1,LM,2,мылся,Masc.Sing.Past,_,_,_,_
мыться,3762,_,V,B1,LM,3,мылись,Plur.Past,_,_,_,_
наблюдать,3763,_,V,B1,"Golosa, LM",1,наблюдать,Inf,_,_,_,_
наблюдать,3764,_,V,B1,"Golosa, LM",2,наблюдаем,Plur.1.Pres/Fut,_,_,_,_
наблюдать,3765,_,V,B1,"Golosa, LM",3,наблюдал,Masc.Sing.Past,_,_,_,_
навещать,3766,_,V,B1,LM,1,навещать,Inf,_,_,_,_
навещать,3767,_,V,B1,LM,2,навещая,Pres/Fut,_,_,_,_
наводить,3768,_,V,B1,LM,1,наводит,Sing.3.Pres/Fut,_,_,_,_
наводить,3769,_,V,B1,LM,2,наводят,Plur.3.Pres/Fut,_,_,_,_
наводить,3770,_,V,B1,LM,3,наводить,Inf,_,_,_,_
награда,3771,_,N.Fem.Inan,B1,LM,1,награду,Acc.Sing,_,_,_,_
награда,3772,_,N.Fem.Inan,B1,LM,2,награда,Nom.Sing,_,_,_,_
награда,3773,_,N.Fem.Inan,B1,LM,3,наград,Gen.Plur,_,_,_,_
надевать,3774,_,V,B1,"MiP, LM",1,надевать,Inf,_,_,_,_
надевать,3775,_,V,B1,"MiP, LM",2,надевал,Masc.Sing.Past,_,_,_,_
надевать,3776,_,V,B1,"MiP, LM",3,надевает,Sing.3.Pres/Fut,_,_,_,_
название,3777,_,N.Neut.Inan,B1,LM,1,названием,Ins.Sing,_,_,_,_
название,3778,_,N.Neut.Inan,B1,LM,2,название,Nom.Sing,_,_,_,_
название,3779,_,N.Neut.Inan,B1,LM,3,названия,Nom.Plur,_,_,_,_
называть,3780,_,V,B1,LM,1,называют,Plur.3.Pres/Fut,_,_,_,_
называть,3781,_,V,B1,LM,2,называть,Inf,_,_,_,_
называть,3782,_,A,B1,LM,3,называемые,Nom.Plur,_,_,_,_
напечатать,3783,_,V,B1,LM,1,напечатать,Inf,_,_,_,_
напечатать,3784,_,A,B1,LM,2,напечатан,Masc.Sing,_,_,_,_
напечатать,3785,_,V,B1,LM,3,напечатал,Masc.Sing.Past,_,_,_,_
напоминать,3786,_,V,B1,LM,1,напоминает,Sing.3.Pres/Fut,_,_,_,_
напоминать,3787,_,V,B1,LM,2,напоминал,Masc.Sing.Past,_,_,_,_
напоминать,3788,_,V,B1,LM,3,напоминают,Plur.3.Pres/Fut,_,_,_,_
направление,3789,_,N.Neut.Inan,B1,"Golosa, LM",1,направлении,Loc.Sing,_,_,_,_
направление,3790,_,N.Neut.Inan,B1,"Golosa, LM",2,направление,Acc.Sing,_,_,_,_
направление,3791,_,N.Neut.Inan,B1,"Golosa, LM",3,направлений,Gen.Plur,_,_,_,_
население,3792,_,N.Neut.Inan,B1,LM,1,населения,Gen.Sing,_,_,_,_
население,3793,_,N.Neut.Inan,B1,LM,2,население,Nom.Sing,_,_,_,_
население,3794,_,N.Neut.Inan,B1,LM,3,населению,Dat.Sing,_,_,_,_
насморк,3795,_,N.Masc.Inan,B1,"Golosa, LM, Поехали, Кс",1,насморк,Nom.Sing,_,_,_,_
насморк,3796,_,N.Masc.Inan,B1,"Golosa, LM, Поехали, Кс",2,насморка,Gen.Sing,_,_,_,_
насморк,3797,_,N.Masc.Inan,B1,"Golosa, LM, Поехали, Кс",3,насморке,Loc.Sing,_,_,_,_
настроение,3798,_,N.Neut.Inan,B1,LM,1,настроение,Nom.Sing,_,_,_,_
настроение,3799,_,N.Neut.Inan,B1,LM,2,настроения,Nom.Plur,_,_,_,_
настроение,3800,_,N.Neut.Inan,B1,LM,3,настроении,Loc.Sing,_,_,_,_
наступать,3801,_,V,B1,LM,1,наступает,Sing.3.Pres/Fut,_,_,_,_
наступать,3802,_,V,B1,LM,2,наступают,Plur.3.Pres/Fut,_,_,_,_
наступать,3803,_,V,B1,LM,3,наступало,Neut.Sing.Past,_,_,_,_
четверть,3804,_,N.Fem.Inan,B1,LM,1,четверть,Acc.Sing,_,_,_,_
четверть,3805,_,N.Fem.Inan,B1,LM,2,четверти,Gen.Sing,_,_,_,_
четверть,3806,_,N.Fem.Inan,B1,LM,3,четвертях,Loc.Plur,_,_,_,_
невеста,3807,_,N.Fem.Anim,B1,"MiP, LM",1,невесты,Gen.Sing,_,_,_,_
невеста,3808,_,N.Fem.Anim,B1,"MiP, LM",2,невеста,Nom.Sing,_,_,_,_
невеста,3809,_,N.Fem.Anim,B1,"MiP, LM",3,невестой,Ins.Sing,_,_,_,_
независимость,3810,_,N.Fem.Inan,B1,LM,1,независимости,Gen.Sing,_,_,_,_
независимость,3811,_,N.Fem.Inan,B1,LM,2,независимость,Acc.Sing,_,_,_,_
независимость,3812,_,N.Fem.Inan,B1,LM,3,независимостью,Ins.Sing,_,_,_,_
необыкновенный,3813,_,A,B1,LM,1,необыкновенный,Nom.Masc.Sing,_,_,_,_
необыкновенный,3814,_,A,B1,LM,2,необыкновенные,Inan.Acc.Plur,_,_,_,_
необыкновенный,3815,_,A,B1,LM,3,необыкновенную,Acc.Fem.Sing,_,_,_,_
непрерывный,3816,_,A,B1,LM,1,непрерывного,Gen.Neut.Sing,_,_,_,_
непрерывный,3817,_,A,B1,LM,2,непрерывным,Ins.Neut.Sing,_,_,_,_
непрерывный,3818,_,A,B1,LM,3,непрерывное,Inan.Acc.Neut.Sing,_,_,_,_
неприятность,3819,_,N.Fem.Inan,B1,LM,1,неприятности,Nom.Plur,_,_,_,_
неприятность,3820,_,N.Fem.Inan,B1,LM,2,неприятностей,Gen.Plur,_,_,_,_
неприятность,3821,_,N.Fem.Inan,B1,LM,3,неприятностями,Ins.Plur,_,_,_,_
нервный,3822,_,A,B1,LM,1,нервная,Nom.Fem.Sing,_,_,_,_
нервный,3823,_,A,B1,LM,2,нервной,Gen.Fem.Sing,_,_,_,_
нервный,3824,_,A,B1,LM,3,нервных,Gen.Plur,_,_,_,_
нести,3825,_,V,B1,"MiP, LM, Поехали",1,несёт,Sing.3.Pres/Fut,_,_,_,_
нести,3826,_,V,B1,"MiP, LM, Поехали",2,несут,Plur.3.Pres/Fut,_,_,_,_
нести,3827,_,V,B1,"MiP, LM, Поехали",3,нёс,Masc.Sing.Past,_,_,_,_
несчастливый,3828,_,A,B1,LM,1,несчастливый,Inan.Acc.Masc.Sing,_,_,_,_
