Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
пообедать,989,eat lunch,V,A1,"Golosa, MiP, LM, МН",2,пообедать,Perf.Inf,После работы мы решили вместе пообедать.,After work we decided to eat lunch together.,_,еда,
пообедать,990,eat lunch,V,A1,"Golosa, MiP, LM, МН",3,пообедаем,Perf.Plur.1,"Мы с Марией пообедаем вместе, а потом пойдём в кино.",Maria and I are going to eat lunch and then go to the movie theater.,_,еда,
салат,991,lettuce,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,салата,Gen.Sing,"Например, ты можешь положить в сэндвич лист салата.","For example, you can put a lettuce leaf in the sandwich.",_,еда,
салат,992,salad,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,салат,Acc.Sing,Папа сегодня готовит свой любимый салат.,Today Dad is making his favorite salad.,_,еда,
салат,993,salad,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,салатов,Gen.Plur,На Новый Год люди обычно готовят пять или шесть разных салатов.,For the New Year celebration people usually prepare five or six different salads. ,_,еда,
стадион,994,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,стадиона,Gen.Sing,Друзья будут ждать меня у стадиона.,My friends will wait for me outside the stadium.,_,свободное время,
стадион,995,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,стадионе,Loc.Sing,"На стадионе ""Лужники"" пройдёт следующий матч чемпионата мира.",The next World Cup will be held at the Luzhniki stadium.,_,свободное время,
стадион,996,stadium,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,стадион,Nom.Sing,Стадион был построен в 2014 году.,The stadium was built in 2014.,_,свободное время,
ключ,997,key,N.Masc.Inan,A1,"MiP, LM, МН",1,ключ,Acc.Sing,Я ушла и заперла дверь на ключ.,I left and locked the door with the key.,_,жильё ,
ключ,998,key,N.Masc.Inan,A1,"MiP, LM, МН",2,ключи,Acc.Plur,"Кажется, я забыл ключи.",It seems I forgot the keys.,_,жильё ,
ключ,999,key,N.Masc.Inan,A1,"MiP, LM, МН",3,ключом,Ins.Sing,Мама откроет дверь своим ключом.,Mom will open the door with her key.,_,жильё ,
яйцо,1000,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",1,яиц,Gen.Plur,Я купила десяток яиц.,I bought ten eggs.,_,еда,
яйцо,1001,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",2,яйца,Acc.Plur,Папа достал из холодильника яйца и помидоры.,Dad took eggs and tomatoes out of the refrigerator.,_,еда,
яйцо,1002,egg,N.Neut.Inan,A1,"Golosa, MiP, МН",3,яйцо,Acc.Sing,На завтрак я съел яйцо.,For breakfast I ate an egg.,_,еда,
марка,1003,brand,N.Fem.Inan,A1,"LM, МН",1,марки,Gen.Sing,Я не покупаю одежду этой марки.,I don't buy this brand of clothes.,_,магазин,
марка,1004,stamp,N.Fem.Inan,A1,"LM, МН",2,марок,Gen.Plur,У меня большая коллекция марок.,I have a big stamp collection.,_,общение,
марка,1005,brand,N.Fem.Inan,A1,"LM, МН",3,марку,Acc.Sing,Моя сестра предпочитает другую марку пива.,My sister prefers another brand of beer.,_,магазин,
попросить,1006,ask for,V,A1,"LM, МН",1,попросил,Perf.Masc.Sing.Past,Брат попросил у меня деньги на обед.,My brother asked me for money to buy lunch.,_,"люди, общение",
попросить,1007,ask for,V,A1,"LM, МН",2,попросить,Perf.Inf,Я хотела попросить у него денег.,I wanted to ask him for money.,_,"люди, общение",
попросить,1008,ask for,V,A1,"LM, МН",3,попросила,Perf.Fem.Sing.Past,"Саша, мама попросила тебя помыть посуду.","Sasha, Mom asked you to wash the dishes.",_,"люди, общение",
цирк,1009,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,цирка,Gen.Sing,Я хочу взять интервью у артиста цирка.,I want to interview a circus performer.,_,свободное время,
цирк,1010,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,цирке,Loc.Sing,"Работа в цирке тяжёлая, но интересная.",Working in the circus is hard but interesting,_,свободное время,
цирк,1011,circus,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,цирк,Nom.Sing,Этот цирк великолепен!,This circus is incredible!,_,свободное время,
обед,1012,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,обеда,Gen.Sing,После обеда я всегда хочу спать.,After lunch I always want to sleep.,_,еда,
обед,1013,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,обед,Nom.Sing,Обед начинается в два часа.,Lunch starts at two o'clock.,_,еда,
обед,1014,lunch,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,обеду,Dat.Sing,"Думаю, мы вернёмся к обеду.",I think we're going to come back before lunch.,_,еда,
грамм,1015,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",1,грамм,Gen.Plur,Я положила в торт двести грамм сахара.,I put 200g of sugar in the cake.,_,мера,
грамм,1016,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",2,граммов,Gen.Plur,Каждый из нас выпил сто граммов водки.,Each of us drank 100 grams of vodka.,_,мера,
грамм,1017,gram,N.Masc.Inan,A1,"Golosa, MiP, МН",3,грамма,Gen.Sing,Вес золотой медали Олимпийских игр — пятьсот шестьдесят два грамма. ,The Olympic gold medal weighs 562 grams.,_,мера,
гостиница,1018,hotel,N.Fem.Inan,A1,"MiP, LM, МН",1,гостинице,Loc.Sing,Мы остановимся в гостинице на площади Восстания.,We are staying in the hotel on Vosstaniya Square.,_,"путешествие, жильё",
гостиница,1019,hotel,N.Fem.Inan,A1,"MiP, LM, МН",2,гостиница,Nom.Sing,Наша гостиница была ужасна.,Our hotel was terrible.,_,"путешествие, жильё",
гостиница,1020,hotel,N.Fem.Inan,A1,"MiP, LM, МН",3,гостиницы,Gen.Sing,Мы выезжаем из гостиницы в восемь утра.,We're leaving the hotel at 8 in the morning.,_,"путешествие, жильё",
нож,1021,knife,N.Masc.Inan,A1,МН,1,ножом,Ins.Sing,Он всегда ходит с ножом.,He always carries a knife.,_,жильё,
нож,1022,knife,N.Masc.Inan,A1,МН,2,нож,Acc.Sing,Я не могу найти нож.,I can't find a knife.,_,жильё,
нож,1023,knife,N.Masc.Inan,A1,МН,3,ножи,Acc.Plur,Мы купили новые ножи на кухню.,We bought new kitchen knives.,_,жильё,
спорт,1024,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",1,спорта,Gen.Sing,Мой старший брат – мастер спорта по боксу.,My big brother is a master of sports in boxing.,_,свободное время,
спорт,1025,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",2,спортом,Ins.Sing,Заниматься спортом полезно для здоровья.,Playing sports is good for one's health.,_,свободное время,
спорт,1026,sport,N.Masc.Inan,A1,"Golosa, MiP, МН",3,спорте,Loc.Sing,Я ничего не понимаю в спорте.,I don't understand anything about sports.,_,свободное время,
рубашка,1027,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",1,рубашка,Nom.Sing,Какая у тебя красивая рубашка!,What a lovely shirt you have!,_,люди,
рубашка,1028,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",2,рубашку,Acc.Sing,"Было жарко, и я снял рубашку.","It was hot, so I took off my shirt.",_,люди,
рубашка,1029,shirt,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",3,рубашки,Gen.Sing,Машенька положила конфету в карман рубашки.,Mashenka put a candy in her shirt pocket.,_,люди,
медицина,1030,medicine,N.Fem.Inan,A1,"Golosa, MiP, МН",1,медицине,Loc.Sing,Эту технологию используют в медицине.,This technology is used in medicine.,_,здоровье,
медицина,1031,medicine,N.Fem.Inan,A1,"Golosa, MiP, МН",2,медицина,Nom.Sing,Медицина в России — бесплатная.,Medical care in Russia is free of charge.,_,здоровье,
медицина,1032,medicine,N.Fem.Inan,A1,"Golosa, MiP, МН",3,медицины,Gen.Sing,Развитие медицины — важная задача.,The development of medicine is an important task.,_,здоровье,
остановка,1033,stop,N.Fem.Inan,A1,"MiP, LM, МН",1,остановка,Nom.Sing,Следующая остановка — «площадь Восстания».,"The next stop is ""Vosstaniya square"".",_,"транспорт, путешествие",
остановка,1034,stop,N.Fem.Inan,A1,"MiP, LM, МН",2,остановке,Loc.Sing,Приходи! Я жду тебя на остановке.,Come! I’m waiting for you at the bus stop.,_,"транспорт, путешествие",
остановка,1035,stop,N.Fem.Inan,A1,"MiP, LM, МН",3,остановок,Gen.Plur,Через пять остановок я вышел из автобуса.,I got off the bus after 5 stops.,_,"транспорт, путешествие",
немецкий,1036,German,A,A1,"Golosa, MiP, LM, МН",1,немецких,Gen.Plur,В Москве много немецких туристов.,There are a lot of German tourists in Moscow.,_,"политика, описание, люди",
немецкий,1037,German,A,A1,"Golosa, MiP, LM, МН",2,немецкого,Gen.Masc.Sing,Маша — преподаватель немецкого языка.,Masha is a German teacher.,_,"политика, описание, люди",
немецкий,1038,German,A,A1,"Golosa, MiP, LM, МН",3,немецкий,Inan.Acc.Masc.Sing,"Я учил немецкий в школе, но уже ничего не помню.",I learned German at school but now I don’t remember anything.,_,"политика, описание, люди",
зелёный,1039,green,A,A1,"LM, МН",1,зелёный,Nom.Masc.Sing,Мне нравится зелёный чай с мятой.,I like green tea with mint.,_,описание,
зелёный,1040,green,A,A1,"LM, МН",2,зелёные,Nom.Plur,У Оли зелёные глаза и чёрные волосы.,Olya has green eyes and black hair.,_,описание,
зелёный,1041,green,A,A1,"LM, МН",3,зелёной,Gen.Fem.Sing,Купи зелёной краски! Мы красим стены в доме.,Buy some green paint! We’re painting the walls in our house.,_,описание,
учительница,1042,teacher,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,учительницы,Gen.Sing,День рождения нашей учительницы — в апреле.,Our teacher’s birthday is in April.,_,"учёба/работа, люди",
учительница,1043,teacher,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,учительница,Nom.Sing,"Наша учительница строгая, но справедливая.",Our teacher is strict but fair.,_,"учёба/работа, люди",
учительница,1044,teacher,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,учительнице,Dat.Sing,"Вчера я позвонил учительнице, потому что не пришёл на урок.",I called my teacher yesterday because I didn’t go to class.,_,"учёба/работа, люди",
родной,1045,native,A,A1,"LM, МН",1,родной,Nom.Masc.Sing,Какой у вас родной язык?,What is your mother tongue?,_,"люди, политика",
родной,1046,native,A,A1,"LM, МН",2,родном,Loc.Masc.Sing,Мне всегда уютно в моём родном городе.,I always feel comfortable in my hometown.,_,"люди, политика",
родной,1047,native,A,A1,"LM, МН",3,родным,Ins.Masc.Sing,Ты как с родным отцом разговариваешь?,Is that any way to speak to your own father?,_,"люди, политика",
транспорт,1048,transport,N.Masc.Inan,A1,МН,1,транспорта,Gen.Sing,Каким видом транспорта вы пользуетесь?,Which means of transport do you use?,_,"транспорт, путешествие",
транспорт,1049,transport,N.Masc.Inan,A1,МН,2,транспортом,Ins.Sing,Я не пользуюсь общественным транспортом — у меня своя машина.,I don’t use public transport — I have my own car.,_,"транспорт, путешествие",
транспорт,1050,transport,N.Masc.Inan,A1,МН,3,транспорт,Acc.Sing,Важно развивать общественный транспорт.,It’s important to develop public transport.,_,"транспорт, путешествие",
посмотреть,1051,watch,V,A1,"Golosa, MiP, LM, МН",1,посмотреть,Perf.Inf,Какой красивый браслет! Можно посмотреть?,What a beautiful bracelet! Can I take a look?,_,"свободное время, общение",
посмотреть,1052,watch,V,A1,"Golosa, MiP, LM, МН",2,посмотрел,Perf.Masc.Sing.Past,"Ты посмотрел, как пройти в центр города?",Did you check how to get to the city center?,_,"свободное время, общение",
посмотреть,1053,watch,V,A1,"Golosa, MiP, LM, МН",3,посмотрела,Perf.Fem.Sing.Past,Она странно посмотрела на меня.,She gave me a strange look.,_,"свободное время, общение",
вход,1054,entrance,N.Masc.Inan,A1,"MiP, LM, МН",1,входа,Gen.Sing,Жди меня у входа в магазин!,Wait for me at the entrance to the store!,_,жильё,
вход,1055,entrance,N.Masc.Inan,A1,"MiP, LM, МН",2,входе,Loc.Sing,На входе в аэропорт теперь стоит охрана.,There is now security at the entrance to the airport.,_,жильё,
вход,1056,entrance,N.Masc.Inan,A1,"MiP, LM, МН",3,вход,Acc.Sing,Я не вижу вход в этот магазин.,I can’t see the entrance to this shop.,_,жильё,
французский,1057,French,A,A1,"Golosa, MiP, МН",1,французский,Nom.Masc.Sing,Французский президент вчера прибыл в Москву.,The French president arrived in Moscow yesterday.,_,"политика, описание, люди",
французский,1058,French,A,A1,"Golosa, MiP, МН",2,французской,Gen.Fem.Sing,Вчера закончился фестиваль французской культуры.,The festival of French culture ended yesterday.,_,"политика, описание, люди",
французский,1059,French,A,A1,"Golosa, MiP, МН",3,французском,Loc.Masc.Sing,"Во французском языке есть артикли: le, la, les.","There are articles in French: le, la, les.",_,"политика, описание, люди",
автобус,1060,bus,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",1,автобусе,Loc.Sing,Мы поедем в центр на автобусе. Трамваи туда не ходят.,We’ll take the bus to the city center. No trams go there.,_,"транспорт, путешествие",
автобус,1061,bus,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",2,автобуса,Gen.Sing,Я знаю маршрут этого автобуса.,I don't know the route of this bus.,_,"транспорт, путешествие",
автобус,1062,bus,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",3,автобусах,Loc.Plur,В московских автобусах есть бесплатный интернет.,There is free internet in Moscow buses.,_,"транспорт, путешествие",
учебник,1063,textbook,N.Masc.Inan,A1,"Golosa, MiP, МН",1,учебниках,Loc.Plur,Почему об этом не пишут в учебниках по истории?,Why they don’t write about that in history textbooks?,_,учёба/работа,
учебник,1064,textbook,N.Masc.Inan,A1,"Golosa, MiP, МН",2,учебники,Nom.Plur,Наши учебники по математике очень сложные.,Our math books are very difficult.,_,учёба/работа,
учебник,1065,textbook,N.Masc.Inan,A1,"Golosa, MiP, МН",3,учебник,Nom.Sing,Мне нужен этот учебник.,I need this textbook.,_,учёба/работа,
иностранный,1066,foreign,A,A1,"Golosa, MiP, МН",1,иностранных,Gen.Plur,Сколько иностранных языков вы знаете?,How many foreign languages do you know?,_,"политика, описание",
иностранный,1067,foreign,A,A1,"Golosa, MiP, МН",2,иностранной,Gen.Fem.Sing,Он пошёл в библиотеку иностранной литературы.,He went to the foreign literature library.,_,"политика, описание",
иностранный,1068,foreign,A,A1,"Golosa, MiP, МН",3,иностранным,Dat.Plur,Иностранным гражданам в этом музее скидка.,There is a discount for foreign citizens in this museum.,_,"политика, описание",
здоровый,1069,healthy,A,A1,"Golosa, MiP, МН",1,здорово,Adverb,"Как здорово, что ты приехал!",It's so great that you came!,_,"здоровье, описание",
здоровый,1070,healthy,A,A1,"Golosa, MiP, МН",2,здоровый,Nom.Masc.Sing,Ты очень устал. Тебе нужен здоровый сон.,You’re so tired. You need some good sleep.,_,"здоровье, описание",
здоровый,1071,healthy,A,A1,"Golosa, MiP, МН",3,здоров,Masc.Sing,"Петя болел на прошлой неделе, но сейчас абсолютно здоров.",Petya was sick last week but now he is absolutely fine.,_,"здоровье, описание",
счастливый,1072,happy,A,A1,"LM, МН",1,счастливым,Ins.Masc.Sing,Любовь делает меня счастливым.,Love makes me happy.,_,"описание, внутренний мир",
счастливый,1073,happy,A,A1,"LM, МН",2,счастливый,Nom.Masc.Sing,Меня взяли на работу! Какой счастливый день сегодня!,I got a job! What a happy day!,_,"описание, внутренний мир",
счастливый,1074,happy,A,A1,"LM, МН",3,счастлив,Masc.Sing,Ты счастлив с ней?,Are you happy with her?,_,"описание, внутренний мир",
инженер,1075,engineer,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",1,инженер,Nom.Sing,Мой папа — инженер.,My father is an engineer.,_,"учёба/работа, люди",
инженер,1076,engineer,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",2,инженера,Gen.Sing,На нашем заводе свободна должность главного инженера.,At our factory the position of chief engineer is available.,_,"учёба/работа, люди",
инженер,1077,engineer,N.Masc.Anim,A1,"Golosa, MiP, LM, МН",3,инженеры,Nom.Plur,В нашу компанию нужны инженеры.,We need engineers in our company.,_,"учёба/работа, люди",
мужской,1078,men’s,A,A1,"Golosa, MiP, МН",1,мужской,Nom.Masc.Sing,Мужской туалет находится справа от кассы.,The men’s bathroom is to the right of the cash register.,_,"люди, описание",
мужской,1079,men’s,A,A1,"Golosa, MiP, МН",2,мужского,Gen.Masc.Sing,По-русски «дом» — существительное мужского рода.,In Russian «house» is a masculine noun.,_,"люди, описание",
мужской,1080,men’s,A,A1,"Golosa, MiP, МН",3,мужских,Gen.Plur,В этом магазине нет мужских духов. ,There's no men's perfume in this shop.,_,"люди, описание",
очки,1081,glasses,N.Inan,A1,"Golosa, MiP, МН",1,очки,Acc.Plur,Я не могу найти свои очки.,I can't find my glasses.,_,"магазин, здоровье",
очки,1082,glasses,N.Inan,A1,"Golosa, MiP, МН",2,очках,Loc.Plur,Я всегда смотрю телевизор в очках.,I always wear glasses when I watch TV.,_,"магазин, здоровье",
очки,1083,glasses,N.Inan,A1,"Golosa, MiP, МН",3,очков,Gen.Plur,Я не могу читать без очков.,I can't read without glasses.,_,"магазин, здоровье",
приложение,1084,attachment,N.Neut.Inan,A1,"Golosa, MiP, МН",1,приложение,Nom.Sing,Как называется приложение с картой метро?,What is the name of the app with a map of the metro?,_,учёба/работа,
приложение,1085,attachment,N.Neut.Inan,A1,"Golosa, MiP, МН",2,приложения,Gen.Sing,Он узнал об этом из приложения к журналу.,He learned about it from the insert in the magazine.,_,учёба/работа,
приложение,1086,attachment,N.Neut.Inan,A1,"Golosa, MiP, МН",3,приложении,Loc.Sing,Результаты анализов смотрите в приложении.,See the results of analyses in the attachment.,_,учёба/работа,
северный,1087,Northern,A,A1,МН,1,северной,Gen.Fem.Sing,Привет из северной столицы России — Санкт-Петербурга!,Greetings from the Northern capital of Russia — Saint Petersburg!,_,"описание, путешествие",
северный,1088,Northern,A,A1,МН,2,северных,Gen.Plur,Жители северных стран пьют много кофе.,People living in the Northern countries drink a lot of coffee.,_,"описание, путешествие",
северный,1089,Northern,A,A1,МН,3,северная,Nom.Fem.Sing,Северная Корея — очень закрытая страна.,North Korea is a very closed country.,_,"описание, путешествие",
весёлый,1090,happy,A,A1,"LM, МН",1,весёлый,Nom.Masc.Sing,Ты сегодня такой весёлый. У тебя какой-то праздник?,You’re so happy today. Is there a special occasion?,_,"описание, внутренний мир",
весёлый,1091,happy,A,A1,"LM, МН",2,весело,Adverb,Мне здесь совсем не весело. Пойдём домой!,It's no fun here at all. Let’s go home!,_,"описание, внутренний мир",
весёлый,1092,happy,A,A1,"LM, МН",3,весёлая,Nom.Fem.Sing,Моя собака всегда весёлая и энергичная.,My dog is always happy and energetic.,_,"описание, внутренний мир",
жёлтый,1093,yellow,A,A1,МН,1,жёлтые,Nom.Plur,Жёлтые листья падают с деревьев.,Yellow leaves are falling from the trees.,_,описание,
жёлтый,1094,yellow,A,A1,МН,2,жёлтый,Nom.Masc.Sing,Мне нравится твой жёлтый свитер.,I like your yellow sweater.,_,описание,
жёлтый,1095,yellow,A,A1,МН,3,жёлтыми,Ins.Plur,Я ищу юбку с жёлтыми полосками.,I am looking for a skirt with yellow stripes.,_,описание,
сумка,1096,bag,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,сумку,Acc.Sing,Не забудь сумку! Там наши паспорта.,Don’t forget the bag! Our passports are there.,_,магазин,
сумка,1097,bag,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,сумки,Gen.Sing,Я не выхожу из дома без сумки.,I don't leave the house without my purse.,_,магазин,
