Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
лес,1914,forest,N.Masc.Inan,A2,"Golosa, MiP, LM",1,лесу,Loc.Sing,Давайте устроим пикник в лесу?,Let's have a picnic at the woods?,_,путешествие
лес,1915,forest,N.Masc.Inan,A2,"Golosa, MiP, LM",2,леса,Gen.Sing,Папа вернулся из леса и принёс малину.,Dad has come from the forest and brought some raspberry.,_,путешествие
лес,1916,forest,N.Masc.Inan,A2,"Golosa, MiP, LM",3,лес,Acc.Sing,Завтра мы идём в лес собирать грибы.,We'll go to the forest to grab some mushrooms tomorrow.,_,путешествие
лестница,1917,stairs,N.Fem.Inan,A2,"Golosa, LM",1,лестнице,Dat.Sing,"Лифт не работает, пойдём по лестнице.","The elevator doesn't work, let's walk.",_,жильё
лестница,1918,stairs,N.Fem.Inan,A2,"Golosa, LM",2,лестницы,Gen.Sing,Я буду ждать тебя у лестницы.,I'll be waiting for you at the stairs. ,_,жильё
лестница,1919,stairs,N.Fem.Inan,A2,"Golosa, LM",3,лестницу,Acc.Sing,"Петя открыл дверь, и на лестницу выбежала его собака.","Petya has opened the door, and his dog run out onto the stairs.",_,жильё
летать,1920,fly,V,A2,LM,1,летают,Plur.3.Pres/Fut,Над моим домом часто летают самолёты.,Planes often fly over my house.,_,путешествие
летать,1921,fly,V,A2,LM,2,летать,Inf,Я боюсь летать на самолёте.,I'm afraid of flying by plane.,_,путешествие
летать,1922,fly,V,A2,LM,3,летал,Masc.Sing.Past,Миша никогда не летал на самолёте.,Misha has never flown by plane.,_,путешествие
лететь,1923,fly,V,A2,"Golosa, LM",1,летят,Plur.3.Pres/Fut,Осенью многие птицы летят на юг.,Many birds fly south in autumn.,_,путешествие
лететь,1924,fly,V,A2,"Golosa, LM",2,летит,Sing.3.Pres/Fut,"Смотри, как низко летит самолёт!","Look, the plane flies so low!",_,путешествие
лететь,1925,fly,V,A2,"Golosa, LM",3,летели,Plur.Past,Мы летели в Амстердам с пересадками.,We have flown to Amsterdam with tranfers.,_,путешествие
летний,1926,summer,A,A2,"MiP, LM",1,летний,Nom.Masc.Sing,Этот летний лагерь организуют мои знакомые.,This summer camp is organized by my friends.,_,"время, описание"
летний,1927,summer,A,A2,"MiP, LM",2,летние,Nom.Plur,"Ура, скоро летние каникулы!","Hurray, summer holidays are coming!",_,"время, описание"
летний,1928,summer,A,A2,"MiP, LM",3,летним,Ins.Masc.Sing,Люблю гулять летним вечером.,I love to walk in summer evening.,_,"время, описание"
лить,1929,pour,V,A2,LM,1,льют,Plur.3.Pres/Fut,Студенты льют слёзы из-за сложного экзамена.,Students slop tears because of difficult exam.,_,погода
лить,1930,pour,V,A2,LM,2,льёт,Sing.3.Pres/Fut,На улице льёт дождь.,It's raining hard outside.,_,погода
лить,1931,pour,A,A2,LM,3,лито,Neut.Sing,_,_,_,погода
лифт,1932,elevator,N.Masc.Inan,A2,"Golosa, MiP, LM",1,лифте,Loc.Sing,Я поеду на лифте.,I'll take the elevator.,_,жильё
лифт,1933,elevator,N.Masc.Inan,A2,"Golosa, MiP, LM",2,лифта,Gen.Sing,В моём доме нет лифта.,I don't have an elevator in my house.,_,жильё
лифт,1934,elevator,N.Masc.Inan,A2,"Golosa, MiP, LM",3,лифтом,Ins.Sing,Я живу на втором этаже и не пользуюсь лифтом.,I live on the second floor and don't use an elevator.,_,жильё
лоб,1935,forehead,N.Masc.Inan,A2,"LM, Кс",1,лоб,Acc.Sing,Иван рассердился и наморщил лоб.,Ivan was angry and furrowed the brow.,_,люди
лоб,1936,forehead,N.Masc.Inan,A2,"LM, Кс",2,лбу,Dat.Sing,Саша ударил Петю по лбу.,Sasha hit Petya over the forehead.,_,люди
лоб,1937,forehead,N.Masc.Inan,A2,"LM, Кс",3,лба,Gen.Sing,Антон вытер пот со лба.,Anton wiped the sweat from his forehead.,_,люди
луна,1938,moon,N.Fem.Inan,A2,LM,1,луна,Nom.Sing,Сегодня на небе полная луна.,The full moon is in the sky today.,_,погода
луна,1939,moon,N.Fem.Inan,A2,LM,2,луны,Gen.Sing,Расстояние от Земли до Луны около четырёхсот километров.,It's near 400 kilometers from Earth to the Moon.,_,погода
луна,1940,moon,N.Fem.Inan,A2,LM,3,луну,Acc.Sing,Волки воют на луну.,Wolfs howl at the moon.,_,погода
лыжа,1941,ski,N.Fem.Inan,A2,LM,1,лыжах,Loc.Plur,Моя мама любит кататься на лыжах.,My mom likes to ski.,_,свободное время
медленный,1942,slow,A,A2,LM,1,медленными,Ins.Plur,Он шёл медленными шагами.,He marched in slow time.,_,описание
медленный,1943,slow,A,A2,LM,2,медленный,Nom.Masc.Sing,Начался медленный танец.,The grave dance started.,_,описание
медленный,1944,slow,A,A2,LM,3,медленные,Inan.Acc.Plur,Я услышал чьи-то медленные шаги.,I've heard someone's crawling.,_,описание
медсестра,1945,nurse,N.Fem.Anim,A2,"Golosa, LM",1,медсестра,Nom.Sing,Медсестра перевязала мне рану.,The nurse dressed my wound.,_,"люди, учёба/работа"
медсестра,1946,nurse,N.Fem.Anim,A2,"Golosa, LM",2,медсестрой,Ins.Sing,Раньше моя мама работала медсестрой.,My mom used to be a nurse.,_,"люди, учёба/работа"
медсестра,1947,nurse,N.Fem.Anim,A2,"Golosa, LM",3,медсестёр,Gen.Plur,Сейчас мало хороших медсестёр.,There are few good nurses now.,_,"люди, учёба/работа"
международный,1948,international,A,A2,"Golosa, LM",1,международных,Gen.Plur,Лена учится на факультете международных отношений.,Lena studies at the faculty of international relations.,_,описание
международный,1949,international,A,A2,"Golosa, LM",2,международные,Nom.Plur,В Москве прошли международные соревнования по плаванию.,International swimming sompetitions were held in Moscow.,_,описание
международный,1950,international,A,A2,"Golosa, LM",3,международный,Nom.Masc.Sing,Международный фестиваль молодёжи прошёл в 2017 году в Сочи.,The International Youth Festival was held in 2017 in Sochi.,_,описание
менять,1951,change,V,A2,LM,1,менять,Inf,Хамелеоны могут менять цвет кожи.,Chameleons can change skin color.,_,описание
менять,1952,change,V,A2,LM,2,меняет,Sing.3.Pres/Fut,"""Иван Васильевич меняет профессию"" - это фильм про путешествие во времени.","""Ivan Vasilievich: Back to the Future"" is a film about time travel.",_,описание
менять,1953,change,V,A2,LM,3,меняют,Plur.3.Pres/Fut,Войска меняют тактику и используют другое оружие.,The forces change tactics and use other weapons.,_,описание
мертвый,1954,dead,A,A2,LM,1,мертв,Masc.Sing,"Когда врачи приехали, писатель был уже мёртв.","When the doctors come, the writer had been dead already.",_,"здоровье, описание"
мертвый,1955,dead,N.Masc.Anim,A2,LM,2,мёртвых,Acc.Plur,Аид - это царство мёртвых в греческих мифах.,Hades is  kingdom of the dead in Greek myths.,_,"здоровье, описание"
мертвый,1956,dead,A,A2,LM,3,мёртвым,Ins.Masc.Sing,Он был найден мёртвым в отеле.,He was found dead in the hotel.,_,"здоровье, описание"
мечта,1957,dream,N.Fem.Inan,A2,"MiP, LM",1,мечты,Gen.Sing,У меня нет мечты.,I don't have a dream.,_,внутренний мир
мечта,1958,dream,N.Fem.Inan,A2,"MiP, LM",2,мечта,Nom.Sing,Моя мечта - научиться танцевать.,My dream is to learn how to dance.,_,внутренний мир
мечта,1959,dream,N.Fem.Inan,A2,"MiP, LM",3,мечту,Acc.Sing,Я осуществил свою давнюю мечту.,I realized my old dream.,_,внутренний мир
мешать,1960,disturb,V,A2,LM,1,мешает,Sing.3.Pres/Fut,"Выключи телевизор, он мешает мне работать.","Turn off the TV, it keeps me from work. ",_,"свободное время, учёба/работа"
мешать,1961,disturb,V,A2,LM,2,мешают,Plur.3.Pres/Fut,Соседи шумят и мешают нам спать.,Our neighbours are making noise and keep off sleep.,_,"свободное время, учёба/работа"
мешать,1962,disturb,V,A2,LM,3,мешать,Inf,Не буду тебе мешать.,I won't bother you.,_,"свободное время, учёба/работа"
милиционер,1963,policeman,N.Masc.Anim,A2,"Golosa, LM",1,милиционер,Nom.Sing,Милиционер проверил мои водительские права.,The policeman checked my driver's license.,_,"люди, учёба/работа"
милиционер,1964,policeman,N.Masc.Anim,A2,"Golosa, LM",2,милиционера,Gen.Sing,"Преступник попытался убежать от милиционера, но не смог.",The criminal tried to run away from the policeman but couldn't.,_,"люди, учёба/работа"
милиционер,1965,policeman,N.Masc.Anim,A2,"Golosa, LM",3,милиционеров,Gen.Plur,Рядом с клубом стояло несколько милиционеров.,Policemen stood near the club.,_,"люди, учёба/работа"
милый,1966,cute,A,A2,"MiP, LM",1,мила,Fem.Sing,Эта девушка очень мила.,This girl is very pretty.,_,описание
милый,1967,cute,A,A2,"MiP, LM",2,милый,Nom.Masc.Sing,Какой милый котёнок!,What a cute kitten!,_,описание
милый,1968,cute,A,A2,"MiP, LM",3,милым,Ins.Masc.Sing,Напротив меня сидела девушка с очень милым лицом.,The girl with a pretty face sat in the opposite.,_,описание
минус,1969,disadvantage,N.Masc.Inan,A2,"Golosa, LM",1,минус,Nom.Sing,Главный минус фильма - плохая игра актёров.,The main disadvantage of the film is a bad acting.,_,описание
минус,1970,disadvantage,N.Masc.Inan,A2,"Golosa, LM",2,минусы,Nom.Plur,Какие есть плюсы и минусы высшего образования?,What are the pros and cons of higher education?,_,описание
минус,1971,disadvantage,N.Masc.Inan,A2,"Golosa, LM",3,минусов,Gen.Plur,"Мне кажется, у этой профессии нет минусов.",It seems that this profession has no disadvantages.,_,описание
мирный,1972,peaceful,A,A2,LM,1,мирным,Ins.Masc.Sing,Мы решили конфликт мирным путём.,We've resolved the conflict peacefully.,_,"описание, политика"
мирный,1973,peaceful,A,A2,LM,2,мирное,Inan.Acc.Neut.Sing,Войска напали на мирное население.,The forces attacked civilians.,_,"описание, политика"
мирный,1974,peaceful,A,A2,LM,3,мирные,Nom.Plur,Мирные жители устроили засаду.,The civilians made an ambush.,_,"описание, политика"
модный,1975,fashionable,A,A2,"Golosa, LM",1,модным,Ins.Masc.Sing,На вечеринке я познакомилась с модным дизайнером одежды.,I met a fashion designer at the party.,_,"описание, магазин"
модный,1976,fashionable,A,A2,"Golosa, LM",2,модные,Inan.Acc.Plur,Эти модные туфли я купила на распродаже.,I bought there fashionable shoes on sale.,_,"описание, магазин"
модный,1977,fashionable,A,A2,"Golosa, LM",3,модное,Inan.Acc.Neut.Sing,Где ты нашла это модное платье?,Where did you find this fashionable dress?,_,"описание, магазин"
молодежь,1978,youth,N.Fem.Inan,A2,LM,1,молодёжи,Gen.Sing,Рэп популярен среди молодёжи.,Rap is popular music among young people.,_,люди
молодежь,1979,youth,N.Fem.Inan,A2,LM,2,молодёжь,Nom.Sing,Молодёжь заполнила весь клуб.,The youth filled the entire club.,_,люди
молодежь,1980,youth,N.Fem.Inan,A2,LM,3,молодёжью,Ins.Sing,Мэр города устроил встречу с молодёжью.,The mayor of the city arranged a meeting with the youth.,_,люди
молодец,1981,well done,N.Masc.Anim,A2,LM,1,молодец,Nom.Sing,Ты молодец!,Well done!,_,"люди, описание"
молодец,1982,well done,N.Masc.Anim,A2,LM,2,молодцы,Nom.Plur,"Актёры - молодцы, мне очень понравился спектакль!","The actors did their job great, I really liked the show.",_,"люди, описание"
молодец,1983,well done,N.Masc.Anim,A2,LM,3,молодца,Gen.Sing,_,_,_,"люди, описание"
молодость,1984,youth,N.Fem.Inan,A2,LM,1,молодости,Gen.Sing,Во времена моей молодости такого не было.,That didn't happen in the days of my youth.,_,"время, люди"
молодость,1985,youth,N.Fem.Inan,A2,LM,2,молодостью,Ins.Sing,Ещё рано прощаться с молодостью.,It's too early to say goodbye to youth.,_,"время, люди"
молодость,1986,youth,N.Fem.Inan,A2,LM,3,молодость,Nom.Sing,Молодость - это прекрасное время!,The youth is a great time!,_,"время, люди"
молчать,1987,be silent,V,A2,LM,1,молчал,Masc.Sing.Past,"Петя молчал и не знал, что сказать.",Petya was silent and didn't know what to say.,_,"люди, общение, описание"
молчать,1988,be silent,V,A2,LM,2,молчит,Sing.3.Pres/Fut,Он смотрит на меня и молчит.,He is looking at me and keep silence.,_,"люди, общение, описание"
молчать,1989,be silent,V,A2,LM,3,молчать,Inf,Я буду молчать о вашем секрете.,I'll keep your secret.,_,"люди, общение, описание"
момент,1990,moment,N.Masc.Inan,A2,"MiP, LM",1,момент,Acc.Sing,Ты выбрал неподходящий момент для этого разговора.,You choose wrong time for this conversation.,_,время
момент,1991,moment,N.Masc.Inan,A2,"MiP, LM",2,момента,Gen.Sing,Я хочу дождаться подходящего момента.,I want to wait for the right moment.,_,время
момент,1992,moment,N.Masc.Inan,A2,"MiP, LM",3,моменты,Acc.Plur,"Депутаты обсудили важные моменты, которые касаются нового закона.",The deputies discussed the important points that relate to the new law.,_,время
мыло,1993,soap,N.Neut.Inan,A2,LM,1,мыло,Acc.Sing,Купи мыло по дороге домой.,Buy the soap on your way home.,_,"здоровье, жильё"
мыло,1994,soap,N.Neut.Inan,A2,LM,2,мыла,Gen.Sing,У нас дома нет мыла.,We don't have a soap at home.,_,"здоровье, жильё"
мыло,1995,soap,N.Neut.Inan,A2,LM,3,мылом,Ins.Sing,Помой руки с мылом перед едой.,Wash your hands with soap and water before meal.,_,"здоровье, жильё"
мыть,1996,wash,V,A2,LM,1,мыть,Inf,Сегодня я буду мыть полы.,Today I'll mop the floors.,_,"здоровье, жильё"
мыть,1997,wash,V,A2,LM,2,мыла,Fem.Sing.Past,"Я мыла посуду вчера, теперь твоя очередь.","I washed the dishes yesterday, now it's your turn.",_,"здоровье, жильё"
мыть,1998,wash,V,A2,LM,3,моют,Plur.3.Pres/Fut,Весной многие люди моют окна.,Many people wash windown in springtime.,_,"здоровье, жильё"
мягкий,1999,soft,A,A2,"Golosa, LM",1,мягкое,Inan.Acc.Neut.Sing,Недавно мы купили мягкое и удобное кресло.,Recently we've bought soft and comfortable armchair.,_,описание
мягкий,2000,soft,A,A2,"Golosa, LM",2,мягкой,Ins.Fem.Sing,Это двухместный номер с мягкой мебелью и телевизором.,This is a double room with soft furniture.,_,описание
мягкий,2001,soft,A,A2,"Golosa, LM",3,мягким,Ins.Masc.Sing,Италия - страна с мягким климатом.,Italy is a country with a mild climate.,_,описание
мяч,2002,ball,N.Masc.Inan,A2,LM,1,мяч,Acc.Sing,Кинь мне мяч!,Throw me a ball!,_,свободное время
мяч,2003,ball,N.Masc.Inan,A2,LM,2,мячу,Dat.Sing,Саша ударил по мячу и забил гол.,Sasha hit the ball and scored a goal.,_,свободное время
мяч,2004,ball,N.Masc.Inan,A2,LM,3,мячей,Gen.Plur,"В магазине много разных мячей: футбольных, баскетбольных и волейбольных.","There a lot of different balls in the shop: football, basketball and volleyball.",_,свободное время
надежда,2005,hope,N.Fem.Inan,A2,LM,1,надежда,Nom.Sing,У нас появилась надежда на лучшее.,Now we have hope for the best.,_,внутренний мир
надежда,2006,hope,N.Fem.Inan,A2,LM,2,надежды,Gen.Sing,У меня уже нет никакой надежды.,I have no hope now.,_,внутренний мир
надежда,2007,hope,N.Fem.Inan,A2,LM,3,надежду,Acc.Sing,Это вселяет надежду.,It gives us hope.,_,внутренний мир
надеяться,2008,hope,V,A2,"Golosa, MiP, LM",1,надеюсь,Sing.1.Pres/Fut,"Я надеюсь, что ты выступишь хорошо завтра!",I hope you perform well tomorrow.,_,внутренний мир
надеяться,2009,hope,V,A2,"Golosa, MiP, LM",2,надеяться,Inf,Нужно всегда надеяться на лучшее.,We must always hope for the best.,_,внутренний мир
надеяться,2010,hope,V,A2,"Golosa, MiP, LM",3,надеются,Plur.3.Pres/Fut,Компания надеется повторить прошлогодний успех.,The company hopes to repeat last year’s success.,_,внутренний мир
нарисовать,2011,draw,V,A2,LM,1,нарисовал,Masc.Sing.Past,Сальвадор Дали нарисовал свою первую картину ещё в детстве.,Salvador Dali painted his first picture in childhood.,_,свободное время
нарисовать,2012,draw,V,A2,LM,2,нарисовать,Inf,Я хочу нарисовать твой портрет!,I want to draw your portrait!,_,свободное время
нарисовать,2013,draw,A,A2,LM,3,нарисованы,Plur,На стене нарисованы цветы.,The flowers are painted on the  wall.,_,свободное время
народ,2014,_,N.Masc.Inan,A2,LM,1,народ,Nom.Sing,_,_,_,_
народ,2015,_,N.Masc.Inan,A2,LM,2,народа,Gen.Sing,_,_,_,_
народ,2016,_,N.Masc.Inan,A2,LM,3,народов,Gen.Plur,_,_,_,_
наука,2017,_,N.Fem.Inan,A2,LM,1,науки,Gen.Sing,_,_,_,_
наука,2018,_,N.Fem.Inan,A2,LM,2,наук,Gen.Plur,_,_,_,_
наука,2019,_,N.Fem.Inan,A2,LM,3,наука,Nom.Sing,_,_,_,_
находить,2020,_,V,A2,"Golosa, MiP, LM",1,находит,Sing.3.Pres/Fut,_,_,_,_
находить,2021,_,V,A2,"Golosa, MiP, LM",2,находят,Plur.3.Pres/Fut,_,_,_,_
находить,2022,_,V,A2,"Golosa, MiP, LM",3,находить,Inf,_,_,_,_
начало,2023,_,N.Neut.Inan,A2,LM,1,начале,Loc.Sing,_,_,_,_
начало,2024,_,N.Neut.Inan,A2,LM,2,начала,Gen.Sing,_,_,_,_
начало,2025,_,N.Neut.Inan,A2,LM,3,начало,Nom.Sing,_,_,_,_
начать,2026,_,V,A2,MiP,1,начал,Masc.Sing.Past,_,_,_,_
начать,2027,_,V,A2,MiP,2,начали,Plur.Past,_,_,_,_
начать,2028,_,V,A2,MiP,3,начала,Fem.Sing.Past,_,_,_,_
начинать,2029,_,V,A2,"MiP, LM",1,начинает,Sing.3.Pres/Fut,_,_,_,_
начинать,2030,_,V,A2,"MiP, LM",2,начинают,Plur.3.Pres/Fut,_,_,_,_
начинать,2031,_,V,A2,"MiP, LM",3,начиная,Pres/Fut,_,_,_,_
начинаться,2032,_,V,A2,"Golosa, LM",1,начинается,Sing.3.Pres/Fut,_,_,_,_
начинаться,2033,_,V,A2,"Golosa, LM",2,начиналась,Fem.Sing.Past,_,_,_,_
начинаться,2034,_,V,A2,"Golosa, LM",3,начинаются,Plur.3.Pres/Fut,_,_,_,_
небо,2035,_,N.Neut.Inan,A2,LM,1,неба,Gen.Sing,_,_,_,_
небо,2036,_,N.Neut.Inan,A2,LM,2,небе,Loc.Sing,_,_,_,_
небо,2037,_,N.Neut.Inan,A2,LM,3,небо,Nom.Sing,_,_,_,_
несчастие,2038,_,N.Neut.Inan,A2,LM,1,несчастья,Nom.Plur,_,_,_,_
несчастие,2039,_,N.Neut.Inan,A2,LM,2,несчастий,Gen.Plur,_,_,_,_
несчастный,2040,_,A,A2,LM,1,несчастная,Nom.Fem.Sing,_,_,_,_
несчастный,2041,_,A,A2,LM,2,несчастного,Anim.Acc.Masc.Sing,_,_,_,_
несчастный,2042,_,A,A2,LM,3,несчастных,Gen.Plur,_,_,_,_
низкий,2043,_,A,A2,"Golosa, LM",1,ниже,Comp,_,_,_,_
низкий,2044,_,A,A2,"Golosa, LM",2,низкий,Nom.Masc.Sing,_,_,_,_
низкий,2045,_,A,A2,"Golosa, LM",3,низкая,Nom.Fem.Sing,_,_,_,_
нос,2046,_,N.Masc.Inan,A2,"Golosa, LM",1,нос,Acc.Sing,_,_,_,_
нос,2047,_,N.Masc.Inan,A2,"Golosa, LM",2,носом,Ins.Sing,_,_,_,_
нос,2048,_,N.Masc.Inan,A2,"Golosa, LM",3,носа,Gen.Sing,_,_,_,_
носок,2049,_,N.Masc.Inan,A2,LM,1,носки,Acc.Plur,_,_,_,_
носок,2050,_,N.Masc.Inan,A2,LM,2,носках,Loc.Plur,_,_,_,_
носок,2051,_,N.Masc.Inan,A2,LM,3,носком,Ins.Sing,_,_,_,_
обещать,2052,_,V,A2,"Golosa, LM",1,обещал,Masc.Sing.Past,_,_,_,_
обещать,2053,_,V,A2,"Golosa, LM",2,обещает,Sing.3.Pres/Fut,_,_,_,_
обещать,2054,_,V,A2,"Golosa, LM",3,обещают,Plur.3.Pres/Fut,_,_,_,_
общество,2055,_,N.Neut.Inan,A2,"Golosa, LM",1,общества,Gen.Sing,_,_,_,_
общество,2056,_,N.Neut.Inan,A2,"Golosa, LM",2,обществе,Loc.Sing,_,_,_,_
общество,2057,_,N.Neut.Inan,A2,"Golosa, LM",3,общество,Nom.Sing,_,_,_,_
объявление,2058,_,N.Neut.Inan,A2,"Golosa, LM",1,объявления,Acc.Plur,_,_,_,_
объявление,2059,_,N.Neut.Inan,A2,"Golosa, LM",2,объявление,Acc.Sing,_,_,_,_
объявление,2060,_,N.Neut.Inan,A2,"Golosa, LM",3,объявлений,Gen.Plur,_,_,_,_
объяснять,2061,_,V,A2,"Golosa, LM",1,объяснять,Inf,_,_,_,_
объяснять,2062,_,V,A2,"Golosa, LM",2,объясняет,Sing.3.Pres/Fut,_,_,_,_
объяснять,2063,_,V,A2,"Golosa, LM",3,объясняют,Plur.3.Pres/Fut,_,_,_,_
обыкновенный,2064,_,A,A2,"Golosa, LM",1,обыкновенный,Nom.Masc.Sing,_,_,_,_
обыкновенный,2065,_,A,A2,"Golosa, LM",2,обыкновенная,Nom.Fem.Sing,_,_,_,_
обыкновенный,2066,_,A,A2,"Golosa, LM",3,обыкновенных,Gen.Plur,_,_,_,_
обычный,2067,_,A,A2,"Golosa, LM",1,обычная,Nom.Fem.Sing,_,_,_,_
обычный,2068,_,A,A2,"Golosa, LM",2,обычные,Nom.Plur,_,_,_,_
обычный,2069,_,A,A2,"Golosa, LM",3,обычных,Gen.Plur,_,_,_,_
огромный,2070,_,A,A2,"Golosa, LM",1,огромный,Nom.Masc.Sing,_,_,_,_
огромный,2071,_,A,A2,"Golosa, LM",2,огромным,Ins.Masc.Sing,_,_,_,_
огромный,2072,_,A,A2,"Golosa, LM",3,огромное,Nom.Neut.Sing,_,_,_,_
одеваться,2073,_,V,A2,"Golosa, LM",1,одеваться,Inf,_,_,_,_
одеваться,2074,_,V,A2,"Golosa, LM",2,одевались,Plur.Past,_,_,_,_
одеваться,2075,_,V,A2,"Golosa, LM",3,одевайся,Imper.Sing.2,_,_,_,_
одинаковый,2076,_,A,A2,LM,1,одинаковый,Nom.Masc.Sing,_,_,_,_
одинаковый,2077,_,A,A2,LM,2,одинаковые,Nom.Plur,_,_,_,_
одинаковый,2078,_,A,A2,LM,3,одинаковы,Plur,_,_,_,_
озеро,2079,_,N.Neut.Inan,A2,"Golosa, MiP, LM",1,озера,Gen.Sing,_,_,_,_
озеро,2080,_,N.Neut.Inan,A2,"Golosa, MiP, LM",2,озеро,Acc.Sing,_,_,_,_
озеро,2081,_,N.Neut.Inan,A2,"Golosa, MiP, LM",3,озере,Loc.Sing,_,_,_,_
окончание,2082,_,N.Neut.Inan,A2,LM,1,окончания,Gen.Sing,_,_,_,_
окончание,2083,_,N.Neut.Inan,A2,LM,2,окончании,Loc.Sing,_,_,_,_
окончание,2084,_,N.Neut.Inan,A2,LM,3,окончание,Nom.Sing,_,_,_,_
опытный,2085,_,A,A2,LM,1,опытный,Nom.Masc.Sing,_,_,_,_
опытный,2086,_,A,A2,LM,2,опытные,Nom.Plur,_,_,_,_
опытный,2087,_,A,A2,LM,3,опытным,Ins.Masc.Sing,_,_,_,_
осенний,2088,_,A,A2,LM,1,осенний,Nom.Masc.Sing,_,_,_,_
осенний,2089,_,A,A2,LM,2,осеннем,Loc.Masc.Sing,_,_,_,_
осенний,2090,_,A,A2,LM,3,осенней,Gen.Fem.Sing,_,_,_,_
основной,2091,_,A,A2,LM,1,основном,Loc.Neut.Sing,_,_,_,_
основной,2092,_,A,A2,LM,2,основных,Gen.Plur,_,_,_,_
основной,2093,_,A,A2,LM,3,основная,Nom.Fem.Sing,_,_,_,_
