Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
ловить,3660,catch,V,B1,"MiP, LM",3,ловят,Imperf.Plur.3,В этом районе часто ловят преступников.,Criminals are often caught in this area.,_,"свободное время, учёба/работа",
причастный,3661,involved,A,B1,LM,1,причастны,Plur,Эти люди причастны к преступлению.,These people are involved in the crime.,_,"люди, общение",
причастный,3662,involved,A,B1,LM,2,причастен,Masc.Sing,"Следствие показало, что Иван не причастен к убийству.",The investigation showed that Ivan was not involved in the murder.,_,"люди, общение",
причастный,3663,involved,A,B1,LM,3,причастных,Gen.Plur,Благодарю всех причастных к организации праздника!,Thank everyone who was involved in organizing this event!,_,"люди, общение",
чередование,3664,alternation,N.Neut.Inan,B1,LM,1,чередованием,Ins.Sing,Это слово с чередованием согласных в корне.,This word contains a consonant alternation in the root.,_,учёба/работа,
чередование,3665,alternation,N.Neut.Inan,B1,LM,2,чередование,Nom.Sing,В этом произведении очень красивое чередование звуков.,There is very beautiful alternation of sounds in this melody.,_,учёба/работа,
чередование,3666,alternation,N.Neut.Inan,B1,LM,3,чередования,Gen.Sing,Написание некоторых слов в русском языке трудно запомнить из-за чередования согласных.,It's hard to remember the spelling of some words in Russian because of consonant alternation.,_,учёба/работа,
лодка,3667,boat,N.Fem.Inan,B1,LM,1,лодки,Gen.Sing,"Мы взяли с собой много вещей, и они чуть не выпали из лодки.",We took a lot of things with us and they almost fell overboard.,_,"путешествие, свободное время",
лодка,3668,boat,N.Fem.Inan,B1,LM,2,лодка,Nom.Sing,У берега стояла старая деревянная лодка.,An old wooden boat stood near the shore.,_,"путешествие, свободное время",
лодка,3669,boat,N.Fem.Inan,B1,LM,3,лодку,Acc.Sing,Мы взяли лодку напрокат.,We rented a boat.,_,"путешествие, свободное время",
ложиться,3670,lie down,V,B1,"Golosa, LM",1,ложится,Imperf.Sing.3,В этом случае вся ответственность ложится на тебя.,All responsibility falls on you in this case.,_,люди,
ложиться,3671,lie down,V,B1,"Golosa, LM",2,ложиться,Imperf.Inf,"Ане нужно ложиться в больницу на две недели, но она не хочет.",Anya has to go to the hospital for 2 weeks but really doesn't want to.,_,люди,
ложиться,3672,lie down,V,B1,"Golosa, LM",3,ложись,Imperf.Imper.Sing.2,"Ложись спать, завтра нужно рано вставать!","Go to bed, we have to get up early tomorrow!",_,люди,
ломать,3673,break,V,B1,"Golosa, LM",1,ломать,Imperf.Inf,Я не хочу ломать голову над этой задачей.,I don't want to wrestle with this problem.,_,люди,
ломать,3674,break,V,B1,"Golosa, LM",2,ломает,Imperf.Sing.3,Зачем он ломает комедию? Мне это не нравится.,Why is he putting on an act? I don't like it.,_,люди,
ломать,3675,break,V,B1,"Golosa, LM",3,ломают,Imperf.Plur.3,Над проблемой глобального потепления ломают головы многие учёные.,Many scientists are wrestling with the problem of global warming.,_,люди,
лошадь,3676,horse,N.Fem.Anim,B1,LM,1,лошадей,Acc.Plur,Летом я был в деревне и кормил лошадей.,In the summer I was in the village and fed the horses.,_,животные/растения,
лошадь,3677,horse,N.Fem.Anim,B1,LM,2,лошадь,Nom.Sing,Лошадь увидела меня и замотала головой.,The horse saw me and shook its head.,_,животные/растения,
лошадь,3678,horse,N.Fem.Anim,B1,LM,3,лошади,Nom.Plur,Лошади – это очень умные животные.,Horses are very smart animals.,_,животные/растения,
лук,3679,onion,N.Masc.Inan,B1,"Golosa, LM, Поехали",1,лука,Gen.Sing,Я буду суп без лука.,I'll have the soup without onions.,_,еда,
лук,3680,onion,N.Masc.Inan,B1,"Golosa, LM, Поехали",2,луком,Ins.Sing,Я пожарю мясо с овощами и луком.,I'll cook some meat with vegetables and onions.,,еда,
лук,3681,onion,N.Masc.Inan,B1,"Golosa, LM, Поехали",3,лук,Nom.Sing,Лук придаёт блюду остроты.,Onion adds spice to a dish.,,еда,
лук,3679а,bow,N.Masc.Inan,B1,,1,лука,Gen.Sing,Ты умеешь стрелять из лука?,Do you know how to shoot from a bow and arrow?,_,свободное время,
лук,3680а,bow,N.Masc.Inan,B1,,2,лук,Nom.Sing,Лук – это древнее оружие дальнего боя.,The bow is an ancient long-range battle weapon.,_,свободное время,
лук,3681а,bow,N.Masc.Inan,B1,,3,луком,Ins.Sing,В кино эльфы всегда пользуются луком.,In movies elves always use bows and arrows.,,свободное время,
любой,3682,any,A,B1,"Golosa, LM",1,любую,Acc.Fem.Sing,Я люблю гулять на улице в любую погоду.,I love to walk outside in all kinds of weather.,_,описание,
любой,3683,any,A,B1,"Golosa, LM",2,любой,Gen.Fem.Sing,Из любой ситуации можно извлечь пользу.,You can benefit from any situation.,_,описание,
любой,3684,any,A,B1,"Golosa, LM",3,любого,Gen.Masc.Sing,Спортом полезно заниматься человеку любого возраста.,Doing sports is useful for people of any age.,_,описание,
маршрут,3685,route,N.Masc.Inan,B1,LM,1,маршрут,Nom.Sing,"Этот маршрут слишком сложный, нужно придумать другой.","This route is too complicated, so we need to think of another one.",_,"путешествие, транспорт",
маршрут,3686,route,N.Masc.Inan,B1,LM,2,маршрута,Gen.Sing,Протяжённость нашего маршрута – пятьдесят километров.,The length of our route is 50 kilometers.,_,"путешествие, транспорт",
маршрут,3687,route,N.Masc.Inan,B1,LM,3,маршруту,Dat.Sing,Поезд следует по маршруту Москва – Санкт-Петербург.,The train follows the Moscow-St. Petersburg route.,_,"путешествие, транспорт",
мастер,3688,master,N.Masc.Anim,B1,"Golosa, LM",1,мастер,Nom.Sing,Мастер был доволен моей работой.,The boss was pleased with my work.,_,"люди, свободное время, учёба/работа",
мастер,3689,master,N.Masc.Anim,B1,"Golosa, LM",2,мастеров,Gen.Plur,Иван Шишкин – один из лучших мастеров живописи.,Ivan Shishkin is one of the greatest masters of painting.,_,"люди, свободное время, учёба/работа",
мастер,3690,master,N.Masc.Anim,B1,"Golosa, LM",3,мастера,Nom.Plur,В экзаменационной комиссии сидели признанные мастера.,There were respected experts in the examination committee.,_,"люди, свободное время, учёба/работа",
матч,3691,match,N.Masc.Inan,B1,"Golosa, LM",1,матча,Gen.Sing,Я угадал результаты этого футбольного матча!,I guessed the result of this soccer match!,_,свободное время,
матч,3692,match,N.Masc.Inan,B1,"Golosa, LM",2,матче,Loc.Sing,В матче приняли участие лучшие игроки клуба.,The best players in the club took part in the match.,_,свободное время,
матч,3693,match,N.Masc.Inan,B1,"Golosa, LM",3,матчи,Acc.Plur,Мой отец любит смотреть матчи по телевизору.,My dad loves to watch soccer matches on TV.,_,свободное время,
медведь,3694,bear,N.Masc.Anim,B1,"MiP, LM",1,медведь,Nom.Sing,Медведь вышел навстречу охотнику.,A bear went toward the hunter.,_,животные/растения,
медведь,3695,bear,N.Masc.Anim,B1,"MiP, LM",2,медведи,Nom.Plur,Зимой медведи впадают в спячку.,In winter bears go into hibernation. ,_,животные/растения,
медведь,3696,bear,N.Masc.Anim,B1,"MiP, LM",3,медведям,Dat.Plur,Белым медведям бывает непросто добыть себе пищу.,Sometimes it's not easy for polar bears to find food.,_,животные/растения,
повезти,3697,get lucky,V,B1,LM,1,повезло,Perf.Neut.Sing.Past,Тебе очень повезло с родителями!,You're very lucky to have such parents!,_,"люди, внутренний мир",
повезти,3698,get lucky,V,B1,LM,2,повезёт,Perf.Sing.3,"Не расстраивайся, в следующий раз повезёт.","Don't worry, next time you will get lucky.",_,"люди, внутренний мир",
повезти,3699,transport,V,B1,LM,3,повезли,Perf.Plur.Past,"Маше стало плохо, и её повезли в больницу.","Masha got sick, and she was taken to the hospital.",_,транспорт,
мелодия,3700,melody,N.Fem.Inan,B1,LM,1,мелодию,Acc.Sing,"Кажется, я слышу знакомую мелодию.",It seems that I am hearing familiar melody.,_,свободное время,
мелодия,3701,melody,N.Fem.Inan,B1,LM,2,мелодии,Nom.Plur,Мелодии из этого фильма очень красивы.,The songs from this film are very beautiful.,_,свободное время,
мелодия,3702,melody,N.Fem.Inan,B1,LM,3,мелодия,Nom.Sing,Вчера в театре играла очень красивая мелодия.,A beautiful melody was played in the theater yesterday.,_,свободное время,
меньшинство,3703,minority,N.Neut.Inan,B1,LM,1,меньшинств,Gen.Plur,Сейчас особенно важно соблюдать права национальных меньшинств.,Today is very important to respect the rights of national minorities.,_,"мера, политика",
меньшинство,3704,minority,N.Neut.Inan,B1,LM,2,меньшинство,Nom.Sing,Ничтожное меньшинство людей поддержало этого кандидата.,An insignificant minority of people supported this candidate.,_,"мера, политика",
меньшинство,3705,minority,N.Neut.Inan,B1,LM,3,меньшинствами,Ins.Plur,В стране ведётся социальная работа с национальными меньшинствами.,Social work with national minorities is conducted in this country.,_,"мера, политика",
мерить,3706,measure,V,B1,"Golosa, LM",1,меряет,Imperf.Sing.3,Мой дедушка меряет давление каждый день.,My grandpa measures his blood pressure every day.,_,мера,
мерить,3707,measure,V,B1,"Golosa, LM",2,мерил,Imperf.Masc.Sing.Past,"Кажется, ты болен. Ты уже мерил температуру?",It seems that you're sick. Have you taken your temperature?,_,мера,
металл,3708,metal,N.Masc.Inan,B1,LM,1,металлов,Gen.Plur,Маша любит украшения из драгоценных металлов.,Masha loves jewelery made of precious metals.,_,учёба/работа,
металл,3709,metal,N.Masc.Inan,B1,LM,2,металла,Gen.Sing,"Я услышал визг тормозов, скрежет металла, и автобус резко остановился.","I heard the squeaking of brakes and clatter of metal, and the bus suddenly came to a stop.",_,учёба/работа,
металл,3710,metal,N.Masc.Inan,B1,LM,3,металлы,Nom.Plur,Металлы могут образовывать химические соединения.,Metals can form chemical compounds.,_,учёба/работа,
министр,3711,secretary,N.Masc.Anim,B1,LM,1,министр,Nom.Sing,Министр финансов представил план на случай экономического кризиса.,The Minister of Finance presented a plan for use in case of an economic crisis.,_,"люди, политика, учёба/работа",
министр,3712,secretary,N.Masc.Anim,B1,LM,2,министра,Gen.Sing,Недавно был назначен новый заместитель министра обороны.,A new Deputy Minister of Defence was appointed.,_,"люди, политика, учёба/работа",
министр,3713,secretary,N.Masc.Anim,B1,LM,3,министров,Gen.Plur,Один из членов кабинета министров вынужден был уйти в отставку.,One of the cabinet members was forced to resign.,_,"люди, политика, учёба/работа",
мировой,3714,world,A,B1,"Golosa, LM",1,мировой,Gen.Fem.Sing,Одной из причин начала Второй мировой войны стал Версальский договор.,One of the causes for the beginning of World War II was the Treaty of Versailles.,_,"мера, политика",
мировой,3715,world,A,B1,"Golosa, LM",2,мирового,Gen.Masc.Sing,Усэйн Болт – обладатель мирового рекорда в беге.,Usain Bolt holds a world record in running.,_,"мера, политика",
мировой,3716,world,A,B1,"Golosa, LM",3,мировых,Gen.Plur,Редакция подготовила обзор крупнейших мировых рынков за 2018 год.,The editors prepared a survey of the largest world markets in 2018.,_,"мера, политика",
митинг,3717,meeting,N.Masc.Inan,B1,LM,1,митинг,Nom.Sing,В январе 2018 года прошёл массовый митинг оппозиции.,A mass opposition rally took place in January 2018 .,_,политика,
митинг,3718,meeting,N.Masc.Inan,B1,LM,2,митингов,Gen.Plur,Порядок проведения митингов прописан в Федеральном законе.,The rules for conducting rallies is prescribed in the Federal Law.,_,политика,
митинг,3719,meeting,N.Masc.Inan,B1,LM,3,митинги,Acc.Plur,Власти страны пытаются предотвратить массовые митинги.,The authorities are trying to prevent mass rallies.,_,политика,
мнение,3720,opinion,N.Neut.Inan,B1,"Golosa, LM",1,мнению,Dat.Sing,"По мнению экспертов, предоставить доступ к инновационным лекарствам вполне реально.","According to experts, it is entirely possible to allow access to innovative drugs.",_,общение,
мнение,3721,opinion,N.Neut.Inan,B1,"Golosa, LM",2,мнение,Nom.Sing,Мнение большинства по этому вопросу отличается от моего.,The majority opinion on this issue is different from mine.,_,общение,
мнение,3722,opinion,N.Neut.Inan,B1,"Golosa, LM",3,мнения,Nom.Plur,Мнения специалистов о значимости проделанной работы расходятся.,The opinions of experts differ concerning the significance of the work that has been done.,_,общение,
мобильный,3723,mobile,A,B1,"Golosa, MiP, LM",1,мобильных,Gen.Plur,Я недавно сделал приложение для мобильных телефонов.,Recently I made an application for smartphones.,_,"свободное время, общение",
мобильный,3724,mobile,A,B1,"Golosa, MiP, LM",2,мобильный,Nom.Masc.Sing,"Я считаю, что мобильный телефон должен быть прочным и функциональным.",I think that a smartphone should be robust and functional.,_,"свободное время, общение",
мобильный,3725,mobile,A,B1,"Golosa, MiP, LM",3,мобильной,Gen.Fem.Sing,В России существует четыре основных оператора мобильной связи.,There are four main mobile phone providers in Russia.,_,"свободное время, общение",
модель,3726,model,N.Fem.Inan,B1,LM,1,модели,Gen.Sing,Эта задача решается с помощью математической модели.,This problem can be solved by using a mathematical model.,_,учёба/работа,
модель,3727,model,N.Fem.Inan,B1,LM,2,модель,Nom.Sing,Модель поведения подростков сильно отличается от модели поведения детей.,The behavior pattern of teenagers is very different from the behavior pattern of children.,_,учёба/работа,
модель,3728,model,N.Fem.Inan,B1,LM,3,моделей,Gen.Plur,В этом магазине представлено множество моделей одежды.,Many clothing styles are sold in this shop.,_,учёба/работа,
мокрый,3729,wet,A,B1,LM,1,мокрая,Nom.Fem.Sing,"Аккуратнее! Трава ещё мокрая, потому что недавно шёл дождь.",Be careful! The grass is still wet because it has rained.,_,описание,
мокрый,3730,wet,A,B1,LM,2,мокрым,Ins.Neut.Sing,"У Кати высокая температура, поэтому она лежит с мокрым полотенцем на лбу.","Katya has a high fever, that's why she is lying with a wet towel on her forehead.",_,описание,
мокрый,3731,wet,A,B1,LM,3,мокрый,Inan.Acc.Masc.Sing,Петя подскользнулся и упал на мокрый асфальт.,Petya slipped and fell on the wet asphalt.,_,описание,
монета,3732,coin,N.Fem.Inan,B1,LM,1,монета,Nom.Sing,Это старинная серебряная монета.,This is an old silver coin.,_,"учёба/работа, магазин",
