Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
бегать,1426,run,V,A2,"Golosa, LM, МН",2,бегать,Inf,Я привыкла бегать по вечерам после работы.,I’ve gotten in the habit of jogging in the evenings after work.,_,"свободное время, здоровье"
бегать,1427,run,V,A2,"Golosa, LM, МН",3,бегала,Fem.Sing.Past,"Я никогда не бегала так быстро, как вчера на тренировке.",I never ran as fast as I did yesterday at practice.,_,"свободное время, здоровье"
бежать,1428,run,V,A2,LM,1,бежать,Inf,"Я увидел перекресток и не знал, куда бежать дальше: налево или направо?",I saw an intersection and didn’t know which way to run next: to the left or to the right?,_,свободное время
бежать,1429,run,V,A2,LM,2,бежит,Sing.3.Pres/Fut,Передо мной по дороге бежит маленький мальчик.,There is a little boy running on the road in front of me.,_,свободное время
бежать,1430,run,V,A2,LM,3,бежал,Masc.Sing.Past,"Мы спокойно шли по лесу, а наш пес весело бежал впереди по дорожке.",We were slowly walking in the forest and our dog was cheerfully running on a little road ahead of us.,_,свободное время
берег,1431,shore,N.Masc.Inan,A2,LM,1,берегу,Loc.Sing,"На берегу реки не росло ничего, кроме двух берез.",There was nothing growing on the riverside except for two birches.,_,путешествие
берег,1432,shore,N.Masc.Inan,A2,LM,2,берег,Acc.Sing,"Наша экскурсия по Темзе закончилась, и мы спустились на берег.",Our excursion on the river Thames was over and we got off on the river bank.,_,путешествие
берег,1433,shore,N.Masc.Inan,A2,LM,3,берега,Gen.Sing,"Корабль быстро отплывал от берега, и скоро его совсем перестало быть видно.",The ship sailed away from the shore and soon it couldn’t be seen at all.,_,путешествие
беречь,1434,protect,V,A2,LM,1,беречь,Inf,Летом важно беречь кожу от солнца!,In summer it’s important to protect your skin from the sun.,_,люди
беречь,1435,protect,V,A2,LM,2,берёг,Masc.Sing.Past,"В путешествии он почти ничего не покупал, потому что берёг деньги.",He didn’t buy anything during his trip because he was saving money.,_,люди
беречь,1436,protect,V,A2,LM,3,берегла,Fem.Sing.Past,"Она берегла руки при игре в волейбол, потому что работала пианисткой.",She was protecting her hands while playing volleyball because she was working as a pianist.,_,люди
беседовать,1437,talk,V,A2,LM,1,беседовали,Plur.Past,Вчера мы два часа беседовали с другими родителями о воспитании детей.,Yesterday we were talking for 2 hours about up bringing with other parents.,_,"люди, общение"
беседовать,1438,talk,V,A2,LM,2,беседуем,Plur.1.Pres/Fut,Во время наших исследований мы беседуем с местными жителями и выясняем их мнение о городе.,During our studies we talk to the locals and try to find out their opinion about the city.,_,"люди, общение"
беседовать,1439,talk,V,A2,LM,3,беседовать,Inf,У него не было времени беседовать со мной о литературе.,He didn't have time to chat with me about literature.,_,"люди, общение"
бесплатный,1440,free,A,A2,LM,1,бесплатного,Gen.Masc.Sing,В аэропорту Стамбула нет бесплатного интернета.,There’s no free internet in Istanbul airport.,_,магазин
бесплатный,1441,free,A,A2,LM,2,бесплатная,Nom.Fem.Sing,"Вода на этом фестивале — бесплатная, а за еду придется платить.","Water is free in this festival, but you have to pay for food.",_,магазин
бесплатный,1442,free,A,A2,LM,3,бесплатной,Gen.Fem.Sing,В некоторых странах нет бесплатной медицины.,There's no free medical help in some countries.,_,магазин
бесплатный,1443,free,A,A2,Golosa,1,бесплатного,Gen.Masc.Sing,В этом музее ни для кого нет бесплатного входа.,There's no free entrance to anybody in this museum.,_,магазин
бесплатный,1444,free,A,A2,Golosa,2,бесплатная,Nom.Fem.Sing,дублирует 1441,_,_,_
бесплатный,1445,free,A,A2,Golosa,3,бесплатной,Gen.Fem.Sing,дублирует 1442,_,_,_
биография,1446,biography,N.Fem.Inan,A2,LM,1,биография,Nom.Sing,Его биография меня не интересует — я оцениваю человека по личному общению.,His biography doesn’t interest me — I evaluate people by personal communication.,_,люди
биография,1447,biography,N.Fem.Inan,A2,LM,2,биографии,Gen.Sing,На лекции мы узнали много интересных фактов из биографии Толстого.,During the lecture we found out many interesting facts from Tolstoy’s biography.,_,люди
биография,1448,biography,N.Fem.Inan,A2,LM,3,биографию,Acc.Sing,"Если посмотреть на его биографию, становится понятно, почему он уехал из России.","If you look at his biography, it becomes clear why he left Russia.",_,люди
бить,1449,hit,V,A2,LM,1,бьёт,Sing.3.Pres/Fut,"Что делать, если видишь, как кто-то бьёт своего ребенка?",What should you do if you see that someone hits their child?,_,люди
бить,1450,hit,V,A2,LM,2,бить,Inf,В футболе запрещено бить по мячу руками.,It’s prohibited to hit the ball with hands in football.,_,люди
бить,1451,hit,V,A2,LM,3,бил,Masc.Sing.Past,"Муж часто бил свою жену, поэтому она ушла от него.",The husband was often beating his wife so she left him.,_,люди
благодарить,1452,thank,V,A2,LM,1,благодарю,Sing.1.Pres/Fut,"— Возьмите, пожалуйста, ваш билет! — Благодарю!","— Please, take your ticket! — Thank you!",_,"люди, общение"
благодарить,1453,thank,V,A2,LM,2,благодарит,Sing.3.Pres/Fut,Режиссёр благодарит актёров за спектакль.,The director thanks actors for the spectacle.,_,"люди, общение"
благодарить,1454,thank,V,A2,LM,3,благодарил,Masc.Sing.Past,Я встретил Ваню вчера. Он благодарил меня за подарок на день рождения.,I met Vanya yesterday. He thanked me for the present for his birthday.,_,"люди, общение"
бог,1455,god,N.Masc.Anim,A2,"MiP, LM",1,бог,Nom.Sing,"Некоторые верят, что человека создал бог.",Some people believe that the human was created by god.,_,"люди, внутренний мир"
бог,1456,god,N.Masc.Anim,A2,"MiP, LM",2,богу,Dat.Sing,В трудных ситуациях он обращался к богу.,In difficult situations he was addressing to god.,_,"люди, внутренний мир"
бог,1457,god,N.Masc.Anim,A2,"MiP, LM",3,бога,Gen.Sing,Не спрашивайте меня об этом ради бога!,For the god’s sake don’t ask me about it!,_,"люди, внутренний мир"
больница,1458,hospital,N.Fem.Inan,A2,"Golosa, LM",1,больнице,Loc.Sing,"Вася не может работать, он сейчас в больнице.","Vanya can’t work, he’s in hospital now.",_,здоровье
больница,1459,hospital,N.Fem.Inan,A2,"Golosa, LM",2,больницу,Acc.Sing,Он идёт в больницу навестить своего дедушку.,He’s going to the hospital to visit his grandfather.,_,здоровье
больница,1460,hospital,N.Fem.Inan,A2,"Golosa, LM",3,больницы,Gen.Sing,Она вернулась из больницы в пятницу.,She’s back from hospital on Friday.,_,здоровье
булочка,1461,pastry,N.Fem.Inan,A2,"Golosa, MiP, LM, МН",1,булочки,Nom.Plur,Это самые вкусные булочки в пекарне. Попробуйте!,These are the most delicious pastries in the bakery. Taste them!,_,"еда, магазин"
бумага,1462,paper,N.Fem.Inan,A2,LM,1,бумаги,Gen.Sing,Мне нужна ручка и лист бумаги.,I need a pen and a piece of paper.,_,учеба/работа
бумага,1463,paper,N.Fem.Inan,A2,LM,2,бумагу,Acc.Sing,Запишите ваши предложения на бумагу.,Write down your suggestions on paper.,_,учеба/работа
бумага,1464,paper,N.Fem.Inan,A2,LM,3,бумаге,Loc.Sing,Перед выступлением я всегда записываю свою речь на бумаге.,Before the performance I always write my speech on paper.,_,учеба/работа
бутерброд,1465,sandwich,N.Masc.Inan,A2,"Golosa, MiP, LM, МН",1,бутерброды,Acc.Plur,Мама дала нам в школу бутерброды.,Mom gave us sandwiches to school.,_,еда
бутерброд,1466,sandwich,N.Masc.Inan,A2,"Golosa, MiP, LM, МН",2,бутербродах,Loc.Plur,Я не люблю сыр в бутербродах.,I don’t like cheese in sandwiches.,_,еда
бутерброд,1467,sandwich,N.Masc.Inan,A2,"Golosa, MiP, LM, МН",3,бутербродами,Ins.Plur,После уроков мы выпили чай с бутербродами.,After the classes we drank tea with sandwiches.,_,еда
бутылка,1468,bottle,N.Fem.Inan,A2,"Golosa, MiP, LM",1,бутылку,Acc.Sing,В спортзал я беру бутылку воды.,I take a bottle of water to the gym.,_,"еда, магазин"
бутылка,1469,bottle,N.Fem.Inan,A2,"Golosa, MiP, LM",2,бутылки,Gen.Sing,"Налей мне молока из большой бутылки, пожалуйста!","Poor me some milk from the big bottle, please!",_,"еда, магазин"
бутылка,1470,bottle,N.Fem.Inan,A2,"Golosa, MiP, LM",3,бутылок,Gen.Plur,Я не люблю пить сок из бутылок.,I don’t like to drink juice from bottles.,_,"еда, магазин"
бывать,1471,_,V,A2,"Golosa, MiP, LM, МН",1,бывает,Sing.3.Pres/Fut,Он часто бывает в этом городе — здесь живет его мама.,He’s often in this city — his mother lives here.,_,"люди, путешествие"
бывать,1472,_,V,A2,"Golosa, MiP, LM, МН",2,бывают,Plur.3.Pres/Fut,"Розы бывают разных цветов, но я люблю только белые.",Roses can be of different colors but I like only white ones.,_,"люди, путешествие"
бывать,1473,_,V,A2,"Golosa, MiP, LM, МН",3,бывало,Neut.Sing.Past,"С вами бывало такое, что вы прочитали книгу, но ничего не поняли?",Has it ever happened to you that you read a book but didn’t understand anything?,_,"люди, путешествие"
быстрый,1474,fast,A,A2,"Golosa, LM",1,быстрого,Gen.Neut.Sing,Я вчера очень устала от быстрого бега.,Yesterday I got very tired after running fast.,_,описание
быстрый,1475,fast,A,A2,"Golosa, LM",2,быстрое,Nom.Neut.Sing,Быстрое таяние льдов Арктики беспокоит учёных.,Quick ice melting in the Arctic worries scientists.,_,описание
быстрый,1476,fast,A,A2,"Golosa, LM",3,быстрой,Gen.Fem.Sing,Какой русский не любит быстрой езды?,What Russian doesn’t like a fast ride?,Н.В.Гоголь «Мёртвые души»,описание
важный,1477,important,A,A2,"Golosa, LM",1,важно,Neut.Sing,В самолёте важно слушать указания экипажа.,It's important to listen to the cabin crew’s instructions on a plane.,_,люди
важный,1478,important,A,A2,"Golosa, LM",2,важное,Nom.Neut.Sing,"Маша сказала, что рождение ребёнка — самое важное событие в её жизни.",Masha told that giving birth to her child is the most important event in her life.,_,люди
важный,1479,important,A,A2,"Golosa, LM",3,важную,Acc.Fem.Sing,Музыка играет важную роль в моей жизни.,Music plays an important role in my life.,_,люди
варить,1480,boil,V,A2,LM,1,варить,Inf,Как варить борщ? Мне нужен рецепт.,How to cook borsht? I need a recipe.,_,"еда, свободное время"
варить,1481,boil,V,A2,LM,2,варят,Plur.3.Pres/Fut,Они уже пожарили мясо и теперь варят картошку.,They’ve already roasted meat and now they’re boiling potatoes.,_,"еда, свободное время"
варить,1482,boil,V,A2,LM,3,варили,Plur.Past,"Как называется суп, который мы вчера варили?",What’s the name of the soup that we were eating yesterday?,_,"еда, свободное время"
везти,1483,be lucky,V,A2,"LM, Поехали",1,везёт,Sing.3.Pres/Fut,Ему не везёт в любви.,He isn’t lucky in love.,_,люди
везти,1484,bring,V,A2,"LM, Поехали",2,везли,Plur.Past,До двадцатого века грузы из Америки везли только по морю.,Until 20th century people only delivered goods from America by the sea.,_,люди
везти,1485,be lucky,V,A2,"LM, Поехали",3,везло,Neut.Sing.Past,Мне никогда не везло в футболе — наша команда всегда проигрывала.,I was never lucky in football — our team always loses.,_,люди
вера,1486,faith,N.Fem.Inan,A2,LM,1,вера,Nom.Sing,Вера в бога даёт некоторым людям надежду.,Believing in god gives hope to some people.,_,"люди, внутренний мир"
вера,1487,faith,N.Fem.Inan,A2,LM,2,веры,Gen.Sing,Сложно быть успешным без веры в себя.,It's difficult to be successful without believing in yourself.,_,"люди, внутренний мир"
вера,1488,faith,N.Fem.Inan,A2,LM,3,веру,Acc.Sing,В Средние века люди были готовы умереть за свою веру.,In the Middle ages people were ready to die for their beliefs.,_,"люди, внутренний мир"
верить,1489,believe,V,A2,"LM, МН",1,верить,Inf,Я хочу верить в чудеса.,I want to believe in miracles.,_,"люди, внутренний мир"
верить,1490,believe,V,A2,"LM, МН",2,верю,Sing.1.Pres/Fut,"Я не верю тому, что он говорит.",I don't believe to what he says.,_,"люди, внутренний мир"
верить,1491,believe,V,A2,"LM, МН",3,верит,Sing.3.Pres/Fut,Почему она мне не верит?,Why doesn’t she believe me?,_,"люди, внутренний мир"
вернуть,1492,return,V,A2,"MiP, LM",1,вернуть,Inf,"Мой телефон сломался, я хочу вернуть мои деньги за него.","My phone got broken, I want to return my money for it.",_,"люди, общение"
вернуть,1493,return,V,A2,"MiP, LM",2,вернули,Plur.Past,Ему всё ещё не вернули машину из сервиса.,People from the car service still haven’t returned him his car.,_,"люди, общение"
вернуть,1494,return,V,A2,"MiP, LM",3,вернула,Fem.Sing.Past,Ты вернула книги в библиотеку вовремя?,Have you returned books to the library in time?,_,"люди, общение"
вернуться,1495,return,V,A2,"MiP, LM, МН",1,вернулся,Masc.Sing.Past,Папа вернулся с работы.,Dad has come back from work.,_,"люди, путешествие"
вернуться,1496,return,V,A2,"MiP, LM, МН",2,вернуться,Inf,Мне нужно срочно вернуться в Москву!,I need to return to Moscow urgently.,_,"люди, путешествие"
вернуться,1497,return,V,A2,"MiP, LM, МН",3,вернулись,Plur.Past,Мы вернулись из Рима на прошлой неделе.,We came back from Rome last week.,_,"люди, путешествие"
весенний,1498,spring,A,A2,LM,1,весеннего,Gen.Masc.Sing,В марте в Москве так не хватает весеннего тепла!,In March Moscow lacks spring warmth so much!,_,"описание, погода"
весенний,1499,spring,A,A2,LM,2,весенний,Nom.Masc.Sing,Какой чудесный весенний день сегодня! Пойдём гулять!,What a lovely spring day today! Let’s go for a walk.,_,"описание, погода"
весенний,1500,spring,A,A2,LM,3,весеннюю,Acc.Fem.Sing,Я очень люблю весеннюю погоду.,I like spring weather very much.,_,"описание, погода"
ветер,1501,wind,N.Masc.Inan,A2,"Golosa, LM",1,ветер,Nom.Sing,"Не люблю, когда ветер дует мне прямо в лицо.",I don’t like when the wind blows straight to my face.,_,погода
ветер,1502,wind,N.Masc.Inan,A2,"Golosa, LM",2,ветра,Gen.Sing,Сильный порыв ветра вчера сломал дерево перед нашим домом.,Strong gust of wind broke the tree in front of our house yesterday.,_,погода
ветер,1503,wind,N.Masc.Inan,A2,"Golosa, LM",3,ветром,Ins.Sing,С северным ветром в город пришла плохая погода.,Bad weather came to the city with the north wind.,_,погода
вещь,1504,thing,N.Fem.Inan,A2,"Golosa, LM, Поехали",1,вещей,Gen.Plur,Без каких вещей вы не можете жить?,Without what things you won’t be able to live?,_,"жилье, магазин"
вещь,1505,thing,N.Fem.Inan,A2,"Golosa, LM, Поехали",2,вещи,Acc.Plur,"Пожалуйста, не забывайте в автобусе личные вещи.","Please, don’t forget your personal items in the bus.",_,"жилье, магазин"
вещь,1506,thing,N.Fem.Inan,A2,"Golosa, LM, Поехали",3,вещь,Nom.Sing,Смартфон — незаменимая вещь в двадцать первом веке.,Smart phone is an indispensable thing in the 21st century.,_,"жилье, магазин"
вид,1507,form,N.Masc.Inan,A2,"Golosa, MiP, LM",1,виде,Loc.Sing,Мы увидели дерево в виде оленя.,We saw a tree in the form of a deer.,_,описание
вид,1508,,N.Masc.Inan,A2,"Golosa, MiP, LM",2,виду,Loc.Sing,"Имей в виду, что мы вернёмся в город только завтра.",Keep in mind that we’ll return to the city only tomorrow.,_,описание
вид,1509,species,N.Masc.Inan,A2,"Golosa, MiP, LM",3,видов,Gen.Plur,В этом озере водится двадцать видов рыб.,There are 20 species of fish in this lake.,_,описание
вилка,1510,fork,N.Fem.Inan,A2,"LM, МН",1,вилкой,Ins.Sing,"Моя мама ест суши вилкой, а не палочками.","My mom eats sushi with the fork, not with the sticks.",_,"еда, магазин"
вилка,1511,fork,N.Fem.Inan,A2,"LM, МН",2,вилок,Gen.Plur,"Принеси, пожалуйста, ещё пять вилок.","Please, bring 5 more forks.",_,"еда, магазин"
вилка,1512,fork,N.Fem.Inan,A2,"LM, МН",3,вилку,Acc.Sing,Мой ребёнок вчера научился держать вилку.,My kid learned how to handle fork yesterday.,_,"еда, магазин"
висеть,1513,hang,V,A2,"Golosa, LM, МН",1,висит,Sing.3.Pres/Fut,На правой стене висит моя новая картина.  ,There is my new painting hanging on the right wall.,_,жилище
висеть,1514,hang,V,A2,"Golosa, LM, МН",2,висел,Masc.Sing.Past,_,_,_,жилище
висеть,1515,hang,V,A2,"Golosa, LM, МН",3,висела,Fem.Sing.Past,_,_,_,жилище
включать,1516,turn on,V,A2,"Golosa, LM, МН",1,включает,Sing.3.Pres/Fut,_,_,_,_
включать,1517,turn on,V,A2,"Golosa, LM, МН",2,включать,Inf,_,_,_,_
включать,1518,turn on,V,A2,"Golosa, LM, МН",3,включают,Plur.3.Pres/Fut,_,_,_,_
включить,1519,turn on,V,A2,МН,1,включить,Inf,_,_,_,_
включить,1520,turn on,A,A2,МН,2,включены,Plur,_,_,_,_
включить,1521,turn on,V,A2,МН,3,включил,Masc.Sing.Past,_,_,_,_
вкусный,1522,tasty,A,A2,"Golosa, MiP, LM, МН",1,вкусно,Neut.Sing,_,_,_,_
вкусный,1523,tasty,A,A2,"Golosa, MiP, LM, МН",2,вкусные,Nom.Plur,_,_,_,_
вкусный,1524,tasty,A,A2,"Golosa, MiP, LM, МН",3,вкусны,Plur,_,_,_,_
власть,1525,power,N.Fem.Inan,A2,LM,1,власти,Gen.Sing,_,_,_,_
власть,1526,power,N.Fem.Inan,A2,LM,2,власть,Nom.Sing,_,_,_,_
власть,1527,power,N.Fem.Inan,A2,LM,3,властей,Gen.Plur,_,_,_,_
внимание,1528,attention,N.Neut.Inan,A2,"Golosa, LM",1,внимание,Acc.Sing,_,_,_,_
внимание,1529,attention,N.Neut.Inan,A2,"Golosa, LM",2,внимания,Gen.Sing,_,_,_,_
внимание,1530,attention,N.Neut.Inan,A2,"Golosa, LM",3,вниманием,Ins.Sing,_,_,_,_
внимательный,1531,attentive,A,A2,LM,1,внимательны,Plur,_,_,_,_
внимательный,1532,attentive,A,A2,LM,2,внимательные,Nom.Plur,_,_,_,_
внимательный,1533,attentive,A,A2,LM,3,внимательными,Ins.Plur,_,_,_,_
водить,1534,drive,V,A2,"LM, Поехали",1,водит,Sing.3.Pres/Fut,_,_,_,_
водить,1535,drive,V,A2,"LM, Поехали",2,водил,Masc.Sing.Past,_,_,_,_
водить,1536,drive,V,A2,"LM, Поехали",3,водя,Pres/Fut,_,_,_,_
водка,1537,vodka,N.Fem.Inan,A2,"MiP, LM, МН",1,водки,Gen.Sing,_,_,_,_
водка,1538,vodka,N.Fem.Inan,A2,"MiP, LM, МН",2,водку,Acc.Sing,_,_,_,_
водка,1539,vodka,N.Fem.Inan,A2,"MiP, LM, МН",3,водка,Nom.Sing,_,_,_,_
возвращать,1540,return,V,A2,LM,1,возвращают,Plur.3.Pres/Fut,_,_,_,_
возвращать,1541,return,V,A2,LM,2,возвращает,Sing.3.Pres/Fut,_,_,_,_
возвращать,1542,return,V,A2,LM,3,возвращать,Inf,_,_,_,_
возвращаться,1543,return,V,A2,"Golosa, MiP, LM",1,возвращается,Sing.3.Pres/Fut,_,_,_,_
возвращаться,1544,return,V,A2,"Golosa, MiP, LM",2,возвращаться,Inf,_,_,_,_
возвращаться,1545,return,V,A2,"Golosa, MiP, LM",3,возвращаясь,Pres/Fut,_,_,_,_
воздух,1546,air,N.Masc.Inan,A2,"LM, Поехали",1,воздуха,Gen.Sing,_,_,_,_
воздух,1547,air,N.Masc.Inan,A2,"LM, Поехали",2,воздухе,Loc.Sing,_,_,_,_
воздух,1548,air,N.Masc.Inan,A2,"LM, Поехали",3,воздух,Nom.Sing,_,_,_,_
возить,1549,_,V,A2,"LM, Поехали",1,возить,Inf,_,_,_,_
возить,1550,_,V,A2,"LM, Поехали",2,возила,Fem.Sing.Past,_,_,_,_
возить,1551,_,V,A2,"LM, Поехали",3,возили,Plur.Past,_,_,_,_
возраст,1552,_,N.Masc.Inan,A2,"Golosa, LM",1,возрасте,Loc.Sing,_,_,_,_
возраст,1553,_,N.Masc.Inan,A2,"Golosa, LM",2,возраста,Gen.Sing,_,_,_,_
возраст,1554,_,N.Masc.Inan,A2,"Golosa, LM",3,возраст,Nom.Sing,_,_,_,_
война,1555,_,N.Fem.Inan,A2,"MiP, LM",1,войны,Gen.Sing,_,_,_,_
война,1556,_,N.Fem.Inan,A2,"MiP, LM",2,война,Nom.Sing,_,_,_,_
война,1557,_,N.Fem.Inan,A2,"MiP, LM",3,войну,Acc.Sing,_,_,_,_
войти,1558,_,V,A2,MiP,1,вошли,Plur.Past,_,_,_,_
войти,1559,_,V,A2,MiP,2,вошёл,Masc.Sing.Past,_,_,_,_
войти,1560,_,V,A2,MiP,3,войти,Inf,_,_,_,_
волноваться,1561,_,V,A2,"Golosa, LM",1,волноваться,Inf,_,_,_,_
волноваться,1562,_,V,A2,"Golosa, LM",2,волнуйся,Imper.Sing.2,_,_,_,_
волноваться,1563,_,V,A2,"Golosa, LM",3,волнуется,Sing.3.Pres/Fut,_,_,_,_
волос,1564,_,N.Masc.Inan,A2,LM,1,волосы,Acc.Plur,_,_,_,_
волос,1565,_,N.Masc.Inan,A2,LM,2,волос,Gen.Plur,_,_,_,_
волос,1566,_,N.Masc.Inan,A2,LM,3,волосами,Ins.Plur,_,_,_,_
восток,1567,_,N.Masc.Inan,A2,"Golosa, LM, МН",1,востока,Gen.Sing,_,_,_,_
восток,1568,_,N.Masc.Inan,A2,"Golosa, LM, МН",2,востоке,Loc.Sing,_,_,_,_
восток,1569,_,N.Masc.Inan,A2,"Golosa, LM, МН",3,восток,Nom.Sing,_,_,_,_
восточный,1570,_,A,A2,"LM, МН",1,восточных,Gen.Plur,_,_,_,_
восточный,1571,_,A,A2,"LM, МН",2,восточные,Nom.Plur,_,_,_,_
восточный,1572,_,A,A2,"LM, МН",3,восточной,Gen.Fem.Sing,_,_,_,_
враг,1573,_,N.Masc.Anim,A2,LM,1,враг,Nom.Sing,_,_,_,_
враг,1574,_,N.Masc.Anim,A2,LM,2,врага,Gen.Sing,_,_,_,_
враг,1575,_,N.Masc.Anim,A2,LM,3,враги,Nom.Plur,_,_,_,_
вспоминать,1576,_,V,A2,LM,1,вспоминать,Inf,_,_,_,_
вспоминать,1577,_,V,A2,LM,2,вспоминаю,Sing.1.Pres/Fut,_,_,_,_
вспоминать,1578,_,V,A2,LM,3,вспоминает,Sing.3.Pres/Fut,_,_,_,_
вспомнить,1579,_,V,A2,LM,1,вспомнить,Inf,_,_,_,_
вспомнить,1580,_,V,A2,LM,2,вспомнил,Masc.Sing.Past,_,_,_,_
вспомнить,1581,_,V,A2,LM,3,вспомнили,Plur.Past,_,_,_,_
вставать,1582,_,V,A2,"Golosa, MiP, LM, МН",1,встаёт,Sing.3.Pres/Fut,_,_,_,_
вставать,1583,_,V,A2,"Golosa, MiP, LM, МН",2,вставать,Inf,_,_,_,_
вставать,1584,_,V,A2,"Golosa, MiP, LM, МН",3,вставала,Fem.Sing.Past,_,_,_,_
встреча,1585,_,N.Fem.Inan,A2,LM,1,встречи,Gen.Sing,_,_,_,_
встреча,1586,_,N.Fem.Inan,A2,LM,2,встреча,Nom.Sing,_,_,_,_
встреча,1587,_,N.Fem.Inan,A2,LM,3,встреч,Gen.Plur,_,_,_,_
встречаться,1588,_,V,A2,"Golosa, LM",1,встречаются,Plur.3.Pres/Fut,_,_,_,_
встречаться,1589,_,V,A2,"Golosa, LM",2,встречается,Sing.3.Pres/Fut,_,_,_,_
встречаться,1590,_,V,A2,"Golosa, LM",3,встречались,Plur.Past,_,_,_,_
второй,1591,_,A,A2,"Golosa, MiP, LM",1,второй,Nom.Masc.Sing,_,_,_,_
второй,1592,_,A,A2,"Golosa, MiP, LM",2,вторая,Nom.Fem.Sing,_,_,_,_
второй,1593,_,A,A2,"Golosa, MiP, LM",3,втором,Loc.Masc.Sing,_,_,_,_
входить,1594,_,V,A2,"Golosa, MiP, LM",1,входит,Sing.3.Pres/Fut,_,_,_,_
входить,1595,_,V,A2,"Golosa, MiP, LM",2,входят,Plur.3.Pres/Fut,_,_,_,_
входить,1596,_,V,A2,"Golosa, MiP, LM",3,входил,Masc.Sing.Past,_,_,_,_
вчерашний,1597,_,A,A2,LM,1,вчерашнего,Gen.Neut.Sing,_,_,_,_
вчерашний,1598,_,A,A2,LM,2,вчерашней,Gen.Fem.Sing,_,_,_,_
вчерашний,1599,_,A,A2,LM,3,вчерашних,Gen.Plur,_,_,_,_
выбирать,1600,_,V,A2,LM,1,выбирать,Inf,_,_,_,_
выбирать,1601,_,V,A2,LM,2,выбирает,Sing.3.Pres/Fut,_,_,_,_
выбирать,1602,_,V,A2,LM,3,выбирая,Pres/Fut,_,_,_,_
выйти,1603,_,V,A2,MiP,1,вышел,Masc.Sing.Past,_,_,_,_
выйти,1604,_,V,A2,MiP,2,вышла,Fem.Sing.Past,_,_,_,_
выйти,1605,_,V,A2,MiP,3,выйти,Inf,_,_,_,_
выступать,1606,_,V,A2,"Golosa, LM",1,выступает,Sing.3.Pres/Fut,_,_,_,_
выступать,1607,_,V,A2,"Golosa, LM",2,выступать,Inf,_,_,_,_
выступать,1608,_,V,A2,"Golosa, LM",3,выступают,Plur.3.Pres/Fut,_,_,_,_
выходить,1609,_,V,A2,"Golosa, MiP, LM",1,выходит,Sing.3.Pres/Fut,_,_,_,_
выходить,1610,_,V,A2,"Golosa, MiP, LM",2,выходят,Plur.3.Pres/Fut,_,_,_,_
выходить,1611,_,V,A2,"Golosa, MiP, LM",3,выходить,Inf,_,_,_,_
галерея,1612,_,N.Fem.Inan,A2,"Golosa, LM",1,галерею,Acc.Sing,_,_,_,_
галерея,1613,_,N.Fem.Inan,A2,"Golosa, LM",2,галерее,Loc.Sing,_,_,_,_
галерея,1614,_,N.Fem.Inan,A2,"Golosa, LM",3,галереях,Loc.Plur,_,_,_,_
