Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
вкусный,1524,_,A,A2,"Golosa, MiP, LM, МН",3,вкусны,Plur,_,_,_,_
власть,1525,_,N.Fem.Inan,A2,LM,1,власти,Gen.Sing,_,_,_,_
власть,1526,_,N.Fem.Inan,A2,LM,2,власть,Nom.Sing,_,_,_,_
власть,1527,_,N.Fem.Inan,A2,LM,3,властей,Gen.Plur,_,_,_,_
внимание,1528,_,N.Neut.Inan,A2,"Golosa, LM",1,внимание,Acc.Sing,_,_,_,_
внимание,1529,_,N.Neut.Inan,A2,"Golosa, LM",2,внимания,Gen.Sing,_,_,_,_
внимание,1530,_,N.Neut.Inan,A2,"Golosa, LM",3,вниманием,Ins.Sing,_,_,_,_
внимательный,1531,_,A,A2,LM,1,внимательны,Plur,_,_,_,_
внимательный,1532,_,A,A2,LM,2,внимательные,Nom.Plur,_,_,_,_
внимательный,1533,_,A,A2,LM,3,внимательными,Ins.Plur,_,_,_,_
водить,1534,_,V,A2,"LM, Поехали",1,водит,Sing.3.Pres/Fut,_,_,_,_
водить,1535,_,V,A2,"LM, Поехали",2,водил,Masc.Sing.Past,_,_,_,_
водить,1536,_,V,A2,"LM, Поехали",3,водя,Pres/Fut,_,_,_,_
водка,1537,_,N.Fem.Inan,A2,"MiP, LM, МН",1,водки,Gen.Sing,_,_,_,_
водка,1538,_,N.Fem.Inan,A2,"MiP, LM, МН",2,водку,Acc.Sing,_,_,_,_
водка,1539,_,N.Fem.Inan,A2,"MiP, LM, МН",3,водка,Nom.Sing,_,_,_,_
возвращать,1540,_,V,A2,LM,1,возвращают,Plur.3.Pres/Fut,_,_,_,_
возвращать,1541,_,V,A2,LM,2,возвращает,Sing.3.Pres/Fut,_,_,_,_
возвращать,1542,_,V,A2,LM,3,возвращать,Inf,_,_,_,_
возвращаться,1543,_,V,A2,"Golosa, MiP, LM",1,возвращается,Sing.3.Pres/Fut,_,_,_,_
возвращаться,1544,_,V,A2,"Golosa, MiP, LM",2,возвращаться,Inf,_,_,_,_
возвращаться,1545,_,V,A2,"Golosa, MiP, LM",3,возвращаясь,Pres/Fut,_,_,_,_
воздух,1546,_,N.Masc.Inan,A2,"LM, Поехали",1,воздуха,Gen.Sing,_,_,_,_
воздух,1547,_,N.Masc.Inan,A2,"LM, Поехали",2,воздухе,Loc.Sing,_,_,_,_
воздух,1548,_,N.Masc.Inan,A2,"LM, Поехали",3,воздух,Nom.Sing,_,_,_,_
возить,1549,_,V,A2,"LM, Поехали",1,возить,Inf,_,_,_,_
возить,1550,_,V,A2,"LM, Поехали",2,возила,Fem.Sing.Past,_,_,_,_
возить,1551,_,V,A2,"LM, Поехали",3,возили,Plur.Past,_,_,_,_
возраст,1552,_,N.Masc.Inan,A2,"Golosa, LM",1,возрасте,Loc.Sing,_,_,_,_
возраст,1553,_,N.Masc.Inan,A2,"Golosa, LM",2,возраста,Gen.Sing,_,_,_,_
возраст,1554,_,N.Masc.Inan,A2,"Golosa, LM",3,возраст,Nom.Sing,_,_,_,_
война,1555,_,N.Fem.Inan,A2,"MiP, LM",1,войны,Gen.Sing,_,_,_,_
война,1556,_,N.Fem.Inan,A2,"MiP, LM",2,война,Nom.Sing,_,_,_,_
война,1557,_,N.Fem.Inan,A2,"MiP, LM",3,войну,Acc.Sing,_,_,_,_
войти,1558,_,V,A2,MiP,1,вошли,Plur.Past,_,_,_,_
войти,1559,_,V,A2,MiP,2,вошёл,Masc.Sing.Past,_,_,_,_
войти,1560,_,V,A2,MiP,3,войти,Inf,_,_,_,_
волноваться,1561,_,V,A2,"Golosa, LM",1,волноваться,Inf,_,_,_,_
волноваться,1562,_,V,A2,"Golosa, LM",2,волнуйся,Imper.Sing.2,_,_,_,_
волноваться,1563,_,V,A2,"Golosa, LM",3,волнуется,Sing.3.Pres/Fut,_,_,_,_
волос,1564,_,N.Masc.Inan,A2,LM,1,волосы,Acc.Plur,_,_,_,_
волос,1565,_,N.Masc.Inan,A2,LM,2,волос,Gen.Plur,_,_,_,_
волос,1566,_,N.Masc.Inan,A2,LM,3,волосами,Ins.Plur,_,_,_,_
восток,1567,_,N.Masc.Inan,A2,"Golosa, LM, МН",1,востока,Gen.Sing,_,_,_,_
восток,1568,_,N.Masc.Inan,A2,"Golosa, LM, МН",2,востоке,Loc.Sing,_,_,_,_
восток,1569,_,N.Masc.Inan,A2,"Golosa, LM, МН",3,восток,Nom.Sing,_,_,_,_
восточный,1570,_,A,A2,"LM, МН",1,восточных,Gen.Plur,_,_,_,_
восточный,1571,_,A,A2,"LM, МН",2,восточные,Nom.Plur,_,_,_,_
восточный,1572,_,A,A2,"LM, МН",3,восточной,Gen.Fem.Sing,_,_,_,_
враг,1573,_,N.Masc.Anim,A2,LM,1,враг,Nom.Sing,_,_,_,_
враг,1574,_,N.Masc.Anim,A2,LM,2,врага,Gen.Sing,_,_,_,_
враг,1575,_,N.Masc.Anim,A2,LM,3,враги,Nom.Plur,_,_,_,_
вспоминать,1576,_,V,A2,LM,1,вспоминать,Inf,_,_,_,_
вспоминать,1577,_,V,A2,LM,2,вспоминаю,Sing.1.Pres/Fut,_,_,_,_
вспоминать,1578,_,V,A2,LM,3,вспоминает,Sing.3.Pres/Fut,_,_,_,_
вспомнить,1579,_,V,A2,LM,1,вспомнить,Inf,_,_,_,_
вспомнить,1580,_,V,A2,LM,2,вспомнил,Masc.Sing.Past,_,_,_,_
вспомнить,1581,_,V,A2,LM,3,вспомнили,Plur.Past,_,_,_,_
вставать,1582,_,V,A2,"Golosa, MiP, LM, МН",1,встаёт,Sing.3.Pres/Fut,_,_,_,_
вставать,1583,_,V,A2,"Golosa, MiP, LM, МН",2,вставать,Inf,_,_,_,_
вставать,1584,_,V,A2,"Golosa, MiP, LM, МН",3,вставала,Fem.Sing.Past,_,_,_,_
встреча,1585,_,N.Fem.Inan,A2,LM,1,встречи,Gen.Sing,_,_,_,_
встреча,1586,_,N.Fem.Inan,A2,LM,2,встреча,Nom.Sing,_,_,_,_
встреча,1587,_,N.Fem.Inan,A2,LM,3,встреч,Gen.Plur,_,_,_,_
встречаться,1588,_,V,A2,"Golosa, LM",1,встречаются,Plur.3.Pres/Fut,_,_,_,_
встречаться,1589,_,V,A2,"Golosa, LM",2,встречается,Sing.3.Pres/Fut,_,_,_,_
встречаться,1590,_,V,A2,"Golosa, LM",3,встречались,Plur.Past,_,_,_,_
второй,1591,_,A,A2,"Golosa, MiP, LM",1,второй,Nom.Masc.Sing,_,_,_,_
второй,1592,_,A,A2,"Golosa, MiP, LM",2,вторая,Nom.Fem.Sing,_,_,_,_
второй,1593,_,A,A2,"Golosa, MiP, LM",3,втором,Loc.Masc.Sing,_,_,_,_
входить,1594,_,V,A2,"Golosa, MiP, LM",1,входит,Sing.3.Pres/Fut,_,_,_,_
входить,1595,_,V,A2,"Golosa, MiP, LM",2,входят,Plur.3.Pres/Fut,_,_,_,_
входить,1596,_,V,A2,"Golosa, MiP, LM",3,входил,Masc.Sing.Past,_,_,_,_
вчерашний,1597,_,A,A2,LM,1,вчерашнего,Gen.Neut.Sing,_,_,_,_
вчерашний,1598,_,A,A2,LM,2,вчерашней,Gen.Fem.Sing,_,_,_,_
вчерашний,1599,_,A,A2,LM,3,вчерашних,Gen.Plur,_,_,_,_
выбирать,1600,_,V,A2,LM,1,выбирать,Inf,_,_,_,_
выбирать,1601,_,V,A2,LM,2,выбирает,Sing.3.Pres/Fut,_,_,_,_
выбирать,1602,_,V,A2,LM,3,выбирая,Pres/Fut,_,_,_,_
выйти,1603,_,V,A2,MiP,1,вышел,Masc.Sing.Past,_,_,_,_
выйти,1604,_,V,A2,MiP,2,вышла,Fem.Sing.Past,_,_,_,_
выйти,1605,_,V,A2,MiP,3,выйти,Inf,_,_,_,_
выступать,1606,_,V,A2,"Golosa, LM",1,выступает,Sing.3.Pres/Fut,_,_,_,_
выступать,1607,_,V,A2,"Golosa, LM",2,выступать,Inf,_,_,_,_
выступать,1608,_,V,A2,"Golosa, LM",3,выступают,Plur.3.Pres/Fut,_,_,_,_
выходить,1609,_,V,A2,"Golosa, MiP, LM",1,выходит,Sing.3.Pres/Fut,_,_,_,_
выходить,1610,_,V,A2,"Golosa, MiP, LM",2,выходят,Plur.3.Pres/Fut,_,_,_,_
выходить,1611,_,V,A2,"Golosa, MiP, LM",3,выходить,Inf,_,_,_,_
галерея,1612,_,N.Fem.Inan,A2,"Golosa, LM",1,галерею,Acc.Sing,_,_,_,_
галерея,1613,_,N.Fem.Inan,A2,"Golosa, LM",2,галерее,Loc.Sing,_,_,_,_
галерея,1614,_,N.Fem.Inan,A2,"Golosa, LM",3,галереях,Loc.Plur,_,_,_,_
герой,1615,_,N.Masc.Anim,A2,LM,1,герой,Nom.Sing,_,_,_,_
герой,1616,_,N.Masc.Anim,A2,LM,2,героев,Gen.Plur,_,_,_,_
герой,1617,_,N.Masc.Anim,A2,LM,3,героя,Gen.Sing,_,_,_,_
главный,1618,_,A,A2,"Golosa, LM",1,главный,Nom.Masc.Sing,_,_,_,_
главный,1619,_,A,A2,"Golosa, LM",2,главным,Ins.Masc.Sing,_,_,_,_
главный,1620,_,A,A2,"Golosa, LM",3,главных,Gen.Plur,_,_,_,_
глубокий,1621,_,A,A2,LM,1,глубокой,Gen.Fem.Sing,_,_,_,_
глубокий,1622,_,A,A2,LM,2,глубокая,Nom.Fem.Sing,_,_,_,_
глубокий,1623,_,A,A2,LM,3,глубокого,Gen.Neut.Sing,_,_,_,_
глупый,1624,_,A,A2,"Golosa, LM, Кс",1,глупая,Nom.Fem.Sing,_,_,_,_
глупый,1625,_,A,A2,"Golosa, LM, Кс",2,глупый,Nom.Masc.Sing,_,_,_,_
глупый,1626,_,A,A2,"Golosa, LM, Кс",3,глупые,Nom.Plur,_,_,_,_
голос,1627,_,N.Masc.Inan,A2,"Golosa, LM",1,голос,Nom.Sing,_,_,_,_
голос,1628,_,N.Masc.Inan,A2,"Golosa, LM",2,голосом,Ins.Sing,_,_,_,_
голос,1629,_,N.Masc.Inan,A2,"Golosa, LM",3,голосов,Gen.Plur,_,_,_,_
гора,1630,_,N.Fem.Inan,A2,"Golosa, LM",1,гору,Acc.Sing,_,_,_,_
гора,1631,_,N.Fem.Inan,A2,"Golosa, LM",2,горы,Acc.Plur,_,_,_,_
гора,1632,_,N.Fem.Inan,A2,"Golosa, LM",3,гор,Gen.Plur,_,_,_,_
горький,1633,_,A,A2,LM,1,горько,Neut.Sing,_,_,_,_
горький,1634,_,A,A2,LM,2,горькой,Gen.Fem.Sing,_,_,_,_
горький,1635,_,A,A2,LM,3,горькая,Nom.Fem.Sing,_,_,_,_
государство,1636,_,N.Neut.Inan,A2,LM,1,государства,Gen.Sing,_,_,_,_
государство,1637,_,N.Neut.Inan,A2,LM,2,государство,Nom.Sing,_,_,_,_
государство,1638,_,N.Neut.Inan,A2,LM,3,государств,Gen.Plur,_,_,_,_
готовить,1639,_,V,A2,"Golosa, MiP, LM",1,готовят,Plur.3.Pres/Fut,_,_,_,_
готовить,1640,_,V,A2,"Golosa, MiP, LM",2,готовить,Inf,_,_,_,_
готовить,1641,_,V,A2,"Golosa, MiP, LM",3,готовит,Sing.3.Pres/Fut,_,_,_,_
градус,1642,_,N.Masc.Inan,A2,"Golosa, MiP, LM",1,градусов,Gen.Plur,_,_,_,_
градус,1643,_,N.Masc.Inan,A2,"Golosa, MiP, LM",2,градуса,Gen.Sing,_,_,_,_
градус,1644,_,N.Masc.Inan,A2,"Golosa, MiP, LM",3,град,Gen.Plur,_,_,_,_
грамматика,1645,_,N.Fem.Inan,A2,"Golosa, LM",1,грамматики,Gen.Sing,_,_,_,_
грамматика,1646,_,N.Fem.Inan,A2,"Golosa, LM",2,грамматику,Acc.Sing,_,_,_,_
грамматика,1647,_,N.Fem.Inan,A2,"Golosa, LM",3,грамматикой,Ins.Sing,_,_,_,_
граница,1648,_,N.Fem.Inan,A2,LM,1,границей,Ins.Sing,_,_,_,_
граница,1649,_,N.Fem.Inan,A2,LM,2,границу,Acc.Sing,_,_,_,_
граница,1650,_,N.Fem.Inan,A2,LM,3,границ,Gen.Plur,_,_,_,_
грипп,1651,_,N.Masc.Inan,A2,"Golosa, MiP, LM, Поехали, Кс",1,гриппа,Gen.Sing,_,_,_,_
грипп,1652,_,N.Masc.Inan,A2,"Golosa, MiP, LM, Поехали, Кс",2,гриппом,Ins.Sing,_,_,_,_
грустный,1653,_,A,A2,"Golosa, LM",1,грустный,Nom.Masc.Sing,_,_,_,_
грустный,1654,_,A,A2,"Golosa, LM",2,грустные,Nom.Plur,_,_,_,_
грустный,1655,_,A,A2,"Golosa, LM",3,грустно,Neut.Sing,_,_,_,_
грязный,1656,_,A,A2,LM,1,грязная,Nom.Fem.Sing,_,_,_,_
грязный,1657,_,A,A2,LM,2,грязные,Nom.Plur,_,_,_,_
грязный,1658,_,A,A2,LM,3,грязную,Acc.Fem.Sing,_,_,_,_
далекий,1659,_,A,A2,LM,1,далёкие,Nom.Plur,_,_,_,_
далекий,1660,_,A,A2,LM,2,далёких,Gen.Plur,_,_,_,_
далекий,1661,_,A,A2,LM,3,далёкой,Loc.Fem.Sing,_,_,_,_
дата,1662,_,N.Fem.Inan,A2,LM,1,даты,Gen.Sing,_,_,_,_
дата,1663,_,N.Fem.Inan,A2,LM,2,дата,Nom.Sing,_,_,_,_
дата,1664,_,N.Fem.Inan,A2,LM,3,датой,Ins.Sing,_,_,_,_
деревня,1665,_,N.Fem.Inan,A2,LM,1,деревне,Loc.Sing,_,_,_,_
деревня,1666,_,N.Fem.Inan,A2,LM,2,деревню,Acc.Sing,_,_,_,_
деревня,1667,_,N.Fem.Inan,A2,LM,3,деревня,Nom.Sing,_,_,_,_
дерево,1668,_,N.Neut.Inan,A2,LM,1,деревьев,Gen.Plur,_,_,_,_
дерево,1669,_,N.Neut.Inan,A2,LM,2,дерева,Gen.Sing,_,_,_,_
дерево,1670,_,N.Neut.Inan,A2,LM,3,деревья,Nom.Plur,_,_,_,_
держать,1671,_,V,A2,"MiP, LM",1,держать,Inf,_,_,_,_
держать,1672,_,V,A2,"MiP, LM",2,держал,Masc.Sing.Past,_,_,_,_
держать,1673,_,V,A2,"MiP, LM",3,держит,Sing.3.Pres/Fut,_,_,_,_
детство,1674,_,N.Neut.Inan,A2,LM,1,детстве,Loc.Sing,_,_,_,_
детство,1675,_,N.Neut.Inan,A2,LM,2,детства,Gen.Sing,_,_,_,_
детство,1676,_,N.Neut.Inan,A2,LM,3,детство,Acc.Sing,_,_,_,_
диалог,1677,_,N.Masc.Inan,A2,"Golosa, MiP, LM",1,диалога,Gen.Sing,_,_,_,_
диалог,1678,_,N.Masc.Inan,A2,"Golosa, MiP, LM",2,диалоге,Loc.Sing,_,_,_,_
диалог,1679,_,N.Masc.Inan,A2,"Golosa, MiP, LM",3,диалог,Nom.Sing,_,_,_,_
диван,1680,_,N.Masc.Inan,A2,"Golosa, MiP, LM",1,диване,Loc.Sing,_,_,_,_
диван,1681,_,N.Masc.Inan,A2,"Golosa, MiP, LM",2,диван,Acc.Sing,_,_,_,_
диван,1682,_,N.Masc.Inan,A2,"Golosa, MiP, LM",3,дивана,Gen.Sing,_,_,_,_
длинный,1683,_,A,A2,"Golosa, LM",1,длинными,Ins.Plur,_,_,_,_
