Lemma;ID;Eng Gloss;POS;Level;Word source;Ex. ID;Form ;Analysis;Example Sentence;Translation;Reference;Topic(s)
лицо;83;_;N.Neut.Inan;A1;МН;2;лицом;Ins.Sing;_;_;_;люди, здоровье, учеба/работа
лицо;84;_;N.Neut.Inan;A1;МН;3;лица;Gen.Sing;_;_;_;люди, здоровье, учеба/работа
деньги;85;_;N.Inan;A1;Golosa, MiP, LM, МН;1;деньги;Acc.Plur;_;_;_;люди, учеба/работа
деньги;86;_;N.Inan;A1;Golosa, MiP, LM, МН;2;денег;Gen.Plur;_;_;_;люди, учеба/работа
деньги;87;_;N.Inan;A1;Golosa, MiP, LM, МН;3;деньгами;Ins.Plur;_;_;_;люди, учеба/работа
фильм;88;_;N.Masc.Inan;A1;MiP, LM, МН;1;фильм;Nom.Sing;_;_;_;свободное время
фильм;89;_;N.Masc.Inan;A1;MiP, LM, МН;2;фильма;Gen.Sing;_;_;_;свободное время
фильм;90;_;N.Masc.Inan;A1;MiP, LM, МН;3;фильме;Loc.Sing;_;_;_;свободное время
город;91;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;1;городе;Loc.Sing;_;_;_;люди, путешествие
город;92;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;2;города;Gen.Sing;_;_;_;люди, путешествие
город;93;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;3;город;Nom.Sing;_;_;_;люди, путешествие
часть;94;_;N.Fem.Inan;A1;MiP, МН;1;часть;Nom.Sing;_;_;_;мера
часть;95;_;N.Fem.Inan;A1;MiP, МН;2;части;Gen.Sing;_;_;_;мера
часть;96;_;N.Fem.Inan;A1;MiP, МН;3;частью;Ins.Sing;_;_;_;мера
глаз;97;_;N.Masc.Inan;A1;MiP, LM, МН;1;глаза;Acc.Plur;_;_;_;люди, здоровье
глаз;98;_;N.Masc.Inan;A1;MiP, LM, МН;2;глазами;Ins.Plur;_;_;_;люди, здоровье
глаз;99;_;N.Masc.Inan;A1;MiP, LM, МН;3;глазах;Loc.Plur;_;_;_;люди, здоровье
большой;100;_;A;A1;Golosa, MiP, LM, МН, Поехали;1;большая;Nom.Fem.Sing;_;_;_;мера
большой;101;_;A;A1;Golosa, MiP, LM, МН, Поехали;2;большой;Nom.Masc.Sing;_;_;_;мера
большой;102;_;A;A1;Golosa, MiP, LM, МН, Поехали;3;больше;Comp;_;_;_;мера
конец;103;_;N.Masc.Inan;A1;МН;1;конце;Loc.Sing;_;_;_;мера
конец;104;_;N.Masc.Inan;A1;МН;2;конца;Gen.Sing;_;_;_;мера
конец;105;_;N.Masc.Inan;A1;МН;3;концов;Gen.Plur;_;_;_;мера
голова;106;_;N.Fem.Inan;A1;MiP, LM, МН, Кс;1;голову;Acc.Sing;_;_;_;люди, здоровье
голова;107;_;N.Fem.Inan;A1;MiP, LM, МН, Кс;2;головой;Ins.Sing;_;_;_;люди, здоровье
голова;108;_;N.Fem.Inan;A1;MiP, LM, МН, Кс;3;голове;Loc.Sing;_;_;_;люди, здоровье
язык;109;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;1;языка;Gen.Sing;_;_;_;люди, путешествие, здоровье
язык;110;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;2;языке;Loc.Sing;_;_;_;люди, путешествие, здоровье
язык;111;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;3;язык;Nom.Sing;_;_;_;люди, путешествие, здоровье
форма;112;_;N.Fem.Inan;A1;LM, МН;1;форме;Loc.Sing;_;_;_;мера
форма;113;_;N.Fem.Inan;A1;LM, МН;2;форм;Gen.Plur;_;_;_;мера
форма;114;_;N.Fem.Inan;A1;LM, МН;3;форма;Nom.Sing;_;_;_;мера
число;115;_;N.Neut.Inan;A1;MiP, МН;1;числе;Loc.Sing;_;_;_;мера, время
число;116;_;N.Neut.Inan;A1;MiP, МН;2;число;Nom.Sing;_;_;_;мера, время
число;117;_;N.Neut.Inan;A1;MiP, МН;3;числа;Gen.Sing;_;_;_;мера, время
вода;118;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;1;воды;Gen.Sing;_;_;_;еда
вода;119;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;2;воду;Acc.Sing;_;_;_;еда
вода;120;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;3;водой;Ins.Sing;_;_;_;еда
говорить;121;_;V;A1;Golosa, MiP, LM, МН;1;говорит;Sing.3.Pres/Fut;_;_;_;люди, общение
говорить;122;_;V;A1;Golosa, MiP, LM, МН;2;говорить;Inf;_;_;_;люди, общение
говорить;123;_;V;A1;Golosa, MiP, LM, МН;3;говорю;Sing.1.Pres/Fut;_;_;_;люди, общение
гулять;124;_;V;A1;MiP, LM, МН;1;гулять;Inf;_;_;_;свободное время
гулять;125;_;V;A1;MiP, LM, МН;2;гуляют;Plur.3.Pres/Fut;_;_;_;свободное время
гулять;126;_;V;A1;MiP, LM, МН;3;гулял;Masc.Sing.Past;_;_;_;свободное время
группа;127;_;N.Fem.Inan;A1;Golosa, MiP, МН;1;группы;Gen.Sing;_;_;_;люди, мера
группа;128;_;N.Fem.Inan;A1;Golosa, MiP, МН;2;группа;Nom.Sing;_;_;_;люди, мера
группа;129;_;N.Fem.Inan;A1;Golosa, MiP, МН;3;групп;Gen.Plur;_;_;_;люди, мера
общий;130;_;A;A1;LM, МН;1;общего;Gen.Neut.Sing;_;_;_;люди
общий;131;_;A;A1;LM, МН;2;общем;Loc.Neut.Sing;_;_;_;люди
общий;132;_;A;A1;LM, МН;3;общей;Gen.Fem.Sing;_;_;_;люди
история;133;_;N.Fem.Inan;A1;Golosa, MiP, МН;1;история;Nom.Sing;_;_;_;время, учеба/работа
история;134;_;N.Fem.Inan;A1;Golosa, MiP, МН;2;истории;Gen.Sing;_;_;_;время, учеба/работа
история;135;_;N.Fem.Inan;A1;Golosa, MiP, МН;3;историю;Acc.Sing;_;_;_;время, учеба/работа
давать;136;_;V;A1;MiP, LM, МН;1;даёт;Sing.3.Pres/Fut;_;_;_;общение, магазин
давать;137;_;V;A1;MiP, LM, МН;2;дают;Plur.3.Pres/Fut;_;_;_;общение, магазин
давать;138;_;V;A1;MiP, LM, МН;3;давать;Inf;_;_;_;общение, магазин
программа;139;_;N.Fem.Inan;A1;MiP, LM, МН;1;программы;Gen.Sing;_;_;_;учеба/работа, свободное время
программа;140;_;N.Fem.Inan;A1;MiP, LM, МН;2;программа;Nom.Sing;_;_;_;учеба/работа, свободное время
программа;141;_;N.Fem.Inan;A1;MiP, LM, МН;3;программ;Gen.Plur;_;_;_;учеба/работа, свободное время
дарить;142;_;V;A1;Golosa, MiP, LM, МН;1;дарить;Inf;_;_;_;люди
дарить;143;_;V;A1;Golosa, MiP, LM, МН;2;дарит;Sing.3.Pres/Fut;_;_;_;люди
дарить;144;_;V;A1;Golosa, MiP, LM, МН;3;дарят;Plur.3.Pres/Fut;_;_;_;люди
российский;145;_;A;A1;Golosa, MiP, LM, МН;1;российской;Gen.Fem.Sing;_;_;_;люди, путешествие, политика
российский;146;_;A;A1;Golosa, MiP, LM, МН;2;российских;Gen.Plur;_;_;_;люди, путешествие, политика
российский;147;_;A;A1;Golosa, MiP, LM, МН;3;российского;Gen.Masc.Sing;_;_;_;люди, путешествие, политика
час;148;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;1;часов;Gen.Plur;_;_;_;мера, время
час;149;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;2;часа;Gen.Sing;_;_;_;мера, время
час;150;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;3;час;Acc.Sing;_;_;_;мера, время
русский;151;_;A;A1;LM, МН;1;русской;Gen.Fem.Sing;_;_;_;люди, путешествие, политика
русский;152;_;A;A1;LM, МН;2;русского;Gen.Masc.Sing;_;_;_;люди, путешествие, политика
русский;153;_;A;A1;LM, МН;3;русском;Loc.Masc.Sing;_;_;_;люди, путешествие, политика
мужчина;154;_;N.Masc.Anim;A1;Golosa, MiP, LM, МН;1;мужчина;Nom.Sing;_;_;_;люди
мужчина;155;_;N.Masc.Anim;A1;Golosa, MiP, LM, МН;2;мужчин;Gen.Plur;_;_;_;люди
мужчина;156;_;N.Masc.Anim;A1;Golosa, MiP, LM, МН;3;муж;Nom.Sing;_;_;_;люди
книга;157;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;1;книгу;Acc.Sing;_;_;_;учеба/работа, свободное время
книга;158;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;2;книга;Nom.Sing;_;_;_;учеба/работа, свободное время
книга;159;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;3;книге;Loc.Sing;_;_;_;учеба/работа, свободное время
высокий;160;_;A;A1;Golosa, MiP, МН;1;выше;Comp;_;_;_;мера
высокий;161;_;A;A1;Golosa, MiP, МН;2;высокий;Nom.Masc.Sing;_;_;_;мера
высокий;162;_;A;A1;Golosa, MiP, МН;3;высокой;Ins.Fem.Sing;_;_;_;мера
известный;163;_;A;A1;MiP, МН;1;известно;Neut.Sing;_;_;_;люди
известный;164;_;A;A1;MiP, МН;2;известных;Gen.Plur;_;_;_;люди
известный;165;_;A;A1;MiP, МН;3;известные;Nom.Plur;_;_;_;люди
нога;166;_;N.Fem.Inan;A1;MiP, МН;1;ноги;Acc.Plur;_;_;_;люди, здоровье
нога;167;_;N.Fem.Inan;A1;MiP, МН;2;ногами;Ins.Plur;_;_;_;люди, здоровье
нога;168;_;N.Fem.Inan;A1;MiP, МН;3;ногу;Acc.Sing;_;_;_;люди, здоровье
делать;169;_;V;A1;Golosa, MiP, LM, МН;1;делать;Inf;_;_;_;свободное время, учеба/работа
делать;170;_;V;A1;Golosa, MiP, LM, МН;2;делает;Sing.3.Pres/Fut;_;_;_;свободное время, учеба/работа
делать;171;_;V;A1;Golosa, MiP, LM, МН;3;делают;Plur.3.Pres/Fut;_;_;_;свободное время, учеба/работа
думать;172;_;V;A1;Golosa, MiP, LM, МН;1;думаю;Sing.1.Pres/Fut;_;_;_;внутренний мир, учеба/работа
думать;173;_;V;A1;Golosa, MiP, LM, МН;2;думал;Masc.Sing.Past;_;_;_;внутренний мир, учеба/работа
думать;174;_;V;A1;Golosa, MiP, LM, МН;3;думать;Inf;_;_;_;внутренний мир, учеба/работа
образование;175;_;N.Neut.Inan;A1;Golosa, MiP, МН;1;образования;Gen.Sing;_;_;_;учеба/работа
образование;176;_;N.Neut.Inan;A1;Golosa, MiP, МН;2;образование;Acc.Sing;_;_;_;учеба/работа
образование;177;_;N.Neut.Inan;A1;Golosa, MiP, МН;3;образованием;Ins.Sing;_;_;_;учеба/работа
семья;178;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;1;семьи;Gen.Sing;_;_;_;люди
семья;179;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;2;семье;Loc.Sing;_;_;_;люди
семья;180;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;3;семья;Nom.Sing;_;_;_;люди
качество;181;_;N.Neut.Inan;A1;Golosa, MiP, МН;1;качестве;Loc.Sing;_;_;_;_
качество;182;_;N.Neut.Inan;A1;Golosa, MiP, МН;2;качества;Gen.Sing;_;_;_;_
качество;183;_;N.Neut.Inan;A1;Golosa, MiP, МН;3;качество;Nom.Sing;_;_;_;_
рубль;184;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;1;рублей;Gen.Plur;_;_;_;мера, учеба/работа
рубль;185;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;2;рубля;Gen.Sing;_;_;_;мера, учеба/работа
рубль;186;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;3;руб;Gen.Plur;_;_;_;мера, учеба/работа
ездить;187;_;V;A1;Golosa, MiP, МН, Кс;1;ездил;Masc.Sing.Past;_;_;_;путешествие
ездить;188;_;V;A1;Golosa, MiP, МН, Кс;2;ездить;Inf;_;_;_;путешествие
ездить;189;_;V;A1;Golosa, MiP, МН, Кс;3;ездили;Plur.Past;_;_;_;путешествие
квартира;190;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;1;квартире;Loc.Sing;_;_;_;люди, жилье
квартира;191;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;2;квартиру;Acc.Sing;_;_;_;люди, жилье
квартира;192;_;N.Fem.Inan;A1;Golosa, MiP, LM, МН;3;квартира;Nom.Sing;_;_;_;люди, жилье
век;193;_;N.Masc.Inan;A1;MiP, МН, Поехали;1;века;Gen.Sing;_;_;_;мера, время
век;194;_;N.Masc.Inan;A1;MiP, МН, Поехали;2;в;Gen.Sing;_;_;_;мера, время
век;195;_;N.Masc.Inan;A1;MiP, МН, Поехали;3;веков;Gen.Plur;_;_;_;мера, время
страница;196;_;N.Fem.Inan;A1;MiP, МН;1;с;Nom.Sing;_;_;_;мера, учеба/работа
страница;197;_;N.Fem.Inan;A1;MiP, МН;2;страниц;Gen.Plur;_;_;_;мера, учеба/работа
страница;198;_;N.Fem.Inan;A1;MiP, МН;3;страницах;Loc.Plur;_;_;_;мера, учеба/работа
ехать;199;_;V;A1;Golosa, MiP, LM, МН, Кс;1;ехать;Inf;_;_;_;путешествие
ехать;200;_;V;A1;Golosa, MiP, LM, МН, Кс;2;едет;Sing.3.Pres/Fut;_;_;_;путешествие
ехать;201;_;V;A1;Golosa, MiP, LM, МН, Кс;3;едем;Plur.1.Pres/Fut;_;_;_;путешествие
ждать;202;_;V;A1;MiP, LM, МН;1;ждёт;Sing.3.Pres/Fut;_;_;_;люди, время
ждать;203;_;V;A1;MiP, LM, МН;2;ждать;Inf;_;_;_;люди, время
ждать;204;_;V;A1;MiP, LM, МН;3;ждали;Plur.Past;_;_;_;люди, время
класс;205;_;N.Masc.Inan;A1;Golosa, MiP, МН;1;класса;Gen.Sing;_;_;_;люди, учеба/работа
класс;206;_;N.Masc.Inan;A1;Golosa, MiP, МН;2;класс;Nom.Sing;_;_;_;люди, учеба/работа
класс;207;_;N.Masc.Inan;A1;Golosa, MiP, МН;3;классе;Loc.Sing;_;_;_;люди, учеба/работа
свет;208;_;N.Masc.Inan;A1;МН;1;света;Gen.Sing;_;_;_;люди, путешествие
свет;209;_;N.Masc.Inan;A1;МН;2;свете;Loc.Sing;_;_;_;люди, путешествие
свет;210;_;N.Masc.Inan;A1;МН;3;свет;Nom.Sing;_;_;_;люди, путешествие
желать;211;_;V;A1;LM, МН;1;желаю;Sing.1.Pres/Fut;_;_;_;внутренний мир
желать;212;_;V;A1;LM, МН;2;желает;Sing.3.Pres/Fut;_;_;_;внутренний мир
желать;213;_;V;A1;LM, МН;3;желая;Pres/Fut;_;_;_;внутренний мир
ответ;214;_;N.Masc.Inan;A1;МН;1;ответ;Acc.Sing;_;_;_;люди
ответ;215;_;N.Masc.Inan;A1;МН;2;ответов;Gen.Plur;_;_;_;люди
ответ;216;_;N.Masc.Inan;A1;МН;3;ответа;Gen.Sing;_;_;_;люди
разный;217;_;A;A1;МН;1;разных;Gen.Plur;_;_;_;_
разный;218;_;A;A1;МН;2;разные;Nom.Plur;_;_;_;_
разный;219;_;A;A1;МН;3;разными;Ins.Plur;_;_;_;_
жить;220;_;V;A1;Golosa, MiP, LM, МН;1;жить;Inf;_;_;_;время, люди
жить;221;_;V;A1;Golosa, MiP, LM, МН;2;живёт;Sing.3.Pres/Fut;_;_;_;время, люди
жить;222;_;V;A1;Golosa, MiP, LM, МН;3;жили;Plur.Past;_;_;_;время, люди
интересный;223;_;A;A1;Golosa, MiP, LM, МН;1;интересно;Neut.Sing;_;_;_;описание
интересный;224;_;A;A1;Golosa, MiP, LM, МН;2;интересная;Nom.Fem.Sing;_;_;_;описание
интересный;225;_;A;A1;Golosa, MiP, LM, МН;3;интересное;Nom.Neut.Sing;_;_;_;описание
завтракать;226;_;V;A1;Golosa, MiP, LM, МН;1;завтракать;Inf;_;_;_;еда
завтракать;227;_;V;A1;Golosa, MiP, LM, МН;2;завтракал;Masc.Sing.Past;_;_;_;еда
завтракать;228;_;V;A1;Golosa, MiP, LM, МН;3;завтракали;Plur.Past;_;_;_;еда
месяц;229;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;1;месяц;Acc.Sing;_;_;_;мера, время
месяц;230;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;2;месяца;Gen.Sing;_;_;_;мера, время
месяц;231;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН;3;месяцев;Gen.Plur;_;_;_;мера, время
следующий;232;_;A;A1;MiP, LM, МН;1;следующий;Inan.Acc.Masc.Sing;_;_;_;мера, время
следующий;233;_;A;A1;MiP, LM, МН;2;следующим;Ins.Masc.Sing;_;_;_;мера, время
следующий;234;_;A;A1;MiP, LM, МН;3;следующем;Loc.Masc.Sing;_;_;_;мера, время
звонить;235;_;V;A1;MiP, LM, МН;1;звонил;Masc.Sing.Past;_;_;_;люди, общение
звонить;236;_;V;A1;MiP, LM, МН;2;звонить;Inf;_;_;_;люди, общение
звонить;237;_;V;A1;MiP, LM, МН;3;звонит;Sing.3.Pres/Fut;_;_;_;люди, общение
минута;238;_;N.Fem.Inan;A1;MiP, LM, МН;1;минут;Gen.Plur;_;_;_;мера, время
минута;239;_;N.Fem.Inan;A1;MiP, LM, МН;2;минуту;Acc.Sing;_;_;_;мера, время
минута;240;_;N.Fem.Inan;A1;MiP, LM, МН;3;минуты;Gen.Sing;_;_;_;мера, время
вечер;241;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН, Поехали;1;вечером;Ins.Sing;_;_;_;мера, время
вечер;242;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН, Поехали;2;вечера;Gen.Sing;_;_;_;мера, время
вечер;243;_;N.Masc.Inan;A1;Golosa, MiP, LM, МН, Поехали;3;вечер;Acc.Sing;_;_;_;мера, время
имя;244;_;N.Neut.Inan;A1;Golosa, MiP, МН;1;имя;Acc.Sing;_;_;_;люди
имя;245;_;N.Neut.Inan;A1;Golosa, MiP, МН;2;имени;Gen.Sing;_;_;_;люди
имя;246;_;N.Neut.Inan;A1;Golosa, MiP, МН;3;именем;Ins.Sing;_;_;_;люди
молодой;247;_;A;A1;Golosa, MiP, LM, МН;1;молодой;Nom.Masc.Sing;_;_;_;люди, мера, время
молодой;248;_;A;A1;Golosa, MiP, LM, МН;2;молодых;Gen.Plur;_;_;_;люди, мера, время
молодой;249;_;A;A1;Golosa, MiP, LM, МН;3;молодые;Nom.Plur;_;_;_;люди, мера, время
